ark_id,collection_en,acquisition_type_en,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
cl010055121,Paintings,Purchase,,,,0,1850.0
cl010055124,Paintings,Purchase,,,,0,1845.0
cl010055125,Paintings,Purchase,,,,0,1846.0
cl010055128,Paintings,Bequest,,,,0,1750.0
cl010055129,Paintings,Other,,,,0,1750.0
cl010055130,Paintings,Purchase,,,,0,1750.0
cl010055132,Paintings,Historic Collection,,,,0,1756.0
cl010055133,Paintings,Historic Collection,,,,0,1750.0
cl010055134,Paintings,Historic Collection,,,,0,1743.0
cl010055135,Paintings,Historic Collection,,,,0,1753.0
cl010055136,Paintings,Historic Collection,,,,0,1763.0
cl010055139,Paintings,Other,,,100+,0,1850.0
cl010055141,Paintings,Other,,,100+,0,1829.0
cl010055144,Paintings,Historic Collection,,,,0,1650.0
cl010055146,Paintings,Historic Collection,,,,0,1650.0
cl010055147,Paintings,Historic Collection,,,,0,1650.0
cl010055148,Paintings,Historic Collection,,,,0,
cl010055157,Paintings,Other,,,,0,1779.0
cl010055158,Paintings,Other,,,,0,1781.0
cl010055159,Paintings,Other,,,,0,1783.0
cl010055160,Paintings,Other,,,,0,1787.0
cl010055161,Paintings,Historic Collection,,,,0,1773.0
cl010055165,Paintings,Historic Collection,,,100+,0,1650.0
cl010055167,Paintings,Purchase,,,,0,1650.0
cl010055171,Paintings,Purchase,,,,0,1785.0
cl010055172,Paintings,Other,,,21-40,0,1744.0
cl010055173,Paintings,Other,,,,0,1788.0
cl010055177,Paintings,Bequest,,,,0,1750.0
cl010055188,Paintings,Historic Collection,,,,0,1724.0
cl010055189,Paintings,Purchase,,,,0,1850.0
cl010055190,Paintings,Purchase,,,,0,1850.0
cl010055196,Paintings,Other,,,100+,0,1829.0
cl010055202,Paintings,Bequest,,,100+,0,1758.0
cl010055204,Paintings,Bequest,,,81-100,0,1849.0
cl010055205,Paintings,Bequest,,,,0,1853.0
cl010055207,Paintings,Bequest,,,,0,1840.0
cl010055208,Paintings,Bequest,,,81-100,0,1850.0
cl010055209,Paintings,Bequest,,,,0,1850.0
cl010055210,Paintings,Bequest,,,,0,1849.0
cl010055211,Paintings,Bequest,,,,0,1849.0
cl010055212,Paintings,Bequest,,,,0,1850.0
cl010055213,Paintings,Bequest,,,,0,1850.0
cl010055214,Paintings,Bequest,,,,0,1849.0
cl010055215,Paintings,Bequest,,,,0,1854.0
cl010055218,Paintings,Bequest,,,,0,1851.0
cl010055219,Paintings,Bequest,,,,0,1851.0
cl010055221,Paintings,Bequest,,,81-100,0,1850.0
cl010055222,Paintings,Bequest,,,81-100,0,1850.0
cl010055223,Paintings,Bequest,,,81-100,0,1850.0
cl010055224,Paintings,Bequest,,,81-100,0,1850.0
cl010055225,Paintings,Bequest,,,81-100,0,1850.0
cl010055226,Paintings,Bequest,,,81-100,0,1850.0
cl010055228,Paintings,Bequest,,,,0,1850.0
cl010055230,Paintings,Other,,,,0,1650.0
cl010055231,Paintings,Gift,,,100+,0,1650.0
cl010055234,Paintings,Purchase,,,,0,1841.0
cl010055235,Paintings,Other,,,100+,1,1843.0
cl010055236,Paintings,Purchase,,,,0,1833.0
cl010055238,Paintings,Other,,,100+,0,1827.0
cl010055239,Paintings,Other,,,100+,0,1850.0
cl010055240,Paintings,Other,,,100+,0,1850.0
cl010055245,Paintings,Bequest,,,41-60,0,1750.0
cl010055246,Paintings,Purchase,,,,0,1650.0
cl010055248,Paintings,Bequest,,,,0,1850.0
cl010055249,Paintings,Bequest,,,,0,1850.0
cl010055254,Paintings,Purchase,,,,0,1850.0
cl010055257,Paintings,Bequest,,,,0,1871.0
cl010055261,Paintings,Purchase,,,,0,1850.0
cl010055264,Paintings,Other,,,100+,0,1850.0
cl010055271,Paintings,Gift,,,,0,1830.0
cl010055272,Paintings,Purchase,,,,0,1650.0
cl010055274,Paintings,Bequest,,,100+,0,1650.0
cl010055275,Paintings,Bequest,,,100+,0,1650.0
cl010055276,Paintings,Bequest,,,100+,0,1650.0
cl010055277,Paintings,Bequest,,,,0,1650.0
cl010055279,Paintings,Other,,,100+,0,1850.0
cl010055284,Paintings,Historic Collection,,,,0,1684.0
cl010055285,Paintings,Gift,,,,0,1650.0
cl010055287,Paintings,Historic Collection,,,,0,1750.0
cl010055288,Paintings,Historic Collection,,,,0,1733.0
cl010055289,Paintings,Other,,,,0,1724.0
cl010055290,Paintings,Other,,,,0,1741.0
cl010055294,Paintings,Purchase,,,,0,1788.0
cl010055298,Paintings,Bequest,,,100+,0,1750.0
cl010055300,Paintings,Historic Collection,,,100+,0,1741.0
cl010055302,Paintings,Purchase,,,,0,1842.0
cl010055311,Paintings,Other,,,,0,1799.0
cl010055312,Paintings,Other,,,,0,1750.0
cl010055314,Paintings,Purchase,,,,0,1764.5
cl010055315,Paintings,Other,,,100+,0,1822.0
cl010055316,Paintings,Purchase,,,,0,1844.0
cl010055317,Paintings,Purchase,,,,0,1809.0
cl010055323,Paintings,Historic Collection,,,,0,1748.0
cl010055326,Paintings,Purchase,,,,0,1845.0
cl010055327,Paintings,Historic Collection,,,,0,1750.0
cl010055329,Paintings,Gift,,,,0,1806.0
cl010055331,Paintings,Other,,,,0,1750.0
cl010055332,Paintings,Other,,,,0,1750.0
cl010055334,Paintings,Other,,,,0,1750.0
cl010055335,Paintings,Other,,,,0,1763.0
cl010055336,Paintings,Other,,,,0,1750.0
cl010055339,Paintings,Purchase,,,,0,1775.0
cl010055342,Paintings,Purchase,,,,0,1470.0
cl010055343,Paintings,Gift,,,,0,1470.0
cl010055352,Paintings,Unknown,,,,0,1734.0
cl010055353,Paintings,Unknown,,,,0,1734.0
cl010055354,Paintings,Bequest,,,,0,1858.0
cl010055355,Paintings,Bequest,,,,0,1850.0
cl010055356,Paintings,Historic Collection,,,,0,1750.0
cl010055357,Paintings,Historic Collection,,,,0,1750.0
cl010055359,Paintings,Bequest,,,,0,1775.0
cl010055361,Paintings,Other,,,100+,0,1850.0
cl010055362,Paintings,Other,,,100+,0,1850.0
cl010055365,Paintings,Purchase,,,,0,1844.0
cl010055372,Paintings,Other,,,100+,0,1850.0
cl010055373,Paintings,Other,,,100+,0,1850.0
cl010055376,Paintings,Purchase,,,,0,1850.0
cl010055377,Paintings,Purchase,,,,0,1831.0
cl010055382,Paintings,Other,,,100+,0,1850.0
cl010055384,Paintings,Bequest,,,,0,1850.0
cl010055386,Paintings,Other,,,100+,0,1827.0
cl010055388,Paintings,Purchase,,,,0,1833.0
cl010055396,Paintings,Purchase,,,,0,1780.0
cl010055399,Paintings,Other,,,,0,1800.0
cl010055401,Paintings,Purchase,,,,0,1650.0
cl010055402,Paintings,Purchase,,,,0,1650.0
cl010055403,Paintings,Purchase,,,,0,1650.0
cl010055404,Paintings,Purchase,,,,0,1650.0
cl010055405,Paintings,Purchase,,,,0,1650.0
cl010055409,Paintings,Other,,,,0,1738.0
cl010055410,Paintings,Other,,,,0,1738.0
cl010055411,Paintings,Other,,,,0,1739.0
cl010055417,Paintings,Other,,,100+,0,1842.0
cl010055418,Paintings,Bequest,,,100+,0,1834.0
cl010055419,Paintings,Unknown,,,,0,1850.0
cl010055421,Paintings,Gift,,,,0,1850.0
cl010055423,Paintings,Purchase,,,,0,1832.0
cl010055424,Paintings,Other,,,100+,0,1850.0
cl010055425,Paintings,Purchase,,,,0,1820.0
cl010055426,Paintings,Other,,,100+,0,1768.0
cl010055427,Paintings,Other,,,,1,1781.0
cl010055428,Paintings,Historic Collection,,,,1,1781.0
cl010055429,Paintings,Purchase,,,61-80,0,1787.0
cl010055430,Paintings,Purchase,,,,0,1787.0
cl010055431,Paintings,Historic Collection,,,100+,0,1687.0
cl010055438,Paintings,MNR Recovery,,,61-80,0,1750.0
cl010055440,Paintings,Other,,,,0,1730.0
cl010055444,Paintings,Historic Collection,,,,0,1707.0
cl010055448,Paintings,Historic Collection,,,,0,1706.0
cl010055450,Paintings,Historic Collection,,,,0,1750.0
cl010055451,Paintings,Historic Collection,,,,0,1700.5
cl010055452,Paintings,Historic Collection,,,,0,1700.5
cl010055453,Paintings,Historic Collection,,,,0,1750.0
cl010055454,Paintings,Historic Collection,,,,0,1750.0
cl010055455,Paintings,Historic Collection,,,,0,1750.0
cl010055456,Paintings,Historic Collection,,,,0,1750.0
cl010055457,Paintings,Purchase,,,,0,1850.0
cl010055459,Paintings,Bequest,,,,0,1848.0
cl010055461,Paintings,Purchase,,,,0,1857.0
cl010055462,Paintings,Bequest,,,,0,1850.0
cl010055464,Paintings,Historic Collection,,,,0,1650.0
cl010055465,Paintings,Historic Collection,,,,0,1650.0
cl010055466,Paintings,Historic Collection,,,,0,1650.0
cl010055467,Paintings,Bequest,,,,0,1650.0
cl010055469,Paintings,Bequest,,,100+,0,1750.0
cl010055470,Paintings,Bequest,,,100+,0,1850.0
cl010055471,Paintings,Bequest,,,100+,0,1850.0
cl010055472,Paintings,Bequest,,,100+,0,1850.0
cl010055474,Paintings,Purchase,,,81-100,0,1818.0
cl010055485,Paintings,Bequest,,,100+,0,1821.0
cl010055502,Paintings,Other,,,100+,0,1850.0
cl010055503,Paintings,Other,,,100+,0,1850.0
cl010055504,Paintings,Other,,,100+,0,1850.0
cl010055505,Paintings,Other,,,100+,0,1823.0
cl010055509,Paintings,Bequest,,,,0,1750.0
cl010055510,Paintings,Other,,,,0,1850.0
cl010055512,Paintings,Historic Collection,,,,0,1750.0
cl010055514,Paintings,Historic Collection,,,,0,1650.0
cl010055516,Paintings,Bequest,,,,0,1650.0
cl010055517,Paintings,Bequest,,,,0,1650.0
cl010055518,Paintings,Bequest,,,,0,1650.0
cl010055520,Paintings,Other,,,,0,1807.0
cl010055521,Paintings,Other,,,,0,1807.0
cl010055523,Paintings,Purchase,,,,0,1865.0
cl010055524,Paintings,Purchase,,,,0,1865.0
cl010055525,Paintings,Bequest,,,,0,1850.0
cl010055526,Paintings,Bequest,,,,0,1850.0
cl010055527,Paintings,Bequest,,,,1,1850.0
cl010055528,Paintings,Bequest,,,,1,1850.0
cl010055529,Paintings,Bequest,,,,0,1650.0
cl010055530,Paintings,Other,,,,0,1850.0
cl010055531,Paintings,Purchase,,,,0,1850.0
cl010055532,Paintings,Unknown,,,,0,1650.0
cl010055533,Paintings,Purchase,,,,0,1850.0
cl010055534,Paintings,Other,,,100+,0,1825.0
cl010055535,Paintings,Other,,,100+,0,1825.0
cl010055536,Paintings,Other,,,,0,1819.0
cl010055537,Paintings,Gift,,,100+,0,1702.0
cl010055539,Paintings,Other,,,100+,0,1850.0
cl010055541,Paintings,Gift,,,,0,1850.0
cl010055542,Paintings,Historic Collection,,,,0,1750.0
cl010055544,Paintings,Historic Collection,,,,0,1750.0
cl010055546,Paintings,Bequest,,,100+,0,1780.0
cl010055547,Paintings,Bequest,,,100+,0,1849.0
cl010055548,Paintings,Gift,,,,0,1803.0
cl010055555,Paintings,Other,,,,0,1808.0
cl010055559,Paintings,Historic Collection,,,,0,1724.0
cl010055560,Paintings,Purchase,,,61-80,0,1791.0
cl010055561,Paintings,Other,,,,0,1850.0
cl010055568,Paintings,Purchase,,,,0,1850.0
cl010055571,Paintings,Other,,,100+,0,1649.0
cl010055576,Paintings,Purchase,,,,0,1650.0
cl010055578,Paintings,Other,,,,0,1801.0
cl010055579,Paintings,Purchase,,,,0,1750.0
cl010055580,Paintings,Gift,,,100+,0,1810.0
cl010055581,Paintings,Purchase,,,,0,1850.0
cl010055582,Paintings,Purchase,,,100+,0,1850.0
cl010055585,Paintings,Historic Collection,,,,0,1750.0
cl010055586,Paintings,Historic Collection,,,,0,1750.0
cl010055588,Paintings,Bequest,,,100+,0,1775.0
cl010055589,Paintings,Bequest,,,100+,0,1755.0
cl010055590,Paintings,Bequest,,,100+,0,1750.0
cl010055591,Paintings,Bequest,,,100+,0,1775.0
cl010055592,Paintings,Bequest,,,100+,0,1787.5
cl010055593,Paintings,Historic Collection,,,,0,1750.0
cl010055597,Paintings,Other,,,100+,0,1822.0
cl010055598,Paintings,Gift,,,,0,1820.5
cl010055599,Paintings,Other,,,100+,0,1831.0
cl010055601,Paintings,Bequest,,,100+,0,1799.0
cl010055602,Paintings,Bequest,,,,0,1799.0
cl010055603,Paintings,Bequest,,,,0,1750.0
cl010055604,Paintings,Bequest,,,,0,1800.0
cl010055605,Paintings,Bequest,,,,0,1750.0
cl010055606,Paintings,Purchase,,,,0,1850.0
cl010055609,Paintings,Gift,,,100+,0,1850.0
cl010055610,Paintings,Purchase,,,,0,1853.0
cl010055611,Paintings,Purchase,,,,0,1850.0
cl010055612,Paintings,Purchase,,,,0,1832.0
cl010055617,Paintings,Purchase,,,,0,1839.0
cl010055618,Paintings,Purchase,,,,0,1835.0
cl010055623,Paintings,Other,,,100+,0,1850.0
cl010055624,Paintings,Other,,,100+,0,1850.0
cl010055639,Paintings,Other,,,100+,0,1846.0
cl010055641,Paintings,Purchase,,,100+,0,1850.0
cl010055642,Paintings,Gift,,,,0,1725.0
cl010055643,Paintings,Bequest,,,,0,1750.0
cl010055646,Paintings,Purchase,,,81-100,0,1796.0
cl010055650,Paintings,Purchase,,,,0,1850.0
cl010055653,Paintings,Purchase,,,,0,1827.0
cl010055654,Paintings,Historic Collection,,,100+,0,1637.5
cl010055655,Paintings,Historic Collection,,,,0,1650.0
cl010055656,Paintings,Historic Collection,,,,0,1702.0
cl010055657,Paintings,Historic Collection,,,,0,1702.0
cl010055660,Paintings,Other,,,,0,1769.0
cl010055662,Paintings,Historic Collection,,,,0,1773.0
cl010055663,Paintings,Other,,,,0,1761.0
cl010055667,Paintings,Purchase,,,100+,0,1835.0
cl010055669,Paintings,Other,,,100+,0,1819.0
cl010055670,Paintings,Other,,,100+,0,1824.0
cl010055672,Paintings,Bequest,,,,0,1790.0
cl010055673,Paintings,Other,,,100+,0,1869.0
cl010055674,Paintings,Other,,,100+,0,1836.0
cl010055686,Paintings,Other,,,,0,1650.0
cl010055687,Paintings,Purchase,,,,0,1840.0
cl010055688,Paintings,Purchase,,,,0,1842.0
cl010055689,Paintings,Purchase,,,,0,1850.0
cl010055690,Paintings,Other,,,100+,0,1850.0
cl010055691,Paintings,Purchase,,,,0,1850.0
cl010055693,Paintings,Other,,,100+,0,1831.0
cl010055695,Paintings,Purchase,,,81-100,0,1550.0
cl010055696,Paintings,Bequest,,,100+,0,1650.0
cl010055698,Paintings,Purchase,,,100+,0,1850.0
cl010055700,Paintings,MNR Recovery,,,61-80,0,1660.0
cl010055701,Paintings,Other,,,,0,1550.0
cl010055703,Paintings,Bequest,,,100+,0,1662.0
cl010055704,Paintings,Bequest,,,100+,0,1650.0
cl010055706,Paintings,Purchase,,,61-80,0,1750.0
cl010055707,Paintings,MNR Recovery,,,61-80,0,1850.0
cl010055708,Paintings,MNR Recovery,,,61-80,0,1850.0
cl010055709,Paintings,MNR Recovery,,,61-80,0,1750.0
cl010055710,Paintings,MNR Recovery,,,61-80,0,1750.0
cl010055711,Paintings,MNR Recovery,,,61-80,0,1783.0
cl010055712,Paintings,MNR Recovery,,,61-80,0,1850.0
cl010055714,Paintings,MNR Recovery,,,61-80,0,1743.5
cl010055715,Paintings,MNR Recovery,,,61-80,0,1722.0
cl010055716,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010055717,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010055718,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010055719,Paintings,MNR Recovery,,,61-80,0,1693.0
cl010055731,Paintings,Purchase,,,,0,1836.0
cl010055732,Paintings,Other,,,,0,1784.0
cl010055733,Paintings,Other,,,,0,1798.0
cl010055735,Paintings,Historic Collection,,,100+,0,1650.0
cl010055736,Paintings,Unknown,,,61-80,0,1650.0
cl010055737,Paintings,Purchase,,,,0,1850.0
cl010055738,Paintings,Purchase,,,,0,1773.0
cl010055739,Paintings,Bequest,,,,0,1850.0
cl010055740,Paintings,Purchase,,,,0,1785.0
cl010055742,Paintings,Purchase,,,81-100,0,1790.0
cl010055748,Paintings,Gift,,,,0,1850.0
cl010055749,Paintings,Purchase,,,,0,1825.0
cl010055750,Paintings,Purchase,,,,0,1850.0
cl010055752,Paintings,Bequest,,,100+,0,1761.0
cl010055754,Paintings,Bequest,,,81-100,0,1750.0
cl010055755,Paintings,Bequest,,,,0,1750.0
cl010055757,Paintings,Purchase,,,,0,1831.0
cl010055758,Paintings,Purchase,,,,0,1835.0
cl010055760,Paintings,Bequest,,,100+,0,1750.0
cl010055761,Paintings,Gift,,,81-100,0,1787.0
cl010055765,Paintings,Other,,,,0,1761.0
cl010055766,Paintings,Purchase,,,100+,0,1850.0
cl010055769,Paintings,Other,,,100+,0,1814.0
cl010055770,Paintings,Other,,,100+,0,1814.0
cl010055771,Paintings,Other,,,100+,0,1850.0
cl010055772,Paintings,Other,,,100+,0,1814.0
cl010055782,Paintings,Other,,,100+,0,1827.0
cl010055783,Paintings,Historic Collection,,,,0,1750.0
cl010055784,Paintings,Historic Collection,,,,0,1727.0
cl010055785,Paintings,Bequest,,,,0,1787.0
cl010055787,Paintings,Other,,,100+,0,1844.0
cl010055790,Paintings,Bequest,,,,1,1850.0
cl010055796,Paintings,Historic Collection,,,,0,1650.0
cl010055798,Paintings,Other,,,,0,1806.0
cl010055801,Paintings,Bequest,,,,0,1787.0
cl010055802,Paintings,Gift,,,,0,1850.0
cl010055804,Paintings,Historic Collection,,,,0,1693.0
cl010055808,Paintings,Purchase,,,,0,1848.0
cl010055811,Paintings,Other,,,,0,1794.0
cl010055812,Paintings,Other,,,,0,1795.0
cl010055814,Paintings,Other,,,,0,1798.0
cl010055816,Paintings,Gift,,,100+,0,1850.0
cl010055818,Paintings,Gift,,,,0,1850.0
cl010055820,Paintings,Purchase,,,100+,0,1831.0
cl010055822,Paintings,Bequest,,,,0,1865.0
cl010055823,Paintings,Bequest,,,100+,0,1857.0
cl010055825,Paintings,Purchase,,,100+,0,1833.0
cl010055826,Paintings,Other,,,,0,1750.0
cl010055827,Paintings,Other,,,,0,1640.0
cl010055831,Paintings,MNR Recovery,,,61-80,0,1782.0
cl010055832,Paintings,Purchase,,,,0,1750.0
cl010055836,Paintings,Bequest,,,100+,0,1850.0
cl010055837,Paintings,Historic Collection,,,,0,1650.0
cl010055839,Paintings,Historic Collection,,,,0,1695.0
cl010055840,Paintings,Bequest,,,,0,1650.0
cl010055841,Paintings,Bequest,,,,0,1650.0
cl010055848,Paintings,Bequest,,,100+,0,1750.0
cl010055849,Paintings,Other,,,,0,1804.0
cl010055850,Paintings,Bequest,,,100+,0,1804.0
cl010055858,Paintings,Historic Collection,,,,0,1673.0
cl010055860,Paintings,Purchase,,,,0,1650.0
cl010055861,Paintings,Purchase,,,,0,1835.0
cl010055862,Paintings,Purchase,,,100+,0,1850.0
cl010055863,Paintings,Other,,,100+,0,1841.0
cl010055865,Paintings,Purchase,,,,0,1838.0
cl010055866,Paintings,Purchase,,,,0,1646.0
cl010055868,Paintings,Other,,,,0,1743.0
cl010055875,Paintings,Historic Collection,,,,0,1773.0
cl010055879,Paintings,Historic Collection,,,,0,1750.0
cl010055881,Paintings,Other,,,100+,0,1827.0
cl010055884,Paintings,Other,,,,0,1743.0
cl010055885,Paintings,Bequest,,,,0,1750.0
cl010055886,Paintings,Gift,,,81-100,0,1750.0
cl010055889,Paintings,Purchase,,,100+,0,1850.0
cl010055890,Paintings,Bequest,,,100+,0,1750.0
cl010055891,Paintings,Bequest,,,100+,0,1750.0
cl010055892,Paintings,Purchase,,,100+,0,1750.0
cl010055893,Paintings,Bequest,,,100+,0,1714.0
cl010055894,Paintings,Bequest,,,100+,0,1700.0
cl010055895,Paintings,Bequest,,,100+,0,1700.0
cl010055897,Paintings,Unknown,,,,0,1750.0
cl010055898,Paintings,Bequest,,,100+,0,1697.5
cl010055900,Paintings,Purchase,,,,0,1833.0
cl010055904,Paintings,Purchase,,,,0,1836.0
cl010055907,Paintings,Other,,,100+,0,1822.0
cl010055910,Paintings,Other,,,,0,1845.0
cl010055911,Paintings,Purchase,,,,0,1855.0
cl010055921,Paintings,Historic Collection,,,,0,1650.0
cl010055922,Paintings,Historic Collection,,,100+,0,1650.0
cl010055923,Paintings,Historic Collection,,,,0,1688.5
cl010055931,Paintings,Gift,,,,0,1864.0
cl010055932,Paintings,Purchase,,,,0,1850.0
cl010055935,Paintings,Purchase,,,,0,1863.0
cl010055939,Paintings,Bequest,,,,0,1650.0
cl010055940,Paintings,Bequest,,,,0,1642.0
cl010055943,Paintings,Purchase,,,,0,1846.0
cl010055944,Paintings,Purchase,,,,0,1835.0
cl010055945,Paintings,Purchase,,,,0,1835.0
cl010055947,Paintings,Other,,,,0,1648.5
cl010055956,Paintings,Historic Collection,,,,0,1650.0
cl010055958,Paintings,Historic Collection,,,,0,1650.0
cl010055960,Paintings,Historic Collection,,,,0,1650.0
cl010055961,Paintings,Historic Collection,,,100+,0,1767.0
cl010055962,Paintings,Bequest,,,100+,0,1750.0
cl010055963,Paintings,Bequest,,,100+,0,1770.0
cl010055964,Paintings,Other,,,,0,1650.0
cl010055966,Paintings,Historic Collection,17784.0,Q4 (largest),,0,1736.0
cl010055971,Paintings,Historic Collection,,,,0,1724.0
cl010055972,Paintings,Historic Collection,,,,0,1724.0
cl010055973,Paintings,Historic Collection,,,,0,1724.0
cl010055974,Paintings,Gift,,,,0,1835.0
cl010055978,Paintings,Purchase,,,,0,1837.0
cl010055979,Paintings,Other,,,,0,1710.0
cl010055981,Paintings,Other,,,,0,1716.0
cl010055982,Paintings,Purchase,,,,0,1750.0
cl010055983,Paintings,Other,,,100+,0,1817.0
cl010055985,Paintings,Purchase,,,,0,1827.0
cl010055987,Paintings,Purchase,,,81-100,1,1750.0
cl010055988,Paintings,Purchase,,,81-100,1,1750.0
cl010055989,Paintings,Other,,,,0,1775.0
cl010055990,Paintings,Bequest,,,100+,0,1772.0
cl010055991,Paintings,Historic Collection,,,,0,1650.0
cl010055992,Paintings,Other,,,,0,1737.5
cl010055993,Paintings,Historic Collection,,,,0,1750.0
cl010055994,Paintings,Historic Collection,,,,0,1781.0
cl010055995,Paintings,Historic Collection,,,,0,1781.0
cl010055996,Paintings,Historic Collection,,,,0,1650.0
cl010055997,Paintings,Historic Collection,,,,0,1650.0
cl010055998,Paintings,Bequest,,,100+,1,1704.0
cl010056000,Paintings,Gift,,,81-100,0,1751.0
cl010056001,Paintings,Gift,,,,0,1750.0
cl010056002,Paintings,Bequest,,,,0,1750.0
cl010056003,Paintings,Other,,,,0,1650.0
cl010056006,Paintings,Gift,,,61-80,0,1850.0
cl010056007,Paintings,Historic Collection,,,100+,0,1788.0
cl010056008,Paintings,Purchase,,,,0,1750.0
cl010056009,Paintings,Gift,,,,0,1750.0
cl010056010,Paintings,Gift,,,,0,1750.0
cl010056011,Paintings,Bequest,,,,0,1750.0
cl010056013,Paintings,Bequest,,,,0,1750.0
cl010056015,Paintings,Historic Collection,,,,0,1650.0
cl010056016,Paintings,Other,,,,0,1750.0
cl010056017,Paintings,Other,,,,0,1765.0
cl010056018,Paintings,Other,,,,0,1750.0
cl010056019,Paintings,Other,,,,0,1765.0
cl010056020,Paintings,Bequest,,,81-100,0,1750.0
cl010056021,Paintings,Gift,,,,0,1750.0
cl010056022,Paintings,Historic Collection,,,,0,1650.0
cl010056023,Paintings,Purchase,,,100+,0,1650.0
cl010056024,Paintings,Unknown,,,,0,1650.0
cl010056025,Paintings,Historic Collection,,,,0,1750.0
cl010056026,Paintings,Historic Collection,,,,0,1750.0
cl010056027,Paintings,Historic Collection,,,,0,1750.0
cl010056028,Paintings,Unknown,,,,0,1750.0
cl010056029,Paintings,Bequest,,,100+,0,1750.0
cl010056031,Paintings,Bequest,,,,0,1750.0
cl010056032,Paintings,Bequest,,,,0,1750.0
cl010056033,Paintings,Bequest,,,100+,0,1650.0
cl010056034,Paintings,Bequest,,,100+,0,1750.0
cl010056035,Paintings,Historic Collection,,,,0,1695.0
cl010056036,Paintings,Historic Collection,,,,0,1695.0
cl010056037,Paintings,Bequest,,,,0,1650.0
cl010056038,Paintings,Unknown,,,,0,1750.0
cl010056039,Paintings,Other,,,,0,1750.0
cl010056040,Paintings,Historic Collection,,,,0,1783.0
cl010056047,Paintings,Other,,,100+,0,1817.0
cl010056048,Paintings,Purchase,,,,0,1835.0
cl010056049,Paintings,Purchase,,,,0,1833.0
cl010056050,Paintings,Other,,,100+,0,1819.0
cl010056052,Paintings,Purchase,,,,0,1658.5
cl010056053,Paintings,Purchase,,,,0,1658.5
cl010056054,Paintings,Purchase,,,61-80,0,1650.0
cl010056055,Paintings,Purchase,,,61-80,0,1650.0
cl010056058,Paintings,Purchase,,,61-80,0,1650.0
cl010056059,Paintings,Historic Collection,,,,0,1650.0
cl010056073,Paintings,Historic Collection,,,,0,1650.0
cl010056074,Paintings,Purchase,,,,0,1650.0
cl010056075,Paintings,Purchase,,,,0,1819.0
cl010056076,Paintings,Other,,,100+,0,1819.0
cl010056079,Paintings,Historic Collection,,,,0,1650.0
cl010056086,Paintings,Historic Collection,,,,0,1695.0
cl010056088,Paintings,Bequest,,,,0,1650.0
cl010056089,Paintings,Bequest,,,,0,1650.0
cl010056096,Paintings,Purchase,,,,0,1833.0
cl010056099,Paintings,Historic Collection,,,,0,1750.0
cl010056100,Paintings,Historic Collection,,,100+,0,1741.0
cl010056105,Paintings,Purchase,,,61-80,0,1750.0
cl010056108,Paintings,Bequest,,,100+,0,1750.0
cl010056109,Paintings,Other,,,,0,1750.0
cl010056144,Paintings,Gift,,,,0,1832.0
cl010056145,Paintings,Purchase,,,,0,1820.5
cl010056150,Paintings,Historic Collection,,,,0,1752.0
cl010056151,Paintings,Historic Collection,,,,0,1750.0
cl010056153,Paintings,Other,,,,0,1819.0
cl010056154,Paintings,Other,,,,0,1819.0
cl010056155,Paintings,Bequest,,,100+,0,1650.0
cl010056156,Paintings,Bequest,,,100+,0,1650.0
cl010056157,Paintings,Historic Collection,,,,0,1707.0
cl010056158,Paintings,Bequest,,,100+,0,1650.0
cl010056159,Paintings,Bequest,,,,1,1725.0
cl010056160,Paintings,Bequest,,,100+,0,1750.0
cl010056161,Paintings,Bequest,,,100+,0,1750.0
cl010056164,Paintings,Gift,,,100+,0,1850.0
cl010056165,Paintings,Gift,,,,0,1850.0
cl010056168,Paintings,Other,,,,0,1806.0
cl010056169,Paintings,Purchase,,,100+,0,1831.0
cl010056171,Paintings,Other,,,,0,1789.0
cl010056172,Paintings,Other,,,,0,1804.0
cl010056174,Paintings,Other,,,,0,1799.0
cl010056175,Paintings,Other,,,100+,0,1821.0
cl010056176,Paintings,Other,,,100+,0,1826.0
cl010056181,Paintings,Purchase,,,100+,0,1849.0
cl010056183,Paintings,Gift,,,,0,1849.0
cl010056184,Paintings,Other,,,,0,1850.0
cl010056185,Paintings,Unknown,,,,0,1850.0
cl010056186,Paintings,Gift,,,,0,1685.0
cl010056187,Paintings,Other,,,100+,0,1650.0
cl010056188,Paintings,Other,,,100+,0,1650.0
cl010056189,Paintings,Gift,,,,0,1650.0
cl010056190,Paintings,Purchase,,,100+,0,1845.0
cl010056192,Paintings,Other,,,100+,0,1819.0
cl010056193,Paintings,Historic Collection,,,,0,1667.0
cl010056194,Paintings,Historic Collection,,,100+,0,1717.0
cl010056197,Paintings,Other,,,100+,0,1795.0
cl010056200,Paintings,Bequest,,,100+,0,1750.0
cl010056201,Paintings,Other,,,100+,0,1824.0
cl010056210,Paintings,Purchase,,,,0,1835.0
cl010056211,Paintings,Other,,,,0,1779.0
cl010056213,Paintings,Other,,,100+,0,1824.0
cl010056215,Paintings,Other,,,,0,1755.0
cl010056216,Paintings,Other,,,,0,1724.0
cl010056217,Paintings,Other,,,,0,1751.0
cl010056218,Paintings,Other,,,,0,1739.0
