ark_id,collection_en,acquisition_type_en,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
cl010065606,Paintings,Purchase,,,100+,1,1650.0
cl010065607,Paintings,Purchase,,,81-100,1,1633.5
cl010065608,Paintings,Purchase,,,41-60,1,1637.0
cl010065609,Paintings,Purchase,,,100+,0,1493.0
cl010065610,Paintings,Purchase,,,100+,0,1753.0
cl010065611,Paintings,Purchase,,,100+,0,1825.0
cl010065612,Paintings,Purchase,,,100+,1,1724.0
cl010065613,Paintings,Purchase,,,100+,1,1540.5
cl010065615,Paintings,Purchase,,,41-60,0,1748.5
cl010065616,Paintings,Purchase,,,61-80,1,1823.0
cl010065617,Paintings,Purchase,,,100+,0,1805.0
cl010065618,Paintings,Purchase,,,100+,1,1827.0
cl010065619,Paintings,Purchase,,,100+,0,1840.0
cl010065621,Paintings,Purchase,,,100+,0,1727.5
cl010065622,Paintings,Purchase,,,41-60,0,1762.5
cl010065623,Paintings,Purchase,,,41-60,0,1849.0
cl010065624,Paintings,Purchase,,,41-60,0,1629.0
cl010065625,Paintings,Purchase,,,41-60,0,1629.0
cl010065626,Paintings,Purchase,,,41-60,0,1629.0
cl010065627,Paintings,Purchase,,,41-60,0,1629.0
cl010065628,Paintings,Purchase,,,41-60,0,1629.0
cl010065629,Paintings,Purchase,,,41-60,0,1837.5
cl010065630,Paintings,Purchase,,,41-60,0,1826.0
cl010065631,Paintings,Purchase,,,100+,1,1512.5
cl010065632,Paintings,Purchase,,,41-60,1,1787.0
cl010065633,Paintings,Purchase,,,41-60,1,1837.5
cl010065634,Paintings,Purchase,,,41-60,0,1760.0
cl010065635,Paintings,Purchase,,,81-100,0,1740.5
cl010065636,Paintings,Purchase,,,100+,1,1791.0
cl010065637,Paintings,Other,,,100+,0,1535.0
cl010065638,Paintings,Other,,,100+,0,1552.5
cl010065639,Paintings,Purchase,,,100+,1,1425.0
cl010065640,Paintings,Purchase,,,100+,0,1550.0
cl010065641,Paintings,Purchase,,,41-60,1,1524.0
cl010065642,Paintings,Purchase,,,100+,1,1665.5
cl010065643,Paintings,Purchase,,,61-80,0,1612.0
cl010065644,Paintings,Purchase,,,100+,0,1650.0
cl010065645,Paintings,Purchase,,,100+,0,1801.5
cl010065646,Paintings,Historic Collection,,,100+,1,1630.0
cl010065647,Paintings,Purchase,,,100+,0,1637.5
cl010065648,Paintings,Purchase,,,61-80,0,1645.0
cl010065649,Paintings,Other,,,100+,1,1812.5
cl010065650,Paintings,Purchase,,,100+,1,1535.0
cl010065651,Paintings,Purchase,,,100+,1,1537.5
cl010065652,Paintings,Purchase,,,100+,1,1537.5
cl010065654,Paintings,Other,,,41-60,1,1831.0
cl010065655,Paintings,Other,,,41-60,0,1487.5
cl010065657,Paintings,Other,,,41-60,1,1805.0
cl010065658,Paintings,Other,,,41-60,1,1727.5
cl010065659,Paintings,Other,,,41-60,1,1717.5
cl010065660,Paintings,Other,,,41-60,1,1687.5
cl010065661,Paintings,Other,,,41-60,1,1325.0
cl010065662,Paintings,Other,,,41-60,0,1787.0
cl010065663,Paintings,Other,,,41-60,1,1455.0
cl010065665,Paintings,Other,,,41-60,0,1791.0
cl010065666,Paintings,Other,,,61-80,0,1796.0
cl010065667,Paintings,Other,,,61-80,0,1802.5
cl010065668,Paintings,Other,,,61-80,1,1797.0
cl010065669,Paintings,Other,,,61-80,0,1803.0
cl010065670,Paintings,Other,,,61-80,0,1798.0
cl010065671,Paintings,Other,,,41-60,1,1534.0
cl010065672,Paintings,Other,,,61-80,0,1862.5
cl010065673,Paintings,Other,,,41-60,1,1761.5
cl010065676,Paintings,Other,,,21-40,0,1799.5
cl010065677,Paintings,Other,,,21-40,0,1799.5
cl010065678,Paintings,Other,,,21-40,0,1587.5
cl010065679,Paintings,Other,,,21-40,0,1799.5
cl010065684,Paintings,Other,,,41-60,1,1437.5
cl010065686,Paintings,Other,,,41-60,0,1637.5
cl010065687,Paintings,Other,,,100+,0,1819.0
cl010065688,Paintings,Other,,,21-40,1,1550.0
cl010065689,Paintings,Other,,,21-40,1,1550.0
cl010065690,Paintings,Other,,,41-60,0,1850.0
cl010065691,Paintings,Other,,,21-40,1,1635.0
cl010065692,Paintings,Other,,,61-80,1,1661.0
cl010065693,Paintings,Purchase,,,41-60,1,1658.5
cl010065694,Paintings,Other,,,41-60,1,1600.0
cl010065695,Paintings,Other,,,41-60,1,1748.0
cl010065698,Paintings,Other,,,21-40,0,1550.0
cl010065699,Paintings,Other,,,100+,1,1827.0
cl010065700,Paintings,Other,,,100+,1,1827.0
cl010065701,Paintings,Other,,,41-60,0,1862.5
cl010065702,Paintings,Other,,,100+,0,1840.0
cl010065703,Paintings,Other,,,100+,0,1850.5
cl010065704,Paintings,Other,,,100+,1,1827.0
cl010065705,Paintings,Unknown,,,100+,0,1837.5
cl010065706,Paintings,Other,,,100+,0,1837.5
cl010065717,Paintings,Other,,,100+,0,1812.5
cl010065720,Paintings,Other,,,100+,1,1807.0
cl010065721,Paintings,Other,,,100+,1,1827.0
cl010065722,Paintings,Purchase,,,100+,1,1850.0
cl010065723,Paintings,Purchase,,,100+,1,1850.0
cl010065724,Paintings,Purchase,,,100+,1,1850.0
cl010065725,Paintings,Purchase,,,100+,1,1850.0
cl010065726,Paintings,Other,,,100+,0,1844.0
cl010065727,Paintings,Other,,,100+,0,1805.0
cl010065729,Paintings,Other,,,100+,0,1839.0
cl010065730,Paintings,Other,,,100+,1,1821.0
cl010065731,Paintings,Other,,,100+,0,1812.5
cl010065732,Paintings,Other,,,100+,0,1847.0
cl010065733,Paintings,Other,,,100+,1,1837.5
cl010065734,Paintings,Purchase,,,100+,1,1850.0
cl010065735,Paintings,Purchase,,,100+,1,1850.0
cl010065736,Paintings,Purchase,,,100+,1,1850.0
cl010065737,Paintings,Purchase,,,100+,1,1850.0
cl010065738,Paintings,Purchase,,,100+,1,1850.0
cl010065739,Paintings,Other,,,100+,1,1857.0
cl010065740,Paintings,Purchase,,,100+,0,1850.0
cl010065741,Paintings,Purchase,,,100+,0,1850.0
cl010065742,Paintings,Purchase,,,100+,1,1850.0
cl010065743,Paintings,Purchase,,,100+,1,1850.0
cl010065744,Paintings,Purchase,,,100+,1,1850.0
cl010065745,Paintings,Purchase,,,100+,1,1850.0
cl010065746,Paintings,Other,,,61-80,1,1953.0
cl010065747,Paintings,Other,,,100+,1,1854.0
cl010065748,Paintings,Other,,,100+,1,1827.0
cl010065749,Paintings,Other,,,100+,0,1854.0
cl010065750,Paintings,Other,,,61-80,1,1953.0
cl010065751,Paintings,Other,,,61-80,1,1953.0
cl010065756,Paintings,Other,,,100+,0,1817.0
cl010065757,Paintings,Other,,,100+,1,1827.0
cl010065758,Paintings,Other,,,100+,1,1790.0
cl010065759,Paintings,Historic Collection,,,,1,1489.5
cl010065762,Paintings,Other,,,100+,1,1462.5
cl010065763,Paintings,Other,,,100+,0,1525.0
cl010065764,Paintings,Other,,,100+,1,1487.5
cl010065770,Paintings,Other,,,100+,0,1841.0
cl010065771,Paintings,Other,,,100+,0,1824.0
cl010065772,Paintings,Other,,,100+,1,1823.0
cl010065777,Paintings,Other,,,100+,0,1853.0
cl010065779,Paintings,Other,,,,1,1852.0
cl010065780,Paintings,Other,,,100+,1,1814.0
cl010065782,Paintings,Other,,,100+,0,1834.0
cl010065783,Paintings,Other,,,100+,0,1837.5
cl010065784,Paintings,Other,,,100+,0,1845.0
cl010065786,Paintings,Other,,,100+,1,1813.0
cl010065787,Paintings,Other,,,100+,0,1787.5
cl010065790,Paintings,Other,,,100+,0,1819.0
cl010065791,Paintings,Other,,,100+,0,1825.0
cl010065793,Paintings,Other,,,100+,0,1839.0
cl010065794,Paintings,Other,,,100+,1,1829.0
cl010065795,Paintings,Other,,,100+,0,1834.0
cl010065796,Paintings,Other,,,100+,0,1834.0
cl010065797,Paintings,Other,,,100+,0,1844.0
cl010065798,Paintings,Other,,,100+,0,1837.5
cl010065799,Paintings,Other,,,100+,1,1837.5
cl010065800,Paintings,Other,,,100+,0,1844.0
cl010065801,Paintings,Other,,,100+,0,1822.0
cl010065802,Paintings,Other,,,100+,0,1852.0
cl010065804,Paintings,Other,,,100+,0,1837.5
cl010065805,Paintings,Other,,,100+,0,1812.5
cl010065806,Paintings,Other,,,100+,1,1802.0
cl010065807,Paintings,Other,,,100+,0,1812.5
cl010065808,Paintings,Other,,,100+,1,1841.0
cl010065810,Paintings,Other,,,100+,1,1835.0
cl010065811,Paintings,Other,,,100+,0,1845.0
cl010065813,Paintings,Other,,,100+,0,1835.0
cl010065814,Paintings,Other,,,100+,0,1834.0
cl010065816,Paintings,Other,,,100+,1,1812.5
cl010065817,Paintings,Other,,,100+,0,1853.0
cl010065819,Paintings,Other,,,100+,1,1793.0
cl010065820,Paintings,Other,,,100+,0,1837.5
cl010065825,Paintings,Other,,,100+,1,1832.0
cl010065826,Paintings,Other,,,100+,0,1842.0
cl010065827,Paintings,Other,,,100+,0,1862.0
cl010065828,Paintings,Other,,,100+,1,1831.0
cl010065831,Paintings,Other,,,100+,0,1845.0
cl010065836,Paintings,Other,,,100+,0,1841.0
cl010065844,Paintings,Other,,,100+,0,1821.0
cl010065845,Paintings,Other,,,100+,0,1845.0
cl010065847,Paintings,Other,,,100+,1,1827.0
cl010065848,Paintings,Other,,,100+,1,1833.0
cl010065849,Paintings,Other,,,100+,0,1824.0
cl010065856,Paintings,Unknown,,,,0,1675.0
cl010065858,Paintings,Other,,,100+,0,1819.0
cl010065860,Paintings,Other,,,100+,0,1839.0
cl010065861,Paintings,Other,,,100+,0,1818.0
cl010065866,Paintings,Other,,,100+,0,1812.5
cl010065867,Paintings,Other,,,100+,1,1837.5
cl010065868,Paintings,Other,,,100+,1,1839.0
cl010065869,Paintings,Other,,,100+,1,1834.0
cl010065870,Paintings,Other,,,100+,1,1824.0
cl010065871,Paintings,Other,,,100+,1,1822.0
cl010065872,Paintings,Other,,,100+,1,1830.0
cl010065873,Paintings,Other,,,100+,1,1830.0
cl010065874,Paintings,Other,,,100+,1,1827.0
cl010065877,Paintings,Other,,,100+,0,1837.5
cl010065878,Paintings,Other,,,100+,0,1837.5
cl010065879,Paintings,Other,,,100+,1,1822.0
cl010065880,Paintings,Other,,,100+,1,1815.0
cl010065881,Paintings,Other,,,100+,0,1850.0
cl010065882,Paintings,Other,,,100+,1,1823.0
cl010065883,Paintings,Other,,,100+,1,1831.0
cl010065885,Paintings,Other,,,100+,1,1837.5
cl010065887,Paintings,Other,,,100+,1,1810.0
cl010065908,Paintings,Other,,,100+,0,1837.5
cl010065912,Paintings,Gift,,,100+,0,1856.0
cl010065914,Paintings,Other,,,100+,1,1827.0
cl010065915,Paintings,Other,,,100+,0,1812.5
cl010065916,Paintings,Historic Collection,,,100+,0,1653.0
cl010065917,Paintings,Historic Collection,,,100+,0,1745.0
cl010065918,Paintings,Historic Collection,,,100+,1,1654.0
cl010065919,Paintings,MNR Recovery,,,61-80,1,
cl010065920,Paintings,Bequest,,,81-100,0,1654.0
cl010065921,Paintings,Bequest,,,100+,0,1850.0
cl010065922,Paintings,Bequest,,,100+,0,1839.0
cl010065923,Paintings,Bequest,,,100+,0,1837.5
cl010065924,Paintings,Bequest,,,100+,1,1873.0
cl010065925,Paintings,Bequest,,,100+,1,1866.0
cl010065926,Paintings,Bequest,,,100+,1,1669.0
cl010065927,Paintings,Bequest,,,100+,0,1560.0
cl010065928,Paintings,Bequest,,,100+,0,1637.5
cl010065930,Paintings,Bequest,,,100+,0,1800.0
cl010065931,Paintings,Bequest,,,100+,0,1639.0
cl010065932,Paintings,Bequest,,,100+,1,1769.0
cl010065933,Paintings,Bequest,,,100+,0,1653.5
cl010065934,Paintings,Bequest,,,100+,1,1763.0
cl010065935,Paintings,Other,,,,0,1758.0
cl010065936,Paintings,Historic Collection,,,,0,1785.0
cl010065937,Paintings,Purchase,,,100+,0,1872.0
cl010065938,Paintings,Other,,,,1,1728.0
cl010065939,Paintings,Other,,,,1,1765.0
cl010065940,Paintings,Historic Collection,,,,0,1700.0
cl010065941,Paintings,Other,,,100+,1,1826.0
cl010065942,Paintings,Other,,,100+,0,1812.5
cl010065943,Paintings,Historic Collection,,,,1,1688.0
cl010065944,Paintings,Historic Collection,,,,1,1689.0
cl010065945,Paintings,Other,,,100+,1,1646.0
cl010065946,Paintings,Other,,,,1,1646.5
cl010065947,Paintings,Other,,,100+,0,1868.0
cl010065948,Paintings,Other,,,100+,1,1837.5
cl010065950,Paintings,Historic Collection,,,,0,1681.5
cl010065951,Paintings,Other,,,100+,1,1827.0
cl010065952,Paintings,Bequest,,,100+,0,1738.0
cl010065953,Paintings,Bequest,,,100+,0,1745.0
cl010065954,Paintings,Bequest,,,100+,0,1787.5
cl010065955,Paintings,Bequest,,,100+,1,1716.0
cl010065958,Paintings,Bequest,,,100+,0,1618.0
cl010065959,Paintings,Bequest,,,100+,1,1637.0
cl010065960,Paintings,Bequest,,,100+,0,1825.0
cl010065961,Paintings,Bequest,,,41-60,0,1822.0
cl010065962,Paintings,Bequest,,,100+,1,1798.0
cl010065963,Paintings,Bequest,,,61-80,1,1827.0
cl010065964,Paintings,Bequest,,,100+,0,1724.0
cl010065970,Paintings,Bequest,,,81-100,0,1800.0
cl010065971,Paintings,Bequest,,,100+,1,1645.0
cl010065972,Paintings,Bequest,,,61-80,1,1810.0
cl010065973,Paintings,Bequest,,,100+,1,1665.0
cl010065976,Paintings,Bequest,,,100+,1,1803.0
cl010065977,Paintings,Bequest,,,100+,1,1636.0
cl010065978,Paintings,Bequest,,,100+,1,1618.0
cl010065980,Paintings,Bequest,,,100+,0,1812.5
cl010065981,Paintings,Bequest,,,100+,0,1801.0
cl010065982,Paintings,Bequest,,,100+,1,1855.0
cl010065983,Paintings,Bequest,,,61-80,1,1787.5
cl010065984,Paintings,Bequest,,,100+,0,1750.0
cl010065985,Paintings,Bequest,,,41-60,0,1800.0
cl010065989,Paintings,Bequest,,,81-100,0,1754.0
cl010065990,Paintings,Bequest,,,81-100,1,1849.0
cl010065992,Paintings,Bequest,,,81-100,0,1850.0
cl010065993,Paintings,Bequest,,,100+,0,1862.5
cl010065996,Paintings,Bequest,,,100+,0,1675.0
cl010065997,Paintings,Bequest,,,100+,0,1615.5
cl010065999,Paintings,Bequest,,,100+,1,1612.5
cl010066005,Paintings,Bequest,,,81-100,1,1796.0
cl010066006,Paintings,Historic Collection,,,,0,1518.0
cl010066007,Paintings,Historic Collection,,,100+,1,1612.5
cl010066008,Paintings,Historic Collection,,,,0,1646.5
cl010066009,Paintings,Historic Collection,,,100+,1,1612.5
cl010066010,Paintings,Historic Collection,,,,1,1612.5
cl010066011,Paintings,Other,,,,0,1657.5
cl010066012,Paintings,Purchase,,,100+,0,1632.0
cl010066015,Paintings,Historic Collection,,,,0,1712.0
cl010066016,Paintings,Historic Collection,,,,1,1649.0
cl010066017,Paintings,Other,,,41-60,0,1797.5
cl010066018,Paintings,Purchase,,,21-40,0,1727.5
cl010066019,Paintings,Gift,,,100+,0,1500.0
cl010066020,Paintings,Other,,,61-80,0,1624.5
cl010066022,Paintings,Bequest,,,100+,0,1769.0
cl010066023,Paintings,Unknown,,,,0,1850.0
cl010066027,Paintings,Gift,,,41-60,0,1649.0
cl010066028,Paintings,Other,,,81-100,0,1902.5
cl010066029,Paintings,Gift,,,21-40,0,1630.0
cl010066030,Paintings,Unknown,,,,0,1850.0
cl010066031,Paintings,Unknown,,,,0,1850.0
cl010066032,Paintings,Purchase,,,21-40,0,1875.0
cl010066033,Paintings,Other,,,100+,0,1844.0
cl010066035,Paintings,Historic Collection,,,,0,1674.0
cl010066036,Paintings,Historic Collection,,,,0,1687.0
cl010066037,Paintings,Bequest,,,61-80,0,1650.0
cl010066038,Paintings,Historic Collection,,,100+,0,1550.0
cl010066039,Paintings,Historic Collection,,,,0,1650.0
cl010066040,Paintings,Other,,,61-80,0,1650.0
cl010066041,Paintings,Other,,,41-60,0,1650.0
cl010066042,Paintings,Other,,,,0,1750.0
cl010066043,Paintings,Other,,,41-60,0,1797.5
cl010066044,Paintings,Other,,,,0,1732.0
cl010066046,Paintings,MNR Recovery,,,61-80,0,1862.5
cl010066047,Paintings,Unknown,,,,0,1850.0
cl010066048,Paintings,Unknown,,,,1,1700.0
cl010066049,Paintings,Historic Collection,,,,1,1622.5
cl010066050,Paintings,Bequest,,,81-100,0,1750.0
cl010066051,Paintings,Unknown,,,,0,1850.0
cl010066052,Paintings,Unknown,,,,0,1850.0
cl010066053,Paintings,Unknown,,,,0,1850.0
cl010066056,Paintings,Other,,,,0,1842.0
cl010066057,Paintings,Other,,,,0,1558.0
cl010066058,Paintings,Bequest,,,,0,1550.0
cl010066059,Paintings,Historic Collection,,,,0,1650.0
cl010066060,Byzantine & Eastern Christian Art,Other,2430.0,Q3,,0,1850.0
cl010066061,Paintings,Gift,,,61-80,0,1600.0
cl010066062,Paintings,Other,,,,1,1645.5
cl010066063,Paintings,Other,,,100+,0,1575.0
cl010066064,Paintings,Other,,,,0,1645.0
cl010066066,Paintings,Other,,,41-60,0,1862.5
cl010066067,Paintings,Historic Collection,,,,0,1664.0
cl010066068,Paintings,Bequest,,,100+,1,1500.0
cl010066069,Paintings,MNR Recovery,,,41-60,0,
cl010066070,Paintings,Other,,,100+,1,1529.0
cl010066071,Paintings,Bequest,,,,0,1650.0
cl010066072,Paintings,Unknown,,,,0,1650.0
cl010066073,Paintings,Other,,,41-60,1,1645.0
cl010066074,Paintings,Other,,,100+,1,1450.0
cl010066075,Paintings,Other,,,61-80,1,1576.0
cl010066076,Paintings,Other,,,100+,0,1850.0
cl010066078,Paintings,Other,,,100+,0,1863.0
cl010066079,Paintings,Other,,,100+,1,1506.0
cl010066080,Paintings,Bequest,,,,0,1850.0
cl010066081,Paintings,MNR Recovery,,,61-80,0,1850.0
cl010066083,Paintings,Gift,,,41-60,1,1846.0
cl010066084,Paintings,Purchase,,,100+,0,1475.0
cl010066085,Paintings,Other,,,21-40,0,1667.5
cl010066086,Paintings,Purchase,,,,1,1826.0
cl010066087,Paintings,Other,,,,0,1864.0
cl010066088,Paintings,Other,,,100+,0,1542.5
cl010066089,Paintings,Other,,,41-60,0,1550.0
cl010066093,Paintings,Historic Collection,,,,1,1685.5
cl010066095,Paintings,Other,,,,1,1756.0
cl010066096,Paintings,Historic Collection,,,,0,1687.5
cl010066097,Paintings,Unknown,,,,0,1802.0
cl010066099,Paintings,Historic Collection,,,100+,1,1650.0
cl010066100,Paintings,Other,,,100+,0,1637.5
cl010066101,Paintings,Unknown,,,,1,1647.0
cl010066102,Paintings,Unknown,,,,0,1568.0
cl010066103,Paintings,Historic Collection,,,,0,1771.0
cl010066104,Paintings,Historic Collection,,,,0,1595.0
cl010066105,Paintings,Historic Collection,,,100+,0,1550.0
cl010066106,Paintings,Historic Collection,,,,1,1737.5
cl010066107,Paintings,Historic Collection,,,100+,1,1511.0
cl010066108,Paintings,Historic Collection,,,,1,1587.5
cl010066109,Paintings,Historic Collection,,,,1,1587.5
cl010066110,Paintings,Historic Collection,,,100+,1,1623.5
cl010066111,Paintings,Historic Collection,,,,1,1636.0
cl010066112,Paintings,Other,,,,0,1777.0
cl010066113,Paintings,Historic Collection,,,,1,1662.0
cl010066114,Paintings,Historic Collection,,,,0,1763.0
cl010066115,Paintings,Historic Collection,,,,1,1701.0
cl010066116,Paintings,Other,,,100+,0,1657.0
cl010066117,Paintings,Purchase,,,100+,0,1852.0
cl010066118,Paintings,Purchase,,,100+,1,1728.5
cl010066119,Paintings,Other,,,100+,0,1740.0
cl010066120,Paintings,Purchase,,,100+,1,1437.5
cl010066121,Paintings,Purchase,,,100+,1,1387.5
cl010066123,Paintings,Purchase,,,21-40,1,1800.0
cl010066124,Paintings,Purchase,,,21-40,1,1625.0
cl010066125,Paintings,Purchase,,,21-40,0,1779.0
cl010066132,Paintings,Other,,,100+,0,1837.5
cl010066133,Paintings,Historic Collection,,,,1,1678.0
cl010066134,Paintings,Historic Collection,,,100+,1,1618.0
cl010066135,Paintings,Unknown,,,,0,1865.0
cl010066136,Paintings,Historic Collection,,,100+,1,1534.0
cl010066137,Paintings,Historic Collection,,,100+,1,1635.0
cl010066138,Paintings,Other,,,100+,0,1837.5
cl010066141,Paintings,Gift,,,61-80,1,1737.5
cl010066142,Paintings,Gift,,,61-80,1,1900.0
cl010066143,Paintings,Other,,,41-60,1,1850.0
cl010066144,Paintings,Other,,,61-80,1,1772.0
cl010066145,Paintings,Gift,,,41-60,1,1640.0
cl010066146,Paintings,Gift,,,100+,0,1582.5
cl010066147,Paintings,Gift,,,100+,0,1530.0
cl010066148,Paintings,Gift,,,100+,1,1437.5
cl010066150,Paintings,Gift,,,41-60,0,1812.5
cl010066151,Paintings,Gift,,,41-60,0,1649.0
cl010066152,Paintings,Gift,,,41-60,0,1650.0
cl010066153,Paintings,Gift,,,41-60,0,1649.0
cl010066154,Paintings,Gift,,,100+,0,
cl010066158,Paintings,Gift,,,41-60,1,1763.0
cl010066159,Paintings,Gift,,,81-100,0,1864.0
cl010066160,Paintings,Gift,,,100+,0,1630.0
cl010066162,Paintings,Gift,,,41-60,0,1837.5
cl010066164,Paintings,Gift,,,41-60,0,1645.0
cl010066165,Paintings,Gift,,,100+,1,1437.5
cl010066167,Paintings,Gift,,,41-60,0,1660.0
cl010066168,Paintings,Gift,,,100+,0,1812.5
cl010066169,Paintings,Other,,,100+,1,1492.0
cl010066170,Paintings,Gift,,,81-100,1,1837.5
cl010066172,Paintings,Gift,,,41-60,0,1805.0
cl010066174,Paintings,Gift,,,81-100,0,1725.0
cl010066180,Paintings,Gift,,,100+,1,1812.5
cl010066181,Paintings,Gift,,,81-100,0,1837.5
cl010066182,Paintings,Gift,,,100+,0,1822.0
cl010066185,Paintings,Gift,,,41-60,1,1622.5
cl010066188,Paintings,Gift,,,100+,0,1487.5
cl010066189,Paintings,Gift,,,41-60,0,1635.0
cl010066190,Paintings,Gift,,,100+,0,1650.0
cl010066191,Paintings,Gift,,,100+,1,1812.5
cl010066192,Paintings,Gift,,,100+,0,1500.0
cl010066195,Paintings,Gift,,,100+,1,1849.0
cl010066196,Paintings,Gift,,,81-100,0,1732.5
cl010066204,Paintings,Gift,,,81-100,0,1800.0
cl010066208,Paintings,Gift,,,100+,0,1625.0
cl010066212,Paintings,Other,,,100+,1,1780.0
cl010066215,Paintings,Other,,,100+,1,1837.5
cl010066216,Paintings,Other,,,100+,1,1862.5
cl010066217,Paintings,Other,,,100+,1,1851.0
cl010066218,Paintings,Other,,,100+,1,1837.5
cl010066219,Paintings,Gift,,,61-80,1,1784.0
cl010066220,Paintings,Gift,,,81-100,0,1812.5
cl010066221,Paintings,Gift,,,81-100,0,1821.0
cl010066222,Paintings,Gift,,,81-100,1,1676.0
cl010066223,Paintings,Gift,,,81-100,1,1783.0
cl010066224,Paintings,Gift,,,81-100,1,1812.5
cl010066225,Paintings,Gift,,,81-100,1,1783.0
cl010066226,Paintings,Gift,,,81-100,0,1783.0
cl010066227,Paintings,Gift,,,81-100,0,1783.0
cl010066228,Paintings,Gift,,,81-100,0,1783.0
cl010066229,Paintings,Gift,,,81-100,1,1687.5
cl010066230,Paintings,Gift,,,81-100,1,1645.0
cl010066231,Paintings,Other,,,100+,1,1612.5
cl010066232,Paintings,Other,,,100+,1,1670.0
cl010066233,Paintings,Other,,,100+,0,1700.0
cl010066234,Paintings,Other,,,100+,1,1513.0
cl010066235,Paintings,MNR Recovery,,,61-80,0,1775.0
cl010066237,Paintings,MNR Recovery,,,61-80,1,1487.5
cl010066238,Paintings,MNR Recovery,,,61-80,1,1775.0
cl010066240,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010066242,Paintings,MNR Recovery,,,61-80,0,1783.0
cl010066243,Paintings,MNR Recovery,,,61-80,1,1631.0
cl010066244,Paintings,Other,,,21-40,0,1906.0
cl010066245,Paintings,Historic Collection,,,,1,1662.5
cl010066246,Paintings,Other,,,21-40,0,1740.0
cl010066247,Paintings,Purchase,,,100+,1,1487.5
cl010066248,Paintings,Purchase,,,100+,1,1437.5
cl010066249,Paintings,Purchase,,,81-100,0,1673.0
cl010066250,Paintings,Purchase,,,100+,0,1815.0
cl010066251,Paintings,Purchase,,,81-100,1,1812.5
cl010066252,Paintings,Other,,,100+,1,1764.0
cl010066254,Paintings,Purchase,,,100+,1,1665.0
cl010066261,Paintings,Other,,,100+,0,1450.0
cl010066262,Paintings,Purchase,,,100+,0,1637.5
cl010066263,Paintings,Other,,,100+,1,1628.0
cl010066264,Paintings,Other,,,100+,0,1814.0
cl010066266,Paintings,Purchase,,,81-100,1,1412.5
cl010066267,Paintings,Purchase,,,61-80,1,1630.0
cl010066268,Paintings,Purchase,,,100+,0,1862.5
cl010066269,Paintings,Purchase,,,100+,0,1480.0
cl010066271,Paintings,Purchase,,,61-80,0,1550.0
cl010066272,Byzantine & Eastern Christian Art,Purchase,924.0,Q2,61-80,0,1612.5
cl010066273,Paintings,Purchase,,,100+,0,1512.5
cl010066275,Paintings,Purchase,,,100+,1,1742.0
cl010066276,Paintings,Purchase,,,41-60,1,1638.0
cl010066277,Paintings,Purchase,,,100+,1,1655.0
cl010066278,Paintings,Purchase,,,100+,0,1842.0
cl010066280,Paintings,Purchase,,,100+,1,1627.0
cl010066281,Paintings,Purchase,,,100+,0,1826.0
cl010066282,Paintings,Purchase,,,100+,1,1487.5
cl010066283,Paintings,Other,,,100+,1,1512.5
cl010066284,Paintings,Other,,,41-60,1,1787.5
cl010066286,Paintings,Other,,,41-60,1,1622.0
cl010066287,Paintings,Other,,,100+,0,1835.0
cl010066288,Paintings,Other,,,100+,0,1821.0
cl010066289,Paintings,Other,,,100+,0,1812.5
cl010066290,Paintings,Purchase,,,100+,1,1850.0
cl010066293,Paintings,Other,,,100+,1,1819.0
cl010066297,Paintings,Other,,,100+,1,1828.0
cl010066299,Paintings,Other,,,100+,0,1855.0
cl010066300,Paintings,Other,,,21-40,0,1864.5
cl010066302,Paintings,Purchase,,,81-100,0,1822.0
cl010066303,Paintings,Bequest,,,100+,0,1850.0
cl010066304,Paintings,Bequest,,,81-100,1,1837.5
cl010066305,Paintings,Bequest,,,100+,0,1718.0
cl010066306,Paintings,Bequest,,,81-100,1,1635.0
cl010066307,Paintings,Bequest,,,81-100,0,1600.0
cl010066308,Paintings,Other,,,,0,1842.0
cl010066309,Paintings,Other,,,,0,1640.0
cl010066310,Paintings,Historic Collection,,,100+,1,1652.0
cl010066311,Paintings,Historic Collection,,,,1,1700.0
cl010066312,Paintings,Historic Collection,,,100+,1,1636.0
cl010066314,Paintings,Historic Collection,,,,0,1674.0
cl010066315,Paintings,Other,,,100+,1,1450.0
cl010066316,Paintings,Historic Collection,,,100+,0,1562.5
cl010066317,Paintings,Gift,,,100+,1,1450.0
cl010066318,Paintings,Purchase,,,100+,1,1475.0
cl010066319,Paintings,Gift,,,100+,0,1750.0
cl010066320,Paintings,Historic Collection,,,,1,1789.0
cl010066321,Paintings,Other,,,,1,1759.0
cl010066322,Paintings,Historic Collection,,,,1,1680.0
cl010066323,Paintings,Historic Collection,,,,1,1665.0
cl010066324,Paintings,Historic Collection,,,100+,1,1612.5
cl010066325,Paintings,Historic Collection,,,,0,1637.5
cl010066326,Paintings,Historic Collection,,,100+,1,1627.0
cl010066327,Paintings,Historic Collection,,,,0,1675.5
cl010066328,Byzantine & Eastern Christian Art,Gift,,,81-100,0,1520.0
cl010066329,Paintings,Gift,,,81-100,0,1845.0
cl010066330,Paintings,Gift,,,81-100,0,1837.5
cl010066331,Paintings,Other,,,41-60,1,1730.0
cl010066332,Paintings,Other,,,,0,1775.0
cl010066333,Paintings,MNR Recovery,,,61-80,1,1646.0
cl010066334,Paintings,Purchase,,,100+,1,1837.0
