ark_id,collection,acquisition_type_en,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
cl010057637,Département des Peintures,Purchase,,,,0,1831.0
cl010057638,Département des Peintures,Gift,,,,0,1850.0
cl010057639,Département des Peintures,Gift,,,,0,1850.0
cl010057640,Département des Peintures,Purchase,,,,0,1882.0
cl010057641,Département des Peintures,Purchase,,,,0,1864.0
cl010057642,Département des Peintures,Purchase,,,,0,1863.0
cl010057643,Département des Peintures,Purchase,,,,0,1863.0
cl010057644,Département des Peintures,Purchase,,,,0,1863.0
cl010057645,Département des Peintures,Purchase,,,,0,1863.0
cl010057646,Département des Peintures,Purchase,,,,0,1863.5
cl010057647,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057648,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057649,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057650,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057651,Département des Peintures,Other,,,,0,1781.0
cl010057652,Département des Peintures,Other,,,,0,1781.0
cl010057653,Département des Peintures,Other,,,,0,1750.0
cl010057654,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057655,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057656,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057657,Département des Peintures,Other,,,,0,1750.0
cl010057658,Département des Peintures,Other,,,,0,1781.0
cl010057659,Département des Peintures,Other,,,,0,1781.0
cl010057660,Département des Peintures,Other,,,,0,1783.0
cl010057661,Département des Peintures,Other,,,,0,1732.0
cl010057662,Département des Peintures,Historic Collection,,,100+,0,1753.0
cl010057663,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057665,Département des Peintures,Historic Collection,,,,0,1758.0
cl010057666,Département des Peintures,Historic Collection,,,,0,1763.0
cl010057667,Département des Peintures,Other,,,,0,1750.0
cl010057668,Département des Peintures,Other,,,,0,1750.0
cl010057669,Département des Peintures,Other,,,,0,1750.0
cl010057670,Département des Peintures,Other,,,,0,1750.0
cl010057671,Département des Peintures,Other,,,,0,1750.0
cl010057672,Département des Peintures,Bequest,,,,0,1550.0
cl010057673,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057674,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057675,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057676,Département des Peintures,Unknown,,,,0,1650.0
cl010057677,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057678,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057679,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057680,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057681,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057682,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057683,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057684,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057685,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057686,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057687,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057688,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057689,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057690,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057691,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057692,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057693,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057694,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057695,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057696,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057697,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057698,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057699,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057700,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057701,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057702,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057703,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057704,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057705,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057706,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057707,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057708,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057709,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057710,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057711,Département des Peintures,Unknown,,,,0,1750.0
cl010057712,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057713,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057714,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057715,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057716,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057717,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057718,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057719,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057720,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057721,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057722,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057723,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057724,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057725,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057726,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057727,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057728,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057729,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057730,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057731,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057732,Département des Peintures,Purchase,,,,0,1750.0
cl010057733,Département des Peintures,Purchase,,,,0,1850.0
cl010057734,Département des Peintures,Other,,,,0,1753.0
cl010057735,Département des Peintures,Other,,,,0,1753.0
cl010057736,Département des Peintures,Other,,,,0,1753.0
cl010057737,Département des Peintures,Other,,,,0,1753.0
cl010057738,Département des Peintures,Historic Collection,,,,0,1702.0
cl010057739,Département des Peintures,Historic Collection,,,100+,0,1783.0
cl010057740,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057741,Département des Peintures,Historic Collection,,,,0,1737.0
cl010057742,Département des Peintures,Historic Collection,,,,0,1737.0
cl010057743,Département des Peintures,Historic Collection,,,,0,1550.0
cl010057744,Département des Peintures,Other,,,,0,1550.0
cl010057745,Département des Peintures,MNR Recovery,,,61-80,1,1520.0
cl010057746,Département des Peintures,Bequest,,,100+,0,1733.0
cl010057747,Département des Peintures,MNR Recovery,,,61-80,0,1812.5
cl010057749,Département des Peintures,Gift,,,81-100,0,1823.0
cl010057750,Département des Peintures,Gift,,,81-100,0,1840.0
cl010057751,Département des Peintures,Historic Collection,,,100+,0,1688.0
cl010057752,Département des Peintures,Bequest,,,81-100,0,1887.5
cl010057753,Département des Peintures,Bequest,,,100+,0,1790.0
cl010057754,Département des Peintures,Historic Collection,,,,0,1650.0
cl010057755,Département des Peintures,Other,,,100+,0,1775.0
cl010057756,Département des Peintures,Historic Collection,,,100+,0,1771.0
cl010057757,Département des Peintures,Other,,,100+,0,1741.0
cl010057758,Département des Peintures,Other,,,100+,0,1703.0
cl010057759,Département des Peintures,Historic Collection,,,100+,0,1681.0
cl010057760,Département des Peintures,Purchase,,,100+,0,1793.0
cl010057761,Département des Peintures,Other,,,100+,0,1681.0
cl010057762,Département des Peintures,Other,,,100+,0,1650.0
cl010057763,Département des Peintures,Other,,,100+,0,1730.0
cl010057764,Département des Peintures,Historic Collection,,,100+,0,1758.0
cl010057765,Département des Peintures,Other,,,100+,0,1681.0
cl010057766,Département des Peintures,Other,,,100+,0,1681.0
cl010057767,Département des Peintures,Other,,,100+,0,1680.0
cl010057768,Département des Peintures,Other,,,100+,0,1680.0
cl010057769,Département des Peintures,Other,,,,0,1850.0
cl010057770,Département des Peintures,Other,,,100+,0,1723.0
cl010057771,Département des Peintures,Other,,,100+,0,1723.0
cl010057772,Département des Peintures,Other,,,100+,0,1701.0
cl010057773,Département des Peintures,Other,,,100+,0,1736.0
cl010057774,Département des Peintures,Other,,,100+,0,1686.0
cl010057775,Département des Peintures,Gift,,,100+,0,1725.0
cl010057776,Département des Peintures,Bequest,,,100+,0,1650.0
cl010057777,Département des Peintures,Bequest,,,100+,0,1650.0
cl010057778,Département des Peintures,Gift,,,100+,0,1830.0
cl010057779,Département des Peintures,Gift,,,100+,0,1862.0
cl010057780,Département des Peintures,Gift,,,100+,0,1837.0
cl010057781,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057782,Département des Peintures,Other,,,100+,0,1750.0
cl010057783,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010057784,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057785,Département des Peintures,Gift,,,21-40,0,1814.0
cl010057786,Département des Peintures,Other,,,100+,0,1728.0
cl010057787,Département des Peintures,Purchase,,,,0,1816.0
cl010057788,Département des Peintures,Other,,,100+,0,1850.0
cl010057789,Département des Peintures,Other,,,100+,0,1850.0
cl010057791,Département des Peintures,Purchase,,,,0,1850.0
cl010057793,Département des Peintures,Gift,,,,0,1650.0
cl010057795,Département des Peintures,Gift,,,100+,0,1850.0
cl010057796,Département des Peintures,MNR Recovery,,,61-80,0,1813.0
cl010057797,Département des Peintures,Gift,7990.0,Q4 (largest),61-80,0,1850.0
cl010057798,Département des Peintures,Gift,,,100+,0,1812.5
cl010057799,Département des Peintures,Other,,,,0,1811.0
cl010057800,Département des Peintures,Bequest,,,100+,0,1803.0
cl010057804,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010057805,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010057806,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010057807,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010057808,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010057812,Département des Peintures,Historic Collection,,,,0,1750.0
cl010057816,Département des Peintures,Historic Collection,,,,0,1782.0
cl010057817,Département des Peintures,Unknown,,,,0,1750.0
cl010057818,Département des Peintures,Purchase,,,,0,1795.0
cl010057819,Département des Peintures,Other,,,,0,1650.0
cl010057820,Département des Peintures,Unknown,,,,0,1550.0
cl010057821,Département des Peintures,Other,,,,0,1550.0
cl010057825,Département des Peintures,Purchase,,,,0,1450.0
cl010057828,Département des Peintures,Gift,,,,0,1650.0
cl010057830,Département des Peintures,Unknown,,,,0,1012.5
cl010057831,Département des Peintures,Bequest,,,21-40,0,1785.0
cl010057832,Département des Peintures,Bequest,,,21-40,0,1750.0
cl010057833,Département des Peintures,Bequest,,,21-40,0,1750.0
cl010057834,Département des Peintures,Bequest,,,21-40,0,1850.0
cl010057835,Département des Peintures,Bequest,,,21-40,0,1800.0
cl010057836,Département des Peintures,Bequest,,,21-40,0,1820.0
cl010057837,Département des Peintures,Other,,,21-40,0,1762.0
cl010057838,Département des Peintures,Purchase,,,,0,1740.0
cl010057839,Département des Peintures,Other,,,,0,1784.0
cl010057841,Département des Peintures,Purchase,,,,0,1850.0
cl010057842,Département des Peintures,MNR Recovery,,,61-80,0,1550.0
cl010057843,Département des Peintures,Other,,,100+,0,1800.0
cl010057844,Département des Peintures,MNR Recovery,,,61-80,0,1666.0
cl010057845,Département des Peintures,MNR Recovery,,,61-80,0,1738.0
cl010057846,Département des Peintures,MNR Recovery,,,61-80,0,1738.0
cl010057847,Département des Peintures,Other,,,,0,1785.0
cl010057848,Département des Peintures,Bequest,,,21-40,0,1922.0
cl010057850,Département des Peintures,MNR Recovery,,,61-80,0,1794.5
cl010057851,Département des Peintures,MNR Recovery,,,61-80,0,1787.5
cl010057852,Département des Peintures,MNR Recovery,,,61-80,0,1794.5
cl010057853,Département des Peintures,MNR Recovery,,,61-80,0,1794.5
cl010057854,Département des Peintures,Unknown,,,,0,1675.0
cl010057855,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010057856,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010057858,Département des Peintures,MNR Recovery,,,61-80,0,1750.5
cl010057859,Département des Peintures,Other,,,0-20,0,1450.0
cl010057860,Département des Peintures,Other,,,0-20,0,1450.0
cl010057862,Département des Peintures,Unknown,,,,0,1850.0
cl010057863,Département des Peintures,Bequest,,,100+,0,1650.0
cl010057864,Département des Peintures,Gift,,,61-80,0,1550.0
cl010057865,Département des Peintures,MNR Recovery,,,61-80,0,1723.0
cl010057866,Département des Peintures,Bequest,,,100+,0,1797.0
cl010057867,Département des Peintures,Other,,,100+,0,1745.0
cl010057869,Département des Peintures,Historic Collection,,,100+,0,1668.0
cl010057871,Département des Peintures,Unknown,,,,0,1825.0
cl010057872,Département des Peintures,Purchase,,,,0,1550.0
cl010057873,Département des Peintures,Purchase,,,,0,1432.5
cl010057874,Département des Peintures,Other,,,100+,0,1849.0
cl010057875,Département des Peintures,Other,,,100+,0,1850.0
cl010057876,Département des Peintures,Purchase,,,,0,1450.0
cl010057877,Département des Peintures,Purchase,,,,0,1450.0
cl010057878,Département des Peintures,Purchase,,,,0,1550.0
cl010057879,Département des Peintures,Purchase,,,,0,1450.0
cl010057880,Département des Peintures,Other,,,100+,0,1748.0
cl010057881,Département des Peintures,Gift,,,100+,0,1600.0
cl010057882,Département des Peintures,Purchase,,,100+,0,1550.0
cl010057883,Département des Peintures,Historic Collection,,,,0,1791.0
cl010057884,Département des Peintures,Historic Collection,,,,0,1791.0
cl010057885,Département des Peintures,Historic Collection,,,,0,1791.0
cl010057886,Département des Peintures,Historic Collection,,,,0,1791.0
cl010057887,Département des Peintures,Purchase,,,,0,1450.0
cl010057888,Département des Peintures,Purchase,,,,0,1450.0
cl010057889,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010057890,Département des Peintures,Other,,,100+,0,1768.0
cl010057891,Département des Peintures,Bequest,,,100+,0,1783.0
cl010057892,Département des Peintures,Other,,,100+,0,1838.0
cl010057893,Département des Peintures,Other,,,100+,0,1701.5
cl010057894,Département des Peintures,Historic Collection,,,,0,1737.0
cl010057897,Département des Peintures,Unknown,,,,0,1650.0
cl010057898,Département des Peintures,Unknown,,,,0,
cl010057900,Département des Peintures,Historic Collection,,,100+,0,1707.0
cl010057901,Département des Peintures,Other,,,100+,0,1850.0
cl010057904,Département des Peintures,Historic Collection,,,,0,
cl010057906,Département des Peintures,Other,,,,0,1700.0
cl010057907,Département des Peintures,Other,,,,0,1700.0
cl010057920,Département des Peintures,Unknown,,,,0,
cl010057921,Département des Peintures,Unknown,,,,0,
cl010057922,Département des Peintures,Unknown,,,,0,1720.0
cl010057969,Département des Peintures,Unknown,,,,0,1650.0
cl010057974,Département des Peintures,Historic Collection,,,,0,1550.0
cl010057979,Département des Peintures,Historic Collection,,,,0,1691.0
cl010057985,Département des Peintures,Other,,,100+,0,1822.0
cl010057998,Département des Peintures,Historic Collection,,,,0,1750.0
cl010058009,Département des Peintures,Historic Collection,,,,0,1550.0
cl010058025,Département des Peintures,Unknown,,,,0,1750.0
cl010058033,Département des Peintures,Other,,,,0,1650.0
cl010058034,Département des Peintures,Historic Collection,,,,0,1650.0
cl010058041,Département des Peintures,Other,,,100+,0,1850.0
cl010058043,Département des Peintures,Unknown,,,,0,1650.0
cl010058051,Département des Peintures,Other,,,100+,0,1822.0
cl010058052,Département des Peintures,Other,,,100+,0,1850.0
cl010058094,Département des Peintures,Unknown,,,,0,1597.5
cl010058108,Département des Peintures,Other,,,100+,0,1658.0
cl010058140,Département des Peintures,Other,,,,0,1650.0
cl010058159,Département des Peintures,Purchase,,,100+,0,1650.0
cl010058197,Département des Peintures,Purchase,,,,0,1650.0
cl010058236,Département des Peintures,Purchase,,,,0,1650.0
cl010058240,Département des Peintures,Purchase,,,100+,0,
cl010058280,Département des Peintures,Purchase,,,100+,0,1645.5
cl010058281,Département des Peintures,Purchase,,,100+,0,
cl010058314,Département des Peintures,Purchase,,,,0,1650.0
cl010058315,Département des Peintures,Purchase,,,,0,1550.0
cl010058316,Département des Peintures,Purchase,,,100+,0,1450.0
cl010058317,Département des Peintures,Purchase,,,,0,1450.0
cl010058331,Département des Peintures,Purchase,,,,0,1550.0
cl010058333,Département des Peintures,Purchase,,,100+,0,1520.0
cl010058334,Département des Peintures,Purchase,,,,0,1650.0
cl010058335,Département des Peintures,Purchase,,,100+,0,1625.0
cl010058336,Département des Peintures,Purchase,,,,0,1650.0
cl010058383,Département des Peintures,Other,,,,0,1650.0
cl010058384,Département des Peintures,Other,,,,0,1350.0
cl010058385,Département des Peintures,Other,,,,0,1650.0
cl010058386,Département des Peintures,Other,,,100+,0,1850.0
cl010058406,Département des Peintures,Other,,,,0,1750.0
cl010058442,Département des Peintures,Purchase,1824.0,Q3,100+,0,1650.0
cl010058443,Département des Peintures,Purchase,,,100+,0,1750.0
cl010058488,Département des Peintures,Purchase,,,,0,
cl010058489,Département des Peintures,Purchase,,,100+,0,1520.0
cl010058491,Département des Peintures,Purchase,,,,0,1550.0
cl010058504,Département des Peintures,Purchase,,,100+,0,1650.0
cl010058535,Département des Peintures,Other,,,,0,1763.0
cl010058541,Département des Peintures,Historic Collection,,,,0,1689.0
cl010058546,Département des Peintures,Other,,,,0,1850.0
cl010058568,Département des Peintures,Other,,,,0,1750.0
cl010058576,Département des Peintures,Other,,,,0,1850.0
cl010058589,Département des Peintures,Other,,,,0,1650.0
cl010058593,Département des Peintures,Other,,,,0,1850.0
cl010058597,Département des Peintures,Other,,,,0,1850.0
cl010058604,Département des Peintures,Other,,,100+,0,1824.0
cl010058607,Département des Peintures,Historic Collection,,,,0,1750.0
cl010058648,Département des Peintures,Other,,,,0,1650.0
cl010058649,Département des Peintures,Other,,,,0,
cl010058662,Département des Peintures,Unknown,,,,0,1450.0
cl010058663,Département des Peintures,Other,,,100+,0,1825.5
cl010058664,Département des Peintures,Other,,,100+,0,1850.0
cl010058665,Département des Peintures,Other,,,100+,0,1850.0
cl010058666,Département des Peintures,Other,,,100+,0,1850.0
cl010058703,Département des Peintures,Other,,,,0,1850.0
cl010058708,Département des Peintures,Other,,,,0,1650.0
cl010058720,Département des Peintures,Other,,,100+,0,1859.0
cl010058723,Département des Peintures,Other,,,,0,1650.0
cl010058725,Département des Peintures,Other,,,,0,1650.0
cl010058726,Département des Peintures,Other,,,,0,1650.0
cl010058727,Département des Peintures,Other,,,,0,1550.0
cl010058728,Département des Peintures,Other,,,,0,1550.0
cl010058729,Département des Peintures,Purchase,,,,0,1550.0
cl010058730,Département des Peintures,Other,,,,0,1650.0
cl010058731,Département des Peintures,Unknown,,,,0,1650.0
cl010058732,Département des Peintures,Unknown,,,,0,1646.0
cl010058733,Département des Peintures,Other,,,100+,0,1650.0
cl010058734,Département des Peintures,Other,,,,0,1687.5
cl010058735,Département des Peintures,Purchase,,,100+,0,1650.0
cl010058737,Département des Peintures,Other,,,,0,1650.0
cl010058738,Département des Peintures,Other,,,,0,1850.0
cl010058739,Département des Peintures,Other,,,,0,1650.0
cl010058740,Département des Peintures,Other,,,,0,1650.0
cl010058741,Département des Peintures,Other,,,,0,1650.0
cl010058742,Département des Peintures,Purchase,,,,0,1650.0
cl010058743,Département des Peintures,Other,,,,0,1650.0
cl010058744,Département des Peintures,Other,,,,0,1650.0
cl010058745,Département des Peintures,Other,,,,0,1750.0
cl010058746,Département des Peintures,Other,,,,0,1650.0
cl010058747,Département des Peintures,Historic Collection,,,,0,1650.0
cl010058748,Département des Peintures,Unknown,,,,0,1750.0
cl010058749,Département des Peintures,Unknown,,,,0,1750.0
cl010058750,Département des Peintures,Historic Collection,,,100+,0,1604.0
cl010058751,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010058752,Département des Peintures,Other,,,100+,0,1650.0
cl010058753,Département des Peintures,Other,,,,0,1650.0
cl010058754,Département des Peintures,Historic Collection,,,,0,1550.0
cl010058755,Département des Peintures,Other,,,100+,0,1627.0
cl010058756,Département des Peintures,Other,,,,0,1650.0
cl010058757,Département des Peintures,Other,,,,0,1650.0
cl010058758,Département des Peintures,Purchase,,,100+,0,1650.0
cl010058761,Département des Peintures,Other,,,,0,1650.0
cl010058762,Département des Peintures,Other,,,,0,1750.0
cl010058763,Département des Peintures,Historic Collection,,,,0,1585.0
cl010058764,Département des Peintures,Other,,,,0,1650.0
cl010058771,Département des Peintures,Other,,,,0,1650.0
cl010058801,Département des Peintures,Historic Collection,,,,0,1650.0
cl010058802,Département des Peintures,Purchase,,,,0,1550.0
cl010058803,Département des Peintures,Other,,,,0,1650.0
cl010058804,Département des Peintures,Other,,,,0,1650.0
cl010058805,Département des Peintures,Other,,,,0,1650.0
cl010058806,Département des Peintures,Other,,,,0,1650.0
cl010058807,Département des Peintures,Other,,,,0,1650.0
cl010058809,Département des Peintures,Other,,,,0,1650.0
cl010058810,Département des Peintures,Other,,,,0,1750.0
cl010058811,Département des Peintures,Other,,,,0,1750.0
cl010058812,Département des Peintures,Other,,,,0,1650.0
cl010058813,Département des Peintures,Other,,,,0,1650.0
cl010058814,Département des Peintures,Other,,,,0,1750.0
cl010058815,Département des Peintures,Other,,,,0,1650.0
cl010058816,Département des Peintures,Other,,,,0,1650.0
cl010058818,Département des Peintures,Other,,,,0,1650.0
cl010058819,Département des Peintures,Other,,,,0,1650.0
cl010058820,Département des Peintures,Other,,,100+,0,1650.0
cl010058821,Département des Peintures,Other,,,100+,0,1650.0
cl010058822,Département des Peintures,Other,,,100+,0,1650.0
cl010058823,Département des Peintures,Other,,,100+,0,1650.0
cl010058824,Département des Peintures,Other,,,100+,0,1650.0
cl010058825,Département des Peintures,Other,,,100+,0,1650.0
cl010058826,Département des Peintures,Other,,,,0,1650.0
cl010058827,Département des Peintures,Other,,,,0,1650.0
cl010058828,Département des Peintures,Unknown,,,,0,1650.0
cl010058829,Département des Peintures,Other,,,100+,0,1550.0
cl010058830,Département des Peintures,Other,,,100+,0,1578.5
cl010058831,Département des Peintures,Other,,,,0,1650.0
cl010058832,Département des Peintures,Other,,,,0,1520.0
cl010058833,Département des Peintures,Other,,,,0,1770.0
cl010058834,Département des Peintures,Other,,,,0,1650.0
cl010058835,Département des Peintures,Other,,,,0,1550.0
cl010058836,Département des Peintures,Other,,,,0,1650.0
cl010058837,Département des Peintures,Other,,,100+,0,1630.5
cl010058838,Département des Peintures,Other,,,,0,1650.0
cl010058839,Département des Peintures,Other,,,,0,1450.0
cl010058840,Département des Peintures,Other,,,,0,1544.0
cl010058841,Département des Peintures,Other,,,,0,1565.0
cl010058842,Département des Peintures,Historic Collection,,,100+,0,1578.0
cl010058843,Département des Peintures,Other,,,,0,1650.0
cl010058844,Département des Peintures,Other,,,,0,1650.0
cl010058845,Département des Peintures,Other,,,100+,0,1650.0
cl010058851,Département des Peintures,Other,,,100+,0,1550.0
cl010058852,Département des Peintures,Other,,,100+,0,1634.0
cl010058853,Département des Peintures,Other,,,,0,1650.0
cl010058854,Département des Peintures,Other,,,,0,1650.0
cl010058855,Département des Peintures,Other,,,,0,1650.0
cl010058856,Département des Peintures,Other,,,,0,1650.0
cl010058857,Département des Peintures,Other,,,,0,1650.0
cl010058858,Département des Peintures,Other,,,,0,1619.0
cl010058859,Département des Peintures,Other,,,,0,1672.0
cl010058860,Département des Peintures,Other,,,,0,1642.0
cl010058861,Département des Peintures,Other,,,,0,1617.5
cl010058862,Département des Peintures,Other,,,,0,1619.0
cl010058863,Département des Peintures,Other,,,100+,0,1650.0
cl010058864,Département des Peintures,Other,,,,0,1650.0
cl010058865,Département des Peintures,Other,,,,0,1650.0
cl010058866,Département des Peintures,Other,,,,0,1750.0
cl010058867,Département des Peintures,Other,,,,0,1627.5
cl010058868,Département des Peintures,Other,,,,0,1650.0
cl010058869,Département des Peintures,Other,,,,0,1666.5
cl010058870,Département des Peintures,Other,,,,0,1650.0
cl010058871,Département des Peintures,Other,,,,0,1650.0
cl010058872,Département des Peintures,Other,,,,0,1650.0
cl010058873,Département des Peintures,Other,,,,0,1650.0
cl010058874,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010058875,Département des Peintures,Other,,,,0,1550.0
cl010058876,Département des Peintures,Other,,,,0,1618.0
cl010058878,Département des Peintures,Other,,,100+,0,1587.5
cl010058879,Département des Peintures,Other,,,,0,1550.0
cl010058880,Département des Peintures,Historic Collection,,,100+,0,1660.0
cl010058881,Département des Peintures,Other,,,,0,1527.5
cl010058882,Département des Peintures,Other,,,,0,1637.0
cl010058883,Département des Peintures,Other,,,100+,0,1650.0
cl010058884,Département des Peintures,Other,,,,0,1652.5
cl010058885,Département des Peintures,Other,,,,0,1646.0
cl010058886,Département des Peintures,Other,,,,0,1650.0
cl010058887,Département des Peintures,Other,,,100+,0,1513.0
cl010058888,Département des Peintures,Other,,,100+,0,1505.0
cl010058889,Département des Peintures,Other,,,,0,1450.0
cl010058890,Département des Peintures,Other,,,,0,1665.0
cl010058891,Département des Peintures,Other,,,100+,0,1650.0
cl010058892,Département des Peintures,Other,,,100+,0,1650.0
cl010058893,Département des Peintures,Other,,,,0,1550.0
cl010058894,Département des Peintures,Other,,,,0,1550.0
cl010058895,Département des Peintures,Other,,,,0,1575.0
cl010058896,Département des Peintures,Other,,,,0,1550.0
cl010058897,Département des Peintures,Other,,,,0,1550.0
cl010058898,Département des Peintures,Historic Collection,,,,0,1650.0
cl010058899,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010058900,Département des Peintures,Other,,,,0,1650.0
cl010058901,Département des Peintures,Other,,,,0,1650.0
cl010058902,Département des Peintures,Other,,,,0,1630.0
cl010058903,Département des Peintures,Historic Collection,,,,0,1636.5
cl010058904,Département des Peintures,Other,,,,0,1650.0
cl010058906,Département des Peintures,Other,,,,0,1637.0
cl010058907,Département des Peintures,Other,,,,0,1650.0
cl010058908,Département des Peintures,Other,,,,0,1717.0
cl010058909,Département des Peintures,Other,,,,0,1750.0
cl010058910,Département des Peintures,Other,,,,0,1750.0
cl010058911,Département des Peintures,Other,,,,0,1706.0
cl010058912,Département des Peintures,Other,,,,0,1675.0
cl010058913,Département des Peintures,Other,,,,0,1653.5
cl010058914,Département des Peintures,Other,,,,0,1750.0
cl010058915,Département des Peintures,Other,,,,0,1714.0
cl010058917,Département des Peintures,Other,,,,0,1855.0
cl010058918,Département des Peintures,Other,,,,0,1850.0
cl010058919,Département des Peintures,Other,,,,0,1650.0
cl010058921,Département des Peintures,Other,,,,0,1650.0
cl010058922,Département des Peintures,Other,,,,0,1650.0
cl010058923,Département des Peintures,Other,,,,0,1650.0
cl010058924,Département des Peintures,Other,,,,0,1650.0
cl010058926,Département des Peintures,Other,,,,0,1850.0
cl010058930,Département des Peintures,Other,,,,0,1750.0
cl010058933,Département des Peintures,Other,,,100+,0,1750.0
cl010058937,Département des Peintures,Other,,,,0,1750.0
cl010058938,Département des Peintures,Other,,,,0,1750.0
cl010058943,Département des Peintures,Historic Collection,,,,0,1750.0
cl010058944,Département des Peintures,Other,,,,0,1550.0
cl010058945,Département des Peintures,Other,,,,0,1650.0
cl010058946,Département des Peintures,Other,,,,0,1642.0
cl010058947,Département des Peintures,Other,,,,0,1650.0
cl010058986,Département des Peintures,Other,,,,0,1650.0
cl010058987,Département des Peintures,Other,,,,0,1650.0
cl010059006,Département des Peintures,Other,,,,0,1650.0
cl010059010,Département des Peintures,Other,,,100+,0,1857.0
cl010059012,Département des Peintures,Other,,,,0,1791.0
cl010059014,Département des Peintures,Other,,,,0,1850.0
cl010059035,Département des Peintures,Other,,,,0,1650.0
cl010059050,Département des Peintures,Historic Collection,,,,0,1650.0
cl010059054,Département des Peintures,Other,,,,0,1825.0
cl010059056,Département des Peintures,Purchase,,,,0,1750.0
cl010059068,Département des Peintures,Purchase,,,,0,1450.0
