ark_id,collection,acquisition_type_en,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
cl010061674,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061675,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061676,Département des Peintures,Purchase,,,100+,1,1562.0
cl010061677,Département des Peintures,Purchase,,,100+,1,
cl010061679,Département des Peintures,Other,,,21-40,1,1755.0
cl010061680,Département des Peintures,Purchase,,,100+,1,1525.0
cl010061682,Département des Peintures,Other,,,41-60,0,1750.0
cl010061683,Département des Peintures,Other,,,41-60,0,1750.0
cl010061684,Département des Peintures,Historic Collection,,,,0,1650.0
cl010061685,Département des Peintures,Historic Collection,,,100+,1,1650.0
cl010061686,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010061687,Département des Peintures,Historic Collection,,,,1,1670.0
cl010061688,Département des Peintures,Historic Collection,,,,0,1650.0
cl010061689,Département des Peintures,Other,,,100+,0,1514.0
cl010061690,Département des Peintures,Purchase,,,100+,1,1514.0
cl010061691,Département des Peintures,Other,,,100+,0,1827.0
cl010061692,Département des Peintures,Historic Collection,,,,0,1650.0
cl010061693,Département des Peintures,Purchase,,,41-60,1,1659.0
cl010061694,Département des Peintures,Other,,,,0,1638.0
cl010061695,Département des Peintures,Historic Collection,,,,0,1750.0
cl010061696,Département des Peintures,Unknown,,,,0,1862.0
cl010061697,Département des Peintures,Unknown,,,,0,1862.0
cl010061698,Département des Peintures,Unknown,,,,0,1862.0
cl010061699,Département des Peintures,Unknown,,,,0,1862.0
cl010061700,Département des Peintures,MNR Recovery,,,61-80,1,1550.0
cl010061701,Département des Peintures,MNR Recovery,,,61-80,1,1550.0
cl010061702,Département des Peintures,Unknown,,,,0,1552.5
cl010061703,Département des Peintures,Historic Collection,,,100+,1,1550.0
cl010061704,Département des Peintures,Historic Collection,,,100+,1,1565.0
cl010061705,Département des Peintures,Other,,,100+,0,1850.0
cl010061706,Département des Peintures,Other,,,100+,0,1850.0
cl010061707,Département des Peintures,MNR Recovery,,,61-80,0,1780.0
cl010061709,Département des Peintures,Historic Collection,,,100+,0,1775.0
cl010061710,Département des Peintures,Historic Collection,,,100+,0,1775.0
cl010061711,Département des Peintures,Other,,,41-60,1,1550.0
cl010061712,Département des Peintures,Other,,,100+,1,1521.0
cl010061713,Département des Peintures,Unknown,,,,0,1650.0
cl010061714,Département des Peintures,Purchase,,,41-60,0,1450.0
cl010061715,Département des Peintures,Unknown,,,,0,1650.0
cl010061716,Département des Peintures,Purchase,,,41-60,1,1450.0
cl010061717,Département des Peintures,Other,,,61-80,0,1450.0
cl010061718,Département des Peintures,Gift,,,,0,1850.0
cl010061719,Département des Peintures,Gift,,,41-60,0,1837.5
cl010061720,Département des Peintures,Gift,,,41-60,0,1837.5
cl010061721,Département des Peintures,Purchase,,,81-100,0,1500.0
cl010061722,Département des Peintures,Other,,,81-100,1,1475.0
cl010061723,Département des Peintures,Purchase,,,100+,1,1475.0
cl010061724,Département des Peintures,Unknown,,,,1,1450.0
cl010061725,Département des Peintures,Gift,,,81-100,1,1547.0
cl010061726,Département des Peintures,Unknown,,,100+,0,1845.0
cl010061727,Département des Peintures,Bequest,,,,0,1816.0
cl010061728,Département des Peintures,Historic Collection,,,100+,1,1555.0
cl010061729,Département des Peintures,Gift,,,41-60,1,1644.0
cl010061730,Département des Peintures,Other,,,100+,1,1562.5
cl010061731,Département des Peintures,Other,,,100+,1,1562.5
cl010061732,Département des Peintures,MNR Recovery,,,61-80,0,1625.0
cl010061733,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061734,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061735,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061736,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061737,Département des Peintures,Other,,,100+,1,1450.0
cl010061738,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061739,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061740,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061741,Département des Peintures,Gift,,,100+,1,1525.0
cl010061742,Département des Peintures,Purchase,,,81-100,0,1525.0
cl010061743,Département des Peintures,Unknown,,,,1,1815.0
cl010061745,Département des Peintures,Other,,,21-40,0,1636.0
cl010061746,Département des Peintures,Other,,,21-40,1,1715.0
cl010061747,Département des Peintures,Unknown,,,,0,1650.0
cl010061748,Département des Peintures,Purchase,,,21-40,1,1842.0
cl010061749,Département des Peintures,MNR Recovery,,,61-80,1,1650.0
cl010061750,Département des Peintures,Historic Collection,,,100+,1,1562.0
cl010061751,Département des Peintures,MNR Recovery,,,61-80,0,1564.0
cl010061752,Département des Peintures,Other,,,100+,1,1857.0
cl010061753,Département des Peintures,Other,,,21-40,1,1839.0
cl010061755,Département des Peintures,MNR Recovery,,,61-80,1,1819.0
cl010061756,Département des Peintures,Other,,,100+,1,1475.0
cl010061757,Département des Peintures,Other,,,100+,0,1810.0
cl010061758,Département des Peintures,Other,,,,0,1810.0
cl010061759,Département des Peintures,MNR Recovery,,,61-80,1,1550.0
cl010061760,Département des Peintures,Unknown,,,,0,1688.0
cl010061761,Département des Peintures,Unknown,,,,0,1850.0
cl010061762,Département des Peintures,Other,,,41-60,1,1617.5
cl010061763,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010061764,Département des Peintures,Historic Collection,,,100+,1,1617.5
cl010061765,Département des Peintures,Other,,,21-40,1,1766.5
cl010061766,Département des Peintures,Gift,,,21-40,1,1775.5
cl010061767,Département des Peintures,Unknown,,,41-60,0,
cl010061768,Département des Peintures,Gift,,,61-80,0,1921.0
cl010061771,Département des Peintures,Other,,,100+,0,1844.0
cl010061772,Département des Peintures,Other,,,41-60,1,1569.0
cl010061773,Département des Peintures,Unknown,,,,0,1834.0
cl010061774,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010061775,Département des Peintures,Other,,,100+,0,1834.0
cl010061776,Département des Peintures,Gift,,,100+,1,1526.0
cl010061777,Département des Peintures,Purchase,,,100+,1,1517.0
cl010061778,Département des Peintures,Purchase,,,100+,1,1517.0
cl010061779,Département des Peintures,Other,,,41-60,0,1330.0
cl010061780,Département des Peintures,Gift,,,100+,1,1507.0
cl010061781,Département des Peintures,Bequest,,,100+,1,1517.0
cl010061782,Département des Peintures,Historic Collection,,,100+,1,1530.0
cl010061783,Département des Peintures,Gift,,,100+,0,1550.0
cl010061784,Département des Peintures,Other,,,61-80,1,1452.0
cl010061785,Département des Peintures,Purchase,,,21-40,1,1840.0
cl010061786,Département des Peintures,Bequest,,,81-100,0,1850.0
cl010061787,Département des Peintures,MNR Recovery,,,61-80,1,1733.0
cl010061788,Département des Peintures,Purchase,,,41-60,1,1751.0
cl010061789,Département des Peintures,Gift,,,100+,0,1568.0
cl010061790,Département des Peintures,Historic Collection,,,100+,1,1657.5
cl010061791,Département des Peintures,Historic Collection,,,100+,1,1657.5
cl010061792,Département des Peintures,Historic Collection,,,,0,1668.5
cl010061793,Département des Peintures,Historic Collection,,,,0,1667.5
cl010061794,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010061795,Département des Peintures,MNR Recovery,,,61-80,1,1550.0
cl010061796,Département des Peintures,MNR Recovery,,,61-80,1,1550.0
cl010061797,Département des Peintures,Purchase,,,100+,1,1512.5
cl010061798,Département des Peintures,Unknown,,,,0,1826.0
cl010061799,Département des Peintures,Other,,,100+,0,1512.5
cl010061800,Département des Peintures,Bequest,,,61-80,0,1600.0
cl010061801,Département des Peintures,Gift,,,100+,1,1507.5
cl010061802,Département des Peintures,Gift,,,100+,1,1516.5
cl010061803,Département des Peintures,Purchase,,,21-40,1,1846.0
cl010061804,Département des Peintures,Gift,,,100+,1,1507.0
cl010061805,Département des Peintures,Other,,,,0,1864.0
cl010061806,Département des Peintures,Other,,,,0,1864.0
cl010061807,Département des Peintures,Other,,,,0,1864.0
cl010061808,Département des Peintures,Other,,,100+,0,1825.0
cl010061809,Département des Peintures,Other,,,100+,0,1843.0
cl010061810,Département des Peintures,Purchase,,,41-60,1,1829.0
cl010061811,Département des Peintures,Gift,,,41-60,0,1650.0
cl010061812,Département des Peintures,Other,,,41-60,1,1715.0
cl010061813,Département des Peintures,Purchase,,,100+,1,1737.0
cl010061814,Département des Peintures,Gift,,,100+,1,1635.0
cl010061815,Département des Peintures,Other,,,41-60,0,1809.0
cl010061816,Département des Peintures,Other,,,41-60,1,1750.0
cl010061817,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010061818,Département des Peintures,Historic Collection,,,,0,1697.5
cl010061819,Département des Peintures,Historic Collection,,,,0,1695.0
cl010061820,Département des Peintures,MNR Recovery,,,61-80,0,1550.0
cl010061821,Département des Peintures,Historic Collection,,,,0,1695.0
cl010061822,Département des Peintures,Other,,,,0,1723.0
cl010061823,Département des Peintures,Bequest,,,100+,0,1847.0
cl010061824,Département des Peintures,Other,,,,0,1850.0
cl010061826,Département des Peintures,Other,,,100+,0,1750.0
cl010061827,Département des Peintures,Gift,,,100+,0,1650.0
cl010061828,Département des Peintures,Bequest,,,100+,1,1846.0
cl010061829,Département des Peintures,Unknown,,,,0,1846.0
cl010061830,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010061831,Département des Peintures,MNR Recovery,,,61-80,0,1846.0
cl010061832,Département des Peintures,Other,,,21-40,0,1846.0
cl010061833,Département des Peintures,Other,,,,1,1783.0
cl010061834,Département des Peintures,Other,,,100+,1,1522.5
cl010061835,Département des Peintures,Purchase,,,100+,1,1492.5
cl010061836,Département des Peintures,Historic Collection,,,100+,1,1505.0
cl010061837,Département des Peintures,Purchase,,,21-40,0,1790.0
cl010061838,Département des Peintures,Bequest,,,100+,1,1552.5
cl010061841,Département des Peintures,Other,,,100+,0,1850.0
cl010061842,Département des Peintures,Other,,,100+,0,1850.0
cl010061843,Département des Peintures,Purchase,,,100+,0,1654.0
cl010061844,Département des Peintures,Other,,,41-60,1,1785.0
cl010061845,Département des Peintures,Bequest,,,100+,0,1768.0
cl010061846,Département des Peintures,Bequest,,,81-100,0,1850.0
cl010061847,Département des Peintures,Gift,,,81-100,0,1535.0
cl010061848,Département des Peintures,Other,,,21-40,1,1500.0
cl010061849,Département des Peintures,Purchase,,,21-40,1,1500.0
cl010061850,Département des Peintures,Gift,,,,0,1748.0
cl010061851,Département des Peintures,Gift,,,100+,0,1650.0
cl010061852,Département des Peintures,Other,,,,0,1650.0
cl010061853,Département des Peintures,Other,,,,0,1650.0
cl010061854,Département des Peintures,Gift,,,41-60,1,1690.0
cl010061855,Département des Peintures,Gift,,,81-100,1,1500.0
cl010061856,Département des Peintures,Historic Collection,,,100+,1,1432.5
cl010061857,Département des Peintures,Other,,,41-60,1,1650.0
cl010061863,Département des Peintures,Other,,,,0,1807.0
cl010061864,Département des Peintures,Purchase,,,,0,1830.0
cl010061865,Département des Peintures,Unknown,,,,0,1850.0
cl010061866,Département des Peintures,Gift,,,21-40,0,1836.0
cl010061867,Département des Peintures,Gift,,,21-40,0,1837.5
cl010061868,Département des Peintures,Gift,,,21-40,0,1856.0
cl010061869,Département des Peintures,Other,,,,0,1864.0
cl010061870,Département des Peintures,Other,,,,0,1864.0
cl010061871,Département des Peintures,Other,,,,0,1864.0
cl010061872,Département des Peintures,Other,,,,0,1864.0
cl010061873,Département des Peintures,Other,,,,0,1864.0
cl010061874,Département des Peintures,Unknown,,,,1,1550.0
cl010061875,Département des Peintures,Unknown,,,,0,1826.0
cl010061880,Département des Peintures,Other,,,41-60,0,1650.0
cl010061882,Département des Peintures,Other,,,61-80,0,1946.0
cl010061883,Département des Peintures,Other,,,41-60,1,1437.5
cl010061884,Département des Peintures,Gift,,,100+,1,1550.0
cl010061885,Département des Peintures,MNR Recovery,,,61-80,0,1875.0
cl010061886,Département des Peintures,MNR Recovery,,,61-80,0,1875.0
cl010061887,Département des Peintures,Other,,,100+,1,1500.0
cl010061888,Département des Peintures,Purchase,,,100+,1,1450.0
cl010061889,Département des Peintures,Other,,,100+,0,1450.0
cl010061898,Département des Peintures,Gift,,,100+,1,1550.0
cl010061899,Département des Peintures,Gift,,,100+,1,1521.0
cl010061900,Département des Peintures,Purchase,,,100+,1,1521.0
cl010061901,Département des Peintures,Unknown,,,,0,1500.0
cl010061902,Département des Peintures,Purchase,,,41-60,0,1500.0
cl010061903,Département des Peintures,Other,,,41-60,1,1500.0
cl010061912,Département des Peintures,Other,,,,0,1863.0
cl010061913,Département des Peintures,Historic Collection,,,,1,1620.0
cl010061914,Département des Peintures,Historic Collection,,,,1,1631.0
cl010061915,Département des Peintures,Historic Collection,,,,1,1680.0
cl010061916,Département des Peintures,Other,,,,0,1650.0
cl010061917,Département des Peintures,Historic Collection,,,,1,1646.5
cl010061918,Département des Peintures,Historic Collection,,,41-60,1,1646.0
cl010061919,Département des Peintures,Purchase,,,100+,0,1668.0
cl010061920,Département des Peintures,Historic Collection,,,,1,1653.0
cl010061921,Département des Peintures,Historic Collection,,,,0,1658.0
cl010061922,Département des Peintures,Historic Collection,,,,0,1637.5
cl010061923,Département des Peintures,Unknown,,,,0,1663.0
cl010061924,Département des Peintures,Purchase,,,,1,1662.0
cl010061925,Département des Peintures,Other,,,,1,1661.5
cl010061926,Département des Peintures,Historic Collection,,,,1,1677.0
cl010061927,Département des Peintures,Historic Collection,,,,1,1646.5
cl010061928,Département des Peintures,Historic Collection,,,,0,1637.5
cl010061929,Département des Peintures,Historic Collection,,,,1,1646.5
cl010061930,Département des Peintures,Unknown,,,,0,1644.0
cl010061931,Département des Peintures,Historic Collection,,,,1,1650.0
cl010061932,Département des Peintures,Historic Collection,,,100+,1,1647.0
cl010061933,Département des Peintures,Historic Collection,,,,1,1662.5
cl010061934,Département des Peintures,Historic Collection,,,,1,1647.0
cl010061935,Département des Peintures,Historic Collection,,,,0,1637.5
cl010061936,Département des Peintures,Historic Collection,,,,1,1652.5
cl010061937,Département des Peintures,Other,,,41-60,0,1683.0
cl010061938,Département des Peintures,Historic Collection,,,100+,1,1518.5
cl010061939,Département des Peintures,Historic Collection,,,100+,1,1522.5
cl010061940,Département des Peintures,Bequest,,,81-100,1,1575.0
cl010061941,Département des Peintures,Purchase,,,100+,1,1584.0
cl010061942,Département des Peintures,MNR Recovery,,,61-80,1,1599.0
cl010061943,Département des Peintures,Purchase,,,41-60,0,1837.5
cl010061944,Département des Peintures,Historic Collection,,,,1,1650.0
cl010061945,Département des Peintures,Other,,,21-40,1,1575.0
cl010061946,Département des Peintures,Historic Collection,,,100+,1,1620.0
cl010061947,Département des Peintures,Other,,,,0,1738.0
cl010061948,Département des Peintures,Other,,,,1,1737.0
cl010061949,Département des Peintures,Historic Collection,,,,0,1732.0
cl010061952,Département des Peintures,Other,,,,0,1734.0
cl010061953,Département des Peintures,Other,,,,1,1740.0
cl010061954,Département des Peintures,Other,,,100+,1,1628.0
cl010061955,Département des Peintures,Other,,,,1,1739.0
cl010061956,Département des Peintures,Historic Collection,,,100+,0,1734.0
cl010061958,Département des Peintures,Historic Collection,,,,1,1657.5
cl010061960,Département des Peintures,Other,,,100+,0,1865.0
cl010061961,Département des Peintures,Other,,,100+,0,1729.0
cl010061962,Département des Peintures,Other,,,100+,0,1747.0
cl010061963,Département des Peintures,Other,,,,0,1774.0
cl010061964,Département des Peintures,Historic Collection,,,,1,1686.5
cl010061965,Département des Peintures,Historic Collection,,,,1,1675.0
cl010061966,Département des Peintures,Historic Collection,,,,0,1682.0
cl010061967,Département des Peintures,Historic Collection,,,,1,1670.0
cl010061968,Département des Peintures,Historic Collection,,,,0,1687.5
cl010061969,Département des Peintures,Other,,,100+,0,1855.0
cl010061970,Département des Peintures,Historic Collection,,,,0,1703.0
cl010061971,Département des Peintures,Other,,,,1,1737.0
cl010061972,Département des Peintures,Historic Collection,,,100+,1,1625.0
cl010061973,Département des Peintures,Other,,,100+,1,1629.0
cl010061974,Département des Peintures,Historic Collection,,,,1,1628.0
cl010061975,Département des Peintures,Historic Collection,,,,1,1621.5
cl010061976,Département des Peintures,Historic Collection,,,,1,1624.0
cl010061977,Département des Peintures,Historic Collection,,,100+,1,1627.0
cl010061979,Département des Peintures,Unknown,,,61-80,0,1845.0
cl010061980,Département des Peintures,Other,,,100+,1,1632.5
cl010061981,Département des Peintures,Historic Collection,,,,1,1689.5
cl010061982,Département des Peintures,Other,,,100+,1,1662.5
cl010061983,Département des Peintures,Historic Collection,,,,0,1668.0
cl010061984,Département des Peintures,Historic Collection,,,100+,0,1667.0
cl010061985,Département des Peintures,Historic Collection,,,100+,1,1780.0
cl010061986,Département des Peintures,Other,,,,1,1786.0
cl010061987,Département des Peintures,Historic Collection,,,,1,1773.0
cl010061988,Département des Peintures,Historic Collection,,,,1,1773.0
cl010061989,Département des Peintures,Other,,,,1,1754.0
cl010061990,Département des Peintures,Historic Collection,,,,1,1771.0
cl010061991,Département des Peintures,Other,,,100+,1,1827.0
cl010061992,Département des Peintures,Other,,,100+,0,1825.0
cl010061993,Département des Peintures,Historic Collection,,,100+,1,1812.5
cl010061995,Département des Peintures,Other,,,,1,1717.0
cl010061996,Département des Peintures,Other,,,41-60,0,1859.0
cl010061997,Département des Peintures,Historic Collection,,,100+,0,1681.0
cl010061998,Département des Peintures,Historic Collection,,,,1,1637.5
cl010061999,Département des Peintures,Other,,,,0,1639.0
cl010062000,Département des Peintures,Other,,,,1,1635.0
cl010062001,Département des Peintures,Historic Collection,,,,1,1641.0
cl010062002,Département des Peintures,Historic Collection,,,,1,1641.0
cl010062003,Département des Peintures,Other,,,,1,1637.0
cl010062004,Département des Peintures,Other,,,,1,1635.0
cl010062005,Département des Peintures,Other,,,,1,1789.0
cl010062006,Département des Peintures,Other,,,,1,1783.0
cl010062007,Département des Peintures,Historic Collection,,,,1,1638.0
cl010062008,Département des Peintures,Historic Collection,,,,1,1652.5
cl010062009,Département des Peintures,Historic Collection,,,,1,1652.5
cl010062010,Département des Peintures,Historic Collection,,,,1,1652.5
cl010062011,Département des Peintures,Other,,,,1,1625.0
cl010062012,Département des Peintures,Historic Collection,,,100+,0,1620.0
cl010062013,Département des Peintures,Historic Collection,,,100+,1,1623.0
cl010062014,Département des Peintures,Historic Collection,,,100+,0,1655.0
cl010062015,Département des Peintures,Other,,,,0,1650.0
cl010062016,Département des Peintures,Historic Collection,,,,0,1667.0
cl010062017,Département des Peintures,Other,,,,1,1716.0
cl010062018,Département des Peintures,Historic Collection,,,100+,0,1665.0
cl010062019,Département des Peintures,Historic Collection,,,,1,1654.0
cl010062020,Département des Peintures,Historic Collection,,,,1,1660.0
cl010062021,Département des Peintures,Historic Collection,,,100+,1,1634.5
cl010062022,Département des Peintures,Historic Collection,,,100+,0,1632.0
cl010062023,Département des Peintures,Historic Collection,,,,1,1648.0
cl010062024,Département des Peintures,Historic Collection,,,100+,1,1637.0
cl010062025,Département des Peintures,Historic Collection,,,,1,1652.0
cl010062026,Département des Peintures,Historic Collection,,,,1,1637.5
cl010062027,Département des Peintures,Historic Collection,,,,1,1638.0
cl010062028,Département des Peintures,Historic Collection,,,,1,1652.5
cl010062029,Département des Peintures,Historic Collection,,,,1,1637.5
cl010062030,Département des Peintures,Purchase,,,41-60,0,1550.0
cl010062031,Département des Peintures,Historic Collection,,,100+,0,1675.0
cl010062032,Département des Peintures,Unknown,,,,0,1750.0
cl010062033,Département des Peintures,Unknown,,,,0,1650.0
cl010062034,Département des Peintures,Historic Collection,,,,0,1770.0
cl010062035,Département des Peintures,Other,,,,1,1750.0
cl010062036,Département des Peintures,Other,,,,1,1786.0
cl010062037,Département des Peintures,Gift,,,100+,0,1812.5
cl010062038,Département des Peintures,Historic Collection,,,,1,1772.0
cl010062039,Département des Peintures,Historic Collection,,,,1,1773.0
cl010062040,Département des Peintures,Historic Collection,,,,0,1575.0
cl010062041,Département des Peintures,Historic Collection,,,100+,0,1520.0
cl010062042,Département des Peintures,Other,,,,1,1512.5
cl010062044,Département des Peintures,Unknown,,,41-60,0,1650.0
cl010062045,Département des Peintures,Historic Collection,,,61-80,0,1650.0
cl010062046,Département des Peintures,Unknown,,,81-100,0,1625.0
cl010062047,Département des Peintures,Unknown,,,,0,1450.0
cl010062048,Département des Peintures,Bequest,,,100+,0,1850.0
cl010062049,Département des Peintures,Bequest,,,81-100,0,1687.5
cl010062050,Département des Peintures,Historic Collection,,,,0,1650.0
cl010062052,Département des Peintures,Unknown,,,,0,1782.0
cl010062053,Département des Peintures,Unknown,,,,0,1782.0
cl010062054,Département des Peintures,Unknown,,,,0,1782.0
cl010062055,Département des Arts de Byzance et des chrétientés en Orient,Unknown,9047.0,Q4 (largest),,0,1525.0
cl010062056,Département des Peintures,Unknown,,,,0,
cl010062057,Département des Peintures,Unknown,,,,0,1831.0
cl010062058,Département des Peintures,Historic Collection,,,100+,0,1585.0
cl010062059,Département des Peintures,Unknown,,,,0,1896.0
cl010062060,Département des Peintures,Unknown,,,,0,1750.0
cl010062065,Département des Peintures,Historic Collection,,,,0,1695.0
cl010062066,Département des Peintures,Historic Collection,,,,0,1637.5
cl010062068,Département des Peintures,Other,,,,0,1646.5
cl010062069,Département des Arts de Byzance et des chrétientés en Orient,Unknown,,,,0,1700.0
cl010062070,Département des Arts de Byzance et des chrétientés en Orient,Unknown,,,,0,1675.0
cl010062071,Département des Arts de Byzance et des chrétientés en Orient,Unknown,,,,0,1680.0
cl010062072,Département des Arts de Byzance et des chrétientés en Orient,Unknown,,,,0,1587.5
cl010062073,Département des Arts de Byzance et des chrétientés en Orient,Gift,1593.0,Q3,,0,1625.0
cl010062074,Département des Arts de Byzance et des chrétientés en Orient,Unknown,,,,0,1850.0
cl010062075,Département des Arts de Byzance et des chrétientés en Orient,Unknown,,,,0,1782.0
cl010062076,Département des Peintures,Other,,,,1,1651.5
cl010062078,Département des Peintures,Other,,,100+,0,1537.5
cl010062079,Département des Peintures,Historic Collection,,,100+,0,1520.0
cl010062080,Département des Peintures,Historic Collection,,,,0,1580.0
cl010062081,Département des Peintures,Historic Collection,,,100+,0,1562.5
cl010062083,Département des Peintures,Historic Collection,,,,0,1580.0
cl010062084,Département des Peintures,Unknown,,,,0,1512.5
cl010062085,Département des Peintures,Gift,,,,0,1575.0
cl010062087,Département des Peintures,Historic Collection,,,100+,0,1612.5
cl010062088,Département des Peintures,Historic Collection,,,100+,1,1620.0
cl010062089,Département des Peintures,Historic Collection,,,100+,1,1628.0
cl010062090,Département des Peintures,Historic Collection,,,100+,1,1628.0
cl010062091,Département des Peintures,Historic Collection,,,,1,1628.5
cl010062092,Département des Peintures,Historic Collection,,,100+,1,1631.0
cl010062093,Département des Peintures,Historic Collection,,,100+,1,1629.5
cl010062094,Département des Peintures,Unknown,,,,1,1651.0
cl010062095,Département des Peintures,Unknown,,,,0,1637.5
cl010062096,Département des Peintures,Other,,,,1,1637.5
cl010062097,Département des Peintures,Other,,,100+,1,1422.5
cl010062098,Département des Peintures,Other,,,,1,1726.0
cl010062099,Département des Peintures,Historic Collection,,,,1,1650.0
cl010062100,Département des Peintures,Historic Collection,,,100+,1,1640.0
cl010062101,Département des Peintures,Historic Collection,,,100+,1,1640.0
cl010062102,Département des Peintures,Historic Collection,,,100+,1,
cl010062103,Département des Peintures,Historic Collection,,,100+,1,1668.0
cl010062104,Département des Peintures,Historic Collection,,,100+,1,1653.0
cl010062105,Département des Peintures,Historic Collection,,,,1,1640.0
cl010062106,Département des Peintures,Historic Collection,,,,1,1637.5
cl010062107,Département des Peintures,Historic Collection,,,100+,1,1620.0
cl010062108,Département des Peintures,Historic Collection,,,100+,1,1633.5
cl010062109,Département des Peintures,Historic Collection,,,,1,1650.0
cl010062110,Département des Peintures,Historic Collection,,,100+,1,1650.0
cl010062111,Département des Peintures,Other,,,,1,1644.0
cl010062112,Département des Peintures,Historic Collection,,,,1,1625.0
cl010062113,Département des Peintures,Historic Collection,,,100+,1,1605.0
cl010062114,Département des Peintures,Historic Collection,,,,1,1625.0
cl010062115,Département des Peintures,Historic Collection,,,,1,1625.0
cl010062116,Département des Peintures,Historic Collection,,,,1,1665.0
cl010062117,Département des Peintures,Historic Collection,,,,1,1667.5
cl010062118,Département des Peintures,Historic Collection,,,,1,1696.0
cl010062119,Département des Peintures,Historic Collection,,,,1,1647.5
cl010062120,Département des Peintures,Historic Collection,,,,0,1637.5
cl010062121,Département des Peintures,Historic Collection,,,,1,1645.0
cl010062122,Département des Peintures,Historic Collection,,,,1,1669.5
cl010062123,Département des Peintures,Historic Collection,,,,1,1712.5
cl010062124,Département des Peintures,Other,,,100+,1,1635.0
cl010062125,Département des Peintures,Historic Collection,,,100+,1,1657.0
cl010062126,Département des Peintures,Other,,,,1,1675.0
cl010062127,Département des Peintures,Other,,,100+,1,1656.0
cl010062128,Département des Peintures,Historic Collection,,,100+,1,1660.0
cl010062129,Département des Peintures,Historic Collection,,,100+,0,1657.0
cl010062130,Département des Peintures,Historic Collection,,,100+,1,1661.0
cl010062131,Département des Peintures,Historic Collection,,,100+,1,1635.0
cl010062132,Département des Peintures,Historic Collection,,,,1,1664.0
cl010062133,Département des Peintures,Historic Collection,,,,1,1645.0
cl010062134,Département des Peintures,Historic Collection,,,,1,1632.5
cl010062135,Département des Peintures,Historic Collection,,,100+,1,1664.0
cl010062136,Département des Peintures,Historic Collection,,,,1,1712.5
cl010062137,Département des Peintures,Historic Collection,,,100+,1,1660.0
cl010062138,Département des Peintures,Historic Collection,,,100+,1,1661.0
cl010062139,Département des Peintures,Other,,,,1,1660.5
cl010062140,Département des Peintures,Historic Collection,,,,1,1660.5
cl010062141,Département des Peintures,Historic Collection,,,,0,1653.0
cl010062142,Département des Peintures,Historic Collection,,,,1,1675.0
cl010062143,Département des Peintures,Historic Collection,,,100+,1,1665.0
cl010062144,Département des Peintures,Historic Collection,,,,1,1670.0
cl010062145,Département des Peintures,Historic Collection,,,,0,1718.0
cl010062146,Département des Peintures,Historic Collection,,,100+,1,1639.0
cl010062147,Département des Peintures,Historic Collection,,,100+,0,1675.0
cl010062148,Département des Peintures,Historic Collection,,,100+,1,1664.5
cl010062149,Département des Peintures,Historic Collection,,,100+,1,1627.5
cl010062150,Département des Peintures,Historic Collection,,,100+,1,1647.5
cl010062151,Département des Peintures,Historic Collection,,,,1,1642.5
cl010062152,Département des Peintures,Historic Collection,,,,1,1725.0
cl010062153,Département des Peintures,Historic Collection,,,,1,1725.0
cl010062154,Département des Peintures,Historic Collection,,,,0,1725.0
cl010062155,Département des Peintures,Historic Collection,,,,1,1717.0
cl010062156,Département des Peintures,Other,,,100+,0,1700.0
cl010062157,Département des Peintures,Historic Collection,,,,0,1646.0
cl010062158,Département des Peintures,Historic Collection,,,100+,1,1644.0
cl010062159,Département des Peintures,Historic Collection,,,,1,1634.0
cl010062160,Département des Peintures,Historic Collection,,,100+,1,1625.0
cl010062161,Département des Peintures,Historic Collection,,,,0,1662.5
cl010062162,Département des Peintures,Historic Collection,,,,1,1625.0
cl010062163,Département des Peintures,Other,,,,0,1850.0
cl010062164,Département des Peintures,Historic Collection,,,,1,1631.0
cl010062165,Département des Peintures,Historic Collection,,,100+,1,1631.0
cl010062166,Département des Peintures,Historic Collection,,,,0,1637.0
cl010062167,Département des Peintures,Historic Collection,,,100+,1,1637.5
cl010062168,Département des Peintures,Historic Collection,,,100+,1,1637.5
cl010062169,Département des Peintures,Historic Collection,,,100+,1,1650.0
cl010062170,Département des Peintures,Historic Collection,,,100+,0,1620.0
cl010062171,Département des Peintures,Historic Collection,,,100+,0,1630.0
cl010062172,Département des Peintures,Other,,,,0,1646.0
cl010062174,Département des Peintures,Other,,,,1,1562.5
cl010062175,Département des Peintures,Historic Collection,,,100+,0,1672.0
cl010062176,Département des Peintures,Unknown,,,,1,1571.0
cl010062182,Département des Peintures,Historic Collection,,,,0,1675.0
