object_id,department,acquisition_type,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
51504,Asian Art,Purchase/Fund,611.0099999999999,Q1 (smallest),1600-1800,0,1640.0
51505,Asian Art,Purchase/Fund,788.4,Q1 (smallest),1600-1800,0,1640.0
51506,Asian Art,Purchase/Fund,8197.596844582398,Q3,1600-1800,0,1778.0
51507,Asian Art,Purchase/Fund,1232.0589316149599,Q2,1600-1800,0,1640.0
51508,Asian Art,Purchase/Fund,5372.099999999999,Q3,1600-1800,0,1640.0
51509,Asian Art,Purchase/Fund,8763.65,Q3,1600-1800,0,1778.0
51510,Asian Art,Purchase/Fund,2702.5499999999997,Q2,1600-1800,0,1640.0
51511,Asian Art,Purchase/Fund,3231.6400000000003,Q2,1800-1900,0,1850.0
51512,Asian Art,Purchase/Fund,11993.880000000001,Q4 (largest),1600-1800,0,1640.0
51513,Asian Art,Purchase/Fund,8622.595975530001,Q3,1600-1800,0,1778.0
51514,Asian Art,Purchase/Fund,1404.1999999999998,Q2,1600-1800,0,1756.0
51515,Asian Art,Purchase/Fund,5831.28,Q3,1600-1800,0,1778.0
51518,Asian Art,Purchase/Fund,1084.1799999999998,Q2,1600-1800,0,1640.0
51519,Asian Art,Purchase/Fund,835.12,Q1 (smallest),1600-1800,0,1778.0
51521,Asian Art,Gift,7276.3099999999995,Q3,1400-1600,0,1458.0
51522,Asian Art,Gift,5215.36,Q3,1400-1600,0,1506.0
51523,Asian Art,Gift,676.0,Q1 (smallest),1600-1800,0,1640.0
51524,Asian Art,Purchase/Fund,4256.97,Q3,1400-1600,0,1600.0
51525,Asian Art,Purchase/Fund,7340.6,Q3,1600-1800,0,1640.0
51526,Asian Art,Purchase/Fund,25930.170000000002,Q4 (largest),1400-1600,0,1506.0
51527,Asian Art,Purchase/Fund,1981.45695276,Q2,1600-1800,0,1778.0
51528,Asian Art,Purchase/Fund,4076.1899999999996,Q3,1600-1800,0,1640.0
51529,Asian Art,Purchase/Fund,16074.120000000003,Q4 (largest),1600-1800,0,1640.0
51530,Asian Art,Purchase/Fund,1790.3500000000001,Q2,1600-1800,0,1640.0
51531,Asian Art,Purchase/Fund,5950.5599999999995,Q3,1600-1800,0,1640.0
51532,Asian Art,Purchase/Fund,1981.45695276,Q2,Pre-1400,0,1130.0
51533,Asian Art,Purchase/Fund,5047.92,Q3,1600-1800,0,1640.0
51534,Asian Art,Purchase/Fund,6225.44,Q3,1600-1800,0,1640.0
51535,Asian Art,Gift,1981.45695276,Q2,1400-1600,0,1530.0
51536,Asian Art,Gift,1981.45695276,Q2,1600-1800,0,1640.0
51537,Asian Art,Purchase/Fund,10024.04,Q4 (largest),1600-1800,0,1640.0
51538,Asian Art,Gift,4374.7,Q3,1600-1800,0,1778.0
51539,Asian Art,Gift,9408.54,Q4 (largest),1600-1800,0,1640.0
51540,Asian Art,Purchase/Fund,407.25000000000006,Q1 (smallest),1400-1600,0,1506.0
51541,Asian Art,Purchase/Fund,1524.0,Q2,1600-1800,0,1640.0
51542,Asian Art,Purchase/Fund,5999.48,Q3,1600-1800,0,1640.0
51543,Asian Art,Purchase/Fund,454.58000000000004,Q1 (smallest),Pre-1400,0,1120.0
51544,Asian Art,Gift,2365.2,Q2,1600-1800,0,1640.0
51545,Asian Art,Gift,3446.2400000000002,Q2,1600-1800,0,1640.0
51546,Asian Art,Purchase/Fund,15648.0,Q4 (largest),1400-1600,0,1436.0
51547,Asian Art,Purchase/Fund,17485.359999999997,Q4 (largest),1600-1800,0,1640.0
51548,Asian Art,Purchase/Fund,12867.640000000001,Q4 (largest),Pre-1400,0,1250.0
51549,Asian Art,Purchase/Fund,3974.76,Q3,1600-1800,0,1692.0
51550,Asian Art,Gift,9752.0,Q4 (largest),1400-1600,0,1506.0
51551,Asian Art,Gift,15180.660000000002,Q4 (largest),1400-1600,0,1458.0
51552,Asian Art,Gift,10509.199999999999,Q4 (largest),1400-1600,0,1506.0
51553,Asian Art,Gift,8208.58,Q3,1600-1800,0,1640.0
51554,Asian Art,Gift,2241.0899999999997,Q2,1600-1800,0,1640.0
51555,Asian Art,Purchase/Fund,3651.8999999999996,Q3,Pre-1400,0,650.0
51556,Asian Art,Purchase/Fund,3895.28,Q3,Pre-1400,0,797.0
51558,Asian Art,Gift,14058.85,Q4 (largest),1900-1950,0,1927.0
51559,Asian Art,Bequest,5628.32,Q3,1600-1800,0,1640.0
51560,Asian Art,Bequest,7736.159999999999,Q3,1600-1800,0,1640.0
51561,Asian Art,Bequest,4780.650000000001,Q3,1600-1800,0,1640.0
51562,Asian Art,Bequest,11104.281472857301,Q4 (largest),1400-1600,0,1506.0
51563,Asian Art,Bequest,1483.36,Q2,1400-1600,0,1506.0
51564,Asian Art,Bequest,10871.1,Q4 (largest),1600-1800,0,1622.0
51565,Asian Art,Bequest,1445.3999999999999,Q2,1600-1800,0,1640.0
51566,Asian Art,Bequest,11588.4,Q4 (largest),1600-1800,0,1640.0
51567,Asian Art,Bequest,15741.660000000002,Q4 (largest),Pre-1400,0,1309.0
51568,Asian Art,Bequest,1429.15,Q2,1400-1600,0,1506.0
51569,Asian Art,Bequest,4472.9400000000005,Q3,1600-1800,0,1640.0
51570,Asian Art,Bequest,4994.94,Q3,Pre-1400,0,1164.0
51571,Asian Art,Bequest,7582.1900000000005,Q3,1600-1800,0,1701.0
51572,Asian Art,Bequest,5495.36,Q3,1600-1800,0,1640.0
51573,Asian Art,Gift,5600.56,Q3,1600-1800,0,1778.0
51574,Asian Art,Gift,2732.38,Q2,1600-1800,0,1778.0
51575,Asian Art,Gift,12329.7,Q4 (largest),1600-1800,0,1650.0
51578,Asian Art,Purchase/Fund,4524.5199999999995,Q3,1400-1600,0,1506.0
51579,Asian Art,Purchase/Fund,5911.079999999999,Q3,1600-1800,0,1759.0
51580,Asian Art,Purchase/Fund,4564.87,Q3,1600-1800,0,1640.0
51581,Asian Art,Purchase/Fund,778.7313749730721,Q1 (smallest),1800-1900,0,1889.0
51582,Asian Art,Purchase/Fund,926.64,Q1 (smallest),1600-1800,0,1778.0
51583,Asian Art,Gift,54.28,Q1 (smallest),1900-1950,0,1916.0
51584,Asian Art,Gift,7982.080000000001,Q3,1400-1600,0,1550.0
51585,Asian Art,Purchase/Fund,44257.28999999999,Q4 (largest),1600-1800,0,1641.0
51586,Asian Art,Purchase/Fund,1981.45695276,Q2,1400-1600,0,1472.0
51587,Asian Art,Gift,11916.359999999999,Q4 (largest),1600-1800,0,1640.0
51588,Asian Art,Gift,4576.0,Q3,Pre-1400,0,797.0
51590,Asian Art,Gift,6393.4400000000005,Q3,1600-1800,0,1640.0
51591,Asian Art,Purchase/Fund,7818.540000000001,Q3,1800-1900,0,1883.0
51594,Asian Art,Purchase/Fund,19458.11,Q4 (largest),1800-1900,0,1850.0
51595,Asian Art,Gift,4368.0,Q3,1600-1800,0,1778.0
51596,Asian Art,Gift,1694.94,Q2,1600-1800,0,1766.0
51597,Asian Art,Gift,10841.35,Q4 (largest),1600-1800,0,1640.0
51598,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1600-1800,0,1640.0
51600,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1600-1800,0,1640.0
51601,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1400-1600,0,1506.0
51602,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1400-1600,0,1506.0
51604,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1400-1600,0,1450.0
51605,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1400-1600,0,1506.0
51607,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1400-1600,0,1506.0
51608,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1400-1600,0,1506.0
51610,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1400-1600,0,1506.0
51611,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1400-1600,0,1506.0
51613,Asian Art,Purchase/Fund,217.17000000000002,Q1 (smallest),1600-1800,0,1778.0
51615,Asian Art,Purchase/Fund,3479.42,Q2,1600-1800,0,1640.0
51616,Asian Art,Gift,557.72,Q1 (smallest),1600-1800,0,1640.0
51619,Asian Art,Gift,1981.45695276,Q2,1800-1900,0,1850.0
51621,Asian Art,Gift,904.24,Q1 (smallest),1600-1800,0,1699.0
51622,Asian Art,Gift,1607.04,Q2,1800-1900,0,1885.0
51624,Asian Art,Purchase/Fund,1305.24,Q2,1800-1900,0,1834.0
51628,Asian Art,Gift,2727.27,Q2,1900-1950,0,1942.0
51637,Asian Art,Purchase/Fund,5095.44,Q3,1600-1800,0,1778.0
51638,Asian Art,Purchase/Fund,17936.91,Q4 (largest),1400-1600,0,1506.0
51639,Asian Art,Purchase/Fund,13230.52,Q4 (largest),1400-1600,0,1468.0
51640,Asian Art,Purchase/Fund,9560.119999999999,Q4 (largest),1600-1800,0,1656.0
51643,Asian Art,Purchase/Fund,10932.48,Q4 (largest),1600-1800,0,1640.0
51644,Asian Art,Purchase/Fund,1074.56,Q2,1600-1800,0,1640.0
51645,Asian Art,Purchase/Fund,7187.639999999999,Q3,1600-1800,0,1640.0
51646,Asian Art,Purchase/Fund,15972.279999999999,Q4 (largest),1400-1600,0,1434.0
51647,Asian Art,Purchase/Fund,17579.25,Q4 (largest),1600-1800,0,1640.0
51648,Asian Art,Purchase/Fund,15013.300000000001,Q4 (largest),1400-1600,0,1506.0
51649,Asian Art,Purchase/Fund,12040.800000000001,Q4 (largest),1600-1800,0,1650.0
51650,Asian Art,Purchase/Fund,14399.83,Q4 (largest),1400-1600,0,1506.0
51651,Asian Art,Purchase/Fund,1055.7,Q2,1600-1800,0,1640.0
51652,Asian Art,Purchase/Fund,5706.72,Q3,1600-1800,0,1640.0
51653,Asian Art,Purchase/Fund,972.3599999999999,Q1 (smallest),Pre-1400,0,762.0
51654,Asian Art,Purchase/Fund,617.22,Q1 (smallest),Pre-1400,0,1120.0
51655,Asian Art,Purchase/Fund,1026.7199999999998,Q1 (smallest),1400-1600,0,1506.0
51656,Asian Art,Purchase/Fund,969.3,Q1 (smallest),1600-1800,0,1640.0
51657,Asian Art,Purchase/Fund,806.9799999999999,Q1 (smallest),1900-1950,0,1924.0
51658,Asian Art,Purchase/Fund,619.7599999999999,Q1 (smallest),1600-1800,0,1640.0
51659,Asian Art,Purchase/Fund,618.8000000000001,Q1 (smallest),1400-1600,0,1506.0
51660,Asian Art,Purchase/Fund,419.92,Q1 (smallest),1400-1600,0,1506.0
51661,Asian Art,Purchase/Fund,753.48,Q1 (smallest),1400-1600,0,1506.0
51662,Asian Art,Purchase/Fund,559.12,Q1 (smallest),1400-1600,0,1506.0
51664,Asian Art,Purchase/Fund,422.24,Q1 (smallest),1400-1600,0,1506.0
51665,Asian Art,Purchase/Fund,13592.04,Q4 (largest),Pre-1400,0,948.0
51666,Asian Art,Purchase/Fund,5515.88,Q3,1600-1800,0,1640.0
51667,Asian Art,Purchase/Fund,9432.63,Q4 (largest),1600-1800,0,1778.0
51668,Asian Art,Purchase/Fund,1194.76,Q2,Pre-1400,0,950.0
51669,Asian Art,Purchase/Fund,8703.66,Q3,1600-1800,0,1640.0
51670,Asian Art,Purchase/Fund,6329.52,Q3,1600-1800,0,1640.0
51671,Asian Art,Purchase/Fund,16656.3,Q4 (largest),1400-1600,0,1506.0
51672,Asian Art,Purchase/Fund,1049.75,Q2,1400-1600,0,1506.0
51673,Asian Art,Purchase/Fund,18445.079999999998,Q4 (largest),1600-1800,0,1640.0
51674,Asian Art,Purchase/Fund,8111.180000000001,Q3,1600-1800,0,1640.0
51675,Asian Art,Purchase/Fund,5984.689264428691,Q3,1400-1600,0,1506.0
51677,Asian Art,Purchase/Fund,172.9,Q1 (smallest),Pre-1400,0,600.0
51678,Asian Art,Purchase/Fund,634.8800000000001,Q1 (smallest),1400-1600,0,1506.0
51679,Asian Art,Purchase/Fund,510.27,Q1 (smallest),Pre-1400,0,1018.0
51680,Asian Art,Purchase/Fund,707.55,Q1 (smallest),1800-1900,0,1850.0
51681,Asian Art,Purchase/Fund,720.9,Q1 (smallest),1600-1800,0,1778.0
51682,Asian Art,Purchase/Fund,709.24,Q1 (smallest),1600-1800,0,1778.0
51683,Asian Art,Purchase/Fund,550.56,Q1 (smallest),1600-1800,0,1640.0
51684,Asian Art,Purchase/Fund,737.1,Q1 (smallest),1600-1800,0,1778.0
51685,Asian Art,Purchase/Fund,497.28,Q1 (smallest),Pre-1400,0,1240.0
51686,Asian Art,Purchase/Fund,750.6,Q1 (smallest),1800-1900,0,1850.0
51687,Asian Art,Purchase/Fund,624.96,Q1 (smallest),Pre-1400,0,1120.0
51688,Asian Art,Purchase/Fund,558.0,Q1 (smallest),1600-1800,0,1640.0
51689,Asian Art,Purchase/Fund,696.9599999999999,Q1 (smallest),1400-1600,0,1506.0
51690,Asian Art,Purchase/Fund,625.68,Q1 (smallest),Pre-1400,0,1120.0
51691,Asian Art,Purchase/Fund,855.98,Q1 (smallest),1400-1600,0,1506.0
51692,Asian Art,Purchase/Fund,705.96,Q1 (smallest),Pre-1400,0,1120.0
51693,Asian Art,Purchase/Fund,699.5999999999999,Q1 (smallest),1400-1600,0,1506.0
51694,Asian Art,Purchase/Fund,675.55,Q1 (smallest),1600-1800,0,1778.0
51695,Asian Art,Purchase/Fund,508.51000000000005,Q1 (smallest),1600-1800,0,1640.0
51696,Asian Art,Purchase/Fund,1090.0,Q2,1400-1600,0,1506.0
51697,Asian Art,Purchase/Fund,3894.56,Q3,1600-1800,0,1640.0
51698,Asian Art,Purchase/Fund,11620.19,Q4 (largest),1600-1800,0,1622.0
51699,Asian Art,Purchase/Fund,1066.8999999999999,Q2,1600-1800,0,1640.0
51700,Asian Art,Purchase/Fund,1224.0,Q2,1600-1800,0,1778.0
51701,Asian Art,Purchase/Fund,6467.799999999999,Q3,1600-1800,0,1778.0
51702,Asian Art,Purchase/Fund,500.64000000000004,Q1 (smallest),1600-1800,0,1778.0
51703,Asian Art,Purchase/Fund,4589.0,Q3,1600-1800,0,1778.0
51704,Asian Art,Purchase/Fund,825.8399999999999,Q1 (smallest),1400-1600,0,1506.0
51705,Asian Art,Purchase/Fund,1567.7,Q2,1400-1600,1,1550.0
51706,Asian Art,Purchase/Fund,10824.300000000001,Q4 (largest),1600-1800,0,1640.0
51707,Asian Art,Purchase/Fund,5826.360000000001,Q3,Pre-1400,0,1120.0
51708,Asian Art,Purchase/Fund,1944.8000000000002,Q2,1600-1800,0,1640.0
51709,Asian Art,Purchase/Fund,7811.6,Q3,1600-1800,0,1640.0
51710,Asian Art,Purchase/Fund,7913.880000000001,Q3,1400-1600,0,1506.0
51711,Asian Art,Purchase/Fund,7271.2,Q3,1400-1600,0,1506.0
51712,Asian Art,Purchase/Fund,17488.64,Q4 (largest),1600-1800,0,1778.0
51713,Asian Art,Purchase/Fund,16926.28,Q4 (largest),1400-1600,0,1506.0
51714,Asian Art,Purchase/Fund,16129.3,Q4 (largest),1400-1600,0,1506.0
51715,Asian Art,Purchase/Fund,18802.350000000002,Q4 (largest),1400-1600,0,1506.0
51716,Asian Art,Purchase/Fund,6936.0,Q3,1600-1800,0,1640.0
51717,Asian Art,Purchase/Fund,6531.4,Q3,1600-1800,0,1640.0
51718,Asian Art,Purchase/Fund,5114.880000000001,Q3,1600-1800,0,1640.0
51719,Asian Art,Purchase/Fund,11192.909999999998,Q4 (largest),1600-1800,0,1640.0
51720,Asian Art,Purchase/Fund,15347.85,Q4 (largest),1600-1800,0,1640.0
51721,Asian Art,Purchase/Fund,15552.0,Q4 (largest),1400-1600,0,1581.0
51722,Asian Art,Purchase/Fund,4209.7,Q3,1400-1600,0,1506.0
51723,Asian Art,Purchase/Fund,2049.5499999999997,Q2,1400-1600,0,1506.0
51724,Asian Art,Purchase/Fund,21162.9,Q4 (largest),1400-1600,0,1506.0
51725,Asian Art,Purchase/Fund,13959.84,Q4 (largest),1600-1800,0,1640.0
51726,Asian Art,Purchase/Fund,4257.36,Q3,Pre-1400,0,1092.0
51727,Asian Art,Purchase/Fund,15003.539999999999,Q4 (largest),Pre-1400,0,1320.0
51728,Asian Art,Purchase/Fund,130.18,Q1 (smallest),1600-1800,0,1640.0
51729,Asian Art,Purchase/Fund,2109.24,Q2,1400-1600,0,1506.0
51730,Asian Art,Purchase/Fund,1727.55,Q2,1400-1600,0,1506.0
51731,Asian Art,Purchase/Fund,21331.170000000002,Q4 (largest),1400-1600,0,1506.0
51732,Asian Art,Purchase/Fund,10924.159999999998,Q4 (largest),1400-1600,0,1506.0
51733,Asian Art,Purchase/Fund,17036.960000000003,Q4 (largest),1600-1800,0,1640.0
51734,Asian Art,Purchase/Fund,3874.8399999999997,Q3,Pre-1400,0,734.0
51735,Asian Art,Purchase/Fund,570.54,Q1 (smallest),1400-1600,0,1506.0
51736,Asian Art,Purchase/Fund,603.9499999999999,Q1 (smallest),1400-1600,0,1506.0
51737,Asian Art,Purchase/Fund,537.14,Q1 (smallest),1600-1800,0,1640.0
51738,Asian Art,Purchase/Fund,954.65,Q1 (smallest),Pre-1400,0,1320.0
51739,Asian Art,Purchase/Fund,382.17999999999995,Q1 (smallest),Pre-1400,0,1120.0
51740,Asian Art,Purchase/Fund,558.7599999999999,Q1 (smallest),1600-1800,0,1800.0
51741,Asian Art,Purchase/Fund,655.08,Q1 (smallest),1600-1800,0,1640.0
51742,Asian Art,Purchase/Fund,535.02,Q1 (smallest),1400-1600,0,1506.0
51743,Asian Art,Purchase/Fund,556.9499999999999,Q1 (smallest),1600-1800,0,1640.0
51744,Asian Art,Purchase/Fund,383.53999999999996,Q1 (smallest),1400-1600,0,1506.0
51745,Asian Art,Purchase/Fund,412.56000000000006,Q1 (smallest),1400-1600,0,1506.0
51746,Asian Art,Purchase/Fund,629.92,Q1 (smallest),1400-1600,0,1506.0
51747,Asian Art,Purchase/Fund,1892.3,Q2,Pre-1400,0,1302.0
51749,Asian Art,Gift,4611.089999999999,Q3,1800-1900,0,1850.0
51750,Asian Art,Gift,744.93,Q1 (smallest),1800-1900,0,1850.0
51751,Asian Art,Gift,10258.14,Q4 (largest),1600-1800,0,1640.0
51752,Asian Art,Gift,7845.76,Q3,1400-1600,0,1506.0
51754,Asian Art,Gift,11237.7,Q4 (largest),1600-1800,0,1664.0
51755,Asian Art,Gift,26853.82,Q4 (largest),1800-1900,0,1885.0
51756,Asian Art,Bequest,12571.52,Q4 (largest),1600-1800,0,1778.0
51757,Asian Art,Bequest,12571.52,Q4 (largest),1400-1600,0,1506.0
51758,Asian Art,Gift,3481.3799999999997,Q2,1400-1600,0,1486.0
51759,Asian Art,Gift,17973.579999999998,Q4 (largest),1400-1600,0,1506.0
51760,Asian Art,Bequest,952.0,Q1 (smallest),1600-1800,0,1778.0
51761,Asian Art,Bequest,952.0,Q1 (smallest),1600-1800,0,1800.0
51762,Asian Art,Bequest,1107.16,Q2,Pre-1400,0,1048.0
51763,Asian Art,Bequest,525.1,Q1 (smallest),Pre-1400,0,1250.0
51764,Asian Art,Bequest,8225.82683004,Q3,1600-1800,0,1800.0
51765,Asian Art,Gift,9954.199999999999,Q4 (largest),1800-1900,0,1862.0
51766,Asian Art,Gift,1981.45695276,Q2,1800-1900,0,1850.0
51767,Asian Art,Gift,575.68,Q1 (smallest),1600-1800,0,1778.0
51768,Asian Art,Gift,7951.17,Q3,Pre-1400,0,1330.0
51769,Asian Art,Purchase/Fund,21761.850000000002,Q4 (largest),1600-1800,0,1661.0
51770,Asian Art,Purchase/Fund,1580.65019151,Q2,1600-1800,0,1733.0
51771,Asian Art,Gift,10021.61,Q4 (largest),1800-1900,0,1850.0
51772,Asian Art,Gift,559.12,Q1 (smallest),Pre-1400,0,1120.0
51773,Asian Art,Gift,774.8000000000001,Q1 (smallest),Pre-1400,0,1320.0
51774,Asian Art,Purchase/Fund,2163.33,Q2,1600-1800,0,1685.0
51775,Asian Art,Gift,1497.18242601,Q2,1900-1950,0,1935.0
51776,Asian Art,Bequest,603.44,Q1 (smallest),1600-1800,0,1800.0
51777,Asian Art,Bequest,7534.599999999999,Q3,1600-1800,0,1766.0
51778,Asian Art,Bequest,4502.96,Q3,1900-1950,0,1902.0
51779,Asian Art,Bequest,9306.0,Q4 (largest),1800-1900,0,1850.0
51780,Asian Art,Bequest,4111.8,Q3,1800-1900,0,1850.0
51781,Asian Art,Bequest,1906.25,Q2,1600-1800,0,1635.0
51782,Asian Art,Bequest,3787.98,Q3,1800-1900,0,1894.0
51783,Asian Art,Bequest,5987.91,Q3,1800-1900,0,1873.0
51785,Asian Art,Bequest,6893.0,Q3,1800-1900,0,1877.0
51786,Asian Art,Bequest,4378.06,Q3,1600-1800,0,1716.0
51787,Asian Art,Bequest,5613.719999999999,Q3,1900-1950,0,1920.0
51788,Asian Art,Bequest,7621.85,Q3,1800-1900,0,1849.0
51789,Asian Art,Bequest,2740.26,Q2,1600-1800,0,1779.0
51790,Asian Art,Bequest,1351.5,Q2,1600-1800,0,1746.0
51791,Asian Art,Bequest,6822.599999999999,Q3,1600-1800,0,1750.0
51792,Asian Art,Bequest,10081.54,Q4 (largest),1900-1950,0,1926.0
51793,Asian Art,Bequest,1607.3500000000001,Q2,1600-1800,0,1779.0
51794,Asian Art,Bequest,4247.62,Q3,1900-1950,0,1920.0
51795,Asian Art,Bequest,15134.0,Q4 (largest),1600-1800,0,1800.0
51796,Asian Art,Bequest,2398.96,Q2,1800-1900,0,1850.0
51797,Asian Art,Bequest,5066.88,Q3,1800-1900,0,1850.0
51798,Asian Art,Gift,4138.56,Q3,1600-1800,0,1778.0
51799,Asian Art,Gift,18285.84,Q4 (largest),1600-1800,0,1640.0
51800,Asian Art,Gift,15877.469999999998,Q4 (largest),1600-1800,0,1607.0
51801,Asian Art,Purchase/Fund,3550.0499999999997,Q3,1900-1950,0,1928.0
51802,Asian Art,Gift,3231.06,Q2,1600-1800,0,1640.0
51803,Asian Art,Purchase/Fund,1037.9053257642001,Q1 (smallest),1600-1800,0,1674.0
51804,Asian Art,Purchase/Fund,33066.0,Q4 (largest),1400-1600,0,1506.0
51805,Asian Art,Gift,36240.68,Q4 (largest),Pre-1400,0,1120.0
51806,Asian Art,Gift,4726.75,Q3,1400-1600,0,1506.0
51808,Asian Art,Gift,33133.5,Q4 (largest),1600-1800,0,1640.0
51809,Asian Art,Purchase/Fund,848.0699999999999,Q1 (smallest),1800-1900,0,1850.0
51810,Asian Art,Purchase/Fund,8988.980000000001,Q4 (largest),1400-1600,0,1550.0
51811,Asian Art,Gift,1877.7599999999998,Q2,1800-1900,0,1830.0
51812,Asian Art,Gift,9418.859999999999,Q4 (largest),Pre-1400,0,1320.0
51813,Asian Art,Gift,14701.5,Q4 (largest),1600-1800,0,1780.0
51814,Asian Art,Gift,9278.279999999999,Q4 (largest),Pre-1400,0,1320.0
51815,Asian Art,Gift,127.0,Q1 (smallest),1600-1800,0,1766.0
51817,Asian Art,Gift,7257.160000000001,Q3,1600-1800,0,1650.0
51818,Asian Art,Gift,4965.0599999999995,Q3,1400-1600,0,1506.0
51819,Asian Art,Gift,16361.409999999998,Q4 (largest),1600-1800,0,1640.0
51820,Asian Art,Gift,16361.409999999998,Q4 (largest),1600-1800,0,1640.0
51821,Asian Art,Gift,10315.56,Q4 (largest),Pre-1400,0,1120.0
51822,Asian Art,Purchase/Fund,11316.199999999999,Q4 (largest),1800-1900,0,1807.0
51823,Asian Art,Gift,437.76000000000005,Q1 (smallest),1600-1800,0,1778.0
51824,Asian Art,Gift,19808.14,Q4 (largest),1400-1600,0,1506.0
51825,Asian Art,Gift,19808.14,Q4 (largest),1400-1600,0,1506.0
51826,Asian Art,Gift,19630.93,Q4 (largest),1600-1800,0,1640.0
51827,Asian Art,Gift,19939.64,Q4 (largest),1600-1800,0,1640.0
51828,Asian Art,Gift,19690.75,Q4 (largest),1600-1800,0,1640.0
51829,Asian Art,Gift,16126.18,Q4 (largest),1600-1800,0,1640.0
51830,Asian Art,Gift,19630.93,Q4 (largest),1600-1800,0,1640.0
51831,Asian Art,Gift,17170.35,Q4 (largest),1600-1800,0,1640.0
51832,Asian Art,Gift,8564.88,Q3,1600-1800,0,1800.0
51833,Asian Art,Gift,3069.57,Q2,1400-1600,0,1497.0
51834,Asian Art,Gift,14620.18,Q4 (largest),1600-1800,0,1640.0
51835,Asian Art,Gift,19488.29,Q4 (largest),1600-1800,0,1640.0
51836,Asian Art,Gift,19242.100000000002,Q4 (largest),1600-1800,0,1640.0
51837,Asian Art,Gift,19242.100000000002,Q4 (largest),1600-1800,0,1640.0
51838,Asian Art,Gift,920.08,Q1 (smallest),1800-1900,0,1850.0
51839,Asian Art,Gift,920.08,Q1 (smallest),1800-1900,0,1850.0
51840,Asian Art,Gift,19690.75,Q4 (largest),1600-1800,0,1640.0
51841,Asian Art,Gift,19501.32,Q4 (largest),1600-1800,0,1640.0
51842,Asian Art,Gift,17160.239999999998,Q4 (largest),1600-1800,0,1640.0
51843,Asian Art,Gift,11130.140000000001,Q4 (largest),1600-1800,0,1650.0
51844,Asian Art,Bequest,20005.04,Q4 (largest),1800-1900,0,1850.0
51846,Asian Art,Gift,9677.4,Q4 (largest),1600-1800,0,1640.0
51847,Asian Art,Gift,1494.08,Q2,1400-1600,0,1506.0
51848,Asian Art,Gift,6726.8,Q3,1600-1800,0,1640.0
51850,Asian Art,Gift,5657.849999999999,Q3,1400-1600,0,1596.0
51851,Asian Art,Gift,919.9615151061752,Q1 (smallest),1800-1900,0,1850.0
51852,Asian Art,Gift,1430.55,Q2,1800-1900,0,1850.0
51853,Asian Art,Purchase/Fund,1343.8999999999999,Q2,1600-1800,0,1750.0
51854,Asian Art,Purchase/Fund,1343.98,Q2,1600-1800,0,1750.0
51855,Asian Art,Gift,15645.67,Q4 (largest),1800-1900,0,1835.0
51856,Asian Art,Gift,9286.199999999999,Q4 (largest),1600-1800,0,1778.0
51857,Asian Art,Gift,24381.989999999998,Q4 (largest),1400-1600,0,1574.0
51858,Asian Art,Bequest,922.3199999999998,Q1 (smallest),1400-1600,0,1468.0
51859,Asian Art,Bequest,10784.84,Q4 (largest),1900-1950,0,1950.0
51863,Asian Art,Gift,4474.46,Q3,1600-1800,0,1640.0
51864,Asian Art,Gift,981.7500000000001,Q1 (smallest),1600-1800,0,1688.0
51866,Asian Art,Gift,750.3000000000001,Q1 (smallest),1900-1950,0,1906.0
51867,Asian Art,Gift,750.3000000000001,Q1 (smallest),1900-1950,0,1906.0
51868,Asian Art,Gift,750.3000000000001,Q1 (smallest),1900-1950,0,1906.0
51871,Asian Art,Bequest,21250.63,Q4 (largest),1400-1600,0,1416.0
51872,Asian Art,Bequest,4062.9999999999995,Q3,1400-1600,0,1596.0
51873,Asian Art,Bequest,12424.599999999999,Q4 (largest),1600-1800,0,1638.0
51887,Asian Art,Bequest,11059.62,Q4 (largest),1600-1800,0,1661.0
51896,Asian Art,Bequest,1228.58110900496,Q2,1600-1800,0,1740.0
51903,Asian Art,Gift,919.9615151061752,Q1 (smallest),1800-1900,0,1850.0
52080,Asian Art,Purchase/Fund,17911.62,Q4 (largest),1400-1600,0,1434.0
52096,Asian Art,Bequest,4600.549999999999,Q3,1900-1950,0,1950.0
52225,Asian Art,Gift,8549.199999999999,Q3,1600-1800,0,1667.0
52705,Asian Art,Purchase/Fund,2616.0,Q2,1600-1800,0,1800.0
52946,Asian Art,Gift,5516.0,Q3,1600-1800,0,1729.0
52987,Asian Art,Gift,16592.0,Q4 (largest),1600-1800,0,1625.0
52988,Asian Art,Gift,511.68000000000006,Q1 (smallest),1600-1800,0,1634.0
53008,Asian Art,Gift,32131.069999999996,Q4 (largest),1600-1800,0,1650.0
