object_id,department,acquisition_type,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
437165,European Paintings,Bequest,12543.510000000002,Q4 (largest),1400-1600,0,1561.0
437168,European Paintings,Other,686.25,Q1 (smallest),1400-1600,1,1512.0
437169,European Paintings,Gift,15918.18,Q4 (largest),1900-1950,0,1909.0
437170,European Paintings,Bequest,10383.52,Q4 (largest),1800-1900,0,1878.0
437171,European Paintings,Bequest,2207.32,Q2,1600-1800,0,1671.0
437172,European Paintings,Bequest,1676.3999999999999,Q2,1600-1800,1,1675.0
437173,European Paintings,Bequest,23963.579999999998,Q4 (largest),1600-1800,1,1668.0
437174,European Paintings,Gift,21731.16,Q4 (largest),1600-1800,1,1652.0
437175,European Paintings,Purchase/Fund,18094.44,Q4 (largest),1600-1800,1,1674.0
437177,European Paintings,Gift,43605.450000000004,Q4 (largest),1600-1800,1,1762.0
437178,European Paintings,Purchase/Fund,5128.0,Q3,1600-1800,0,1675.0
437179,European Paintings,Bequest,6437.79,Q3,1800-1900,1,1828.0
437180,European Paintings,Bequest,3408.5800000000004,Q2,1600-1800,1,1740.0
437181,European Paintings,Bequest,16699.23,Q4 (largest),1600-1800,1,1749.0
437182,European Paintings,Other,5128.0,Q3,1600-1800,1,1753.0
437183,European Paintings,Purchase/Fund,14346.15,Q4 (largest),1600-1800,1,1756.0
437184,European Paintings,Gift,5247.0599999999995,Q3,1600-1800,0,1738.0
437185,European Paintings,Gift,5352.48,Q3,1600-1800,0,1744.0
437187,European Paintings,Bequest,214.5,Q1 (smallest),1600-1800,0,1638.0
437188,European Paintings,Bequest,214.5,Q1 (smallest),1600-1800,0,1638.0
437189,European Paintings,Purchase/Fund,500.37999999999994,Q1 (smallest),1600-1800,0,1660.0
437190,European Paintings,Purchase/Fund,2960.7899999999995,Q2,1600-1800,1,1653.0
437191,European Paintings,Gift,3627.12,Q3,1600-1800,0,1654.0
437192,European Paintings,Bequest,809.68,Q1 (smallest),1600-1800,1,1660.0
437193,European Paintings,Bequest,1062.99,Q2,1600-1800,0,1678.0
437195,European Paintings,Gift,2671.7999999999997,Q2,1400-1600,0,1490.0
437196,European Paintings,Gift,2352.18,Q2,1600-1800,0,1687.0
437197,European Paintings,Purchase/Fund,1436.64,Q2,1600-1800,0,1687.0
437198,European Paintings,Gift,5629.5,Q3,1900-1950,0,1923.0
437199,European Paintings,Other,236.18000000000004,Q1 (smallest),1400-1600,1,1490.0
437202,European Paintings,Bequest,8844.72,Q3,1400-1600,1,1470.0
437203,European Paintings,Bequest,934.2,Q1 (smallest),1400-1600,0,1450.0
437204,European Paintings,Bequest,663.75,Q1 (smallest),1400-1600,0,1520.0
437205,European Paintings,Other,560.6999999999999,Q1 (smallest),1400-1600,0,1535.0
437206,European Paintings,Gift,10512.0,Q4 (largest),1400-1600,0,1539.0
437207,European Paintings,Gift,4272.25,Q3,1400-1600,0,1545.0
437208,European Paintings,Bequest,327.59999999999997,Q1 (smallest),1400-1600,0,1569.0
437209,European Paintings,Other,346.5,Q1 (smallest),1400-1600,1,1524.0
437210,European Paintings,Bequest,1328.3999999999999,Q2,1400-1600,0,1512.0
437211,European Paintings,Bequest,4223.339999999999,Q3,1400-1600,0,1550.0
437212,European Paintings,Bequest,3761.9400000000005,Q3,1400-1600,0,1520.0
437213,European Paintings,Gift,10232.58,Q4 (largest),1400-1600,1,1518.0
437214,European Paintings,Purchase/Fund,4969.839999999999,Q3,1400-1600,0,1522.0
437216,European Paintings,Bequest,1337.83,Q2,1400-1600,1,1518.0
437217,European Paintings,Purchase/Fund,34011.549999999996,Q4 (largest),1400-1600,1,1537.0
437218,European Paintings,Gift,2264.02,Q2,1600-1800,0,1665.0
437219,European Paintings,Bequest,27784.679999999997,Q4 (largest),1800-1900,0,1880.0
437220,European Paintings,Bequest,1752.6000000000001,Q2,1800-1900,0,1884.0
437221,European Paintings,Bequest,6385.56,Q3,Pre-1400,0,1380.0
437222,European Paintings,Purchase/Fund,7397.8,Q3,1400-1600,1,1410.0
437227,European Paintings,Gift,5803.900000000001,Q3,1600-1800,0,1672.0
437229,European Paintings,Bequest,5969.460000000001,Q3,1400-1600,1,1518.0
437230,European Paintings,Bequest,861.22,Q1 (smallest),1400-1600,0,1520.0
437231,European Paintings,Bequest,3591.6000000000004,Q3,1400-1600,1,1520.0
437232,European Paintings,Gift,12186.87,Q4 (largest),1400-1600,0,1500.0
437233,European Paintings,Bequest,555.12,Q1 (smallest),1600-1800,0,1674.0
437234,European Paintings,Purchase/Fund,5222.879999999999,Q3,1600-1800,1,1753.0
437235,European Paintings,Purchase/Fund,5222.879999999999,Q3,1600-1800,1,1753.0
437236,European Paintings,Gift,87.22000000000001,Q1 (smallest),1400-1600,1,1460.0
437237,European Paintings,Gift,12025.86,Q4 (largest),1600-1800,0,1650.0
437238,European Paintings,Bequest,9911.45,Q4 (largest),1600-1800,0,1645.0
437239,European Paintings,Gift,24061.45,Q4 (largest),1800-1900,0,1807.0
437240,European Paintings,Gift,2513.14,Q2,Pre-1400,0,1312.0
437241,European Paintings,Gift,9176.75,Q4 (largest),1400-1600,0,1551.0
437242,European Paintings,Gift,29211.270000000004,Q4 (largest),1400-1600,1,1596.0
437243,European Paintings,Other,1255.8,Q2,Pre-1400,1,1325.0
437244,European Paintings,Purchase/Fund,39565.79,Q4 (largest),1600-1800,0,1757.0
437245,European Paintings,Purchase/Fund,40099.299999999996,Q4 (largest),1600-1800,1,1757.0
437246,European Paintings,Purchase/Fund,7377.8,Q3,1600-1800,0,1760.0
437248,European Paintings,Bequest,5141.7,Q3,Pre-1400,1,1374.0
437249,European Paintings,Bequest,4111.38,Q3,Pre-1400,0,1350.0
437250,European Paintings,Bequest,4977.76,Q3,1400-1600,1,1532.0
437251,European Paintings,Bequest,5929.630000000001,Q3,1800-1900,0,1872.0
437252,European Paintings,Bequest,2047.92,Q2,1800-1900,0,1886.0
437255,European Paintings,Gift,5929.630000000001,Q3,1400-1600,0,1566.0
437256,European Paintings,Bequest,3537.5900000000006,Q3,1600-1800,0,1734.0
437257,European Paintings,Other,15172.74,Q4 (largest),1600-1800,1,1733.0
437258,European Paintings,Other,370.97999999999996,Q1 (smallest),1600-1800,1,1726.0
437259,European Paintings,Bequest,3531.6000000000004,Q3,1600-1800,1,1725.0
437260,European Paintings,Bequest,3531.6000000000004,Q3,1600-1800,1,1725.0
437261,European Paintings,Purchase/Fund,9552.75,Q4 (largest),1400-1600,1,1514.0
437262,European Paintings,Bequest,29739.870000000003,Q4 (largest),1600-1800,0,1603.0
437263,European Paintings,Gift,12251.420000000002,Q4 (largest),1600-1800,1,1606.0
437265,European Paintings,Bequest,37966.6,Q4 (largest),1600-1800,0,1765.0
437268,European Paintings,Gift,14985.44,Q4 (largest),1600-1800,0,1724.0
437269,European Paintings,Gift,10563.25,Q4 (largest),1800-1900,0,1874.0
437270,European Paintings,Bequest,1865.6000000000001,Q2,1800-1900,0,1876.0
437272,European Paintings,Purchase/Fund,1233.9,Q2,1400-1600,1,1502.0
437273,European Paintings,Gift,10720.0,Q4 (largest),1400-1600,1,1496.0
437274,European Paintings,Purchase/Fund,1069.2900000000002,Q2,1400-1600,0,1518.0
437275,European Paintings,Gift,7066.4400000000005,Q3,1400-1600,0,1518.0
437276,European Paintings,Bequest,456.75,Q1 (smallest),1400-1600,1,1448.0
437279,European Paintings,Bequest,220.32,Q1 (smallest),1800-1900,0,1865.0
437280,European Paintings,Gift,7068.8,Q3,1600-1800,0,1732.0
437281,European Paintings,Bequest,4035.16,Q3,1600-1800,0,1734.0
437282,European Paintings,Bequest,7985.76,Q3,1600-1800,0,1624.0
437283,European Paintings,Gift,11949.75,Q4 (largest),1400-1600,1,1497.0
437284,European Paintings,Gift,11907.45,Q4 (largest),1400-1600,1,1497.0
437285,European Paintings,Bequest,686.1999999999999,Q1 (smallest),1400-1600,1,1481.0
437286,European Paintings,Gift,29141.2,Q4 (largest),1600-1800,1,1740.0
437288,European Paintings,Gift,4743.66,Q3,Pre-1400,0,1328.0
437290,European Paintings,Purchase/Fund,5862.93,Q3,1400-1600,1,1420.0
437291,European Paintings,Bequest,2538.0,Q2,1400-1600,1,1487.0
437295,European Paintings,Gift,26408.519999999997,Q4 (largest),1800-1900,0,1875.0
437298,European Paintings,Other,1370.1999999999998,Q2,1400-1600,1,1430.0
437299,European Paintings,Bequest,9996.300000000001,Q4 (largest),1800-1900,1,1867.0
437300,European Paintings,Gift,5056.29,Q3,1800-1900,1,1874.0
437301,European Paintings,Gift,4380.0,Q3,1800-1900,1,1874.0
437302,European Paintings,Bequest,2525.4,Q2,1800-1900,0,1876.0
437303,European Paintings,Gift,4314.3,Q3,1800-1900,0,1880.0
437304,European Paintings,Gift,10426.75,Q4 (largest),1800-1900,1,1892.0
437305,European Paintings,Gift,1741.17,Q2,1800-1900,1,1893.0
437306,European Paintings,Bequest,4401.9,Q3,1800-1900,0,1895.0
437307,European Paintings,Bequest,6006.96,Q3,1800-1900,1,1895.0
437308,European Paintings,Bequest,3534.9299999999994,Q3,1800-1900,1,1896.0
437309,European Paintings,Gift,2495.2200000000003,Q2,1800-1900,1,1896.0
437310,European Paintings,Gift,5268.24,Q3,1800-1900,0,1897.0
437311,European Paintings,Gift,5292.629999999999,Q3,1800-1900,1,1898.0
437312,European Paintings,Gift,6772.92,Q3,1800-1900,1,1899.0
437313,European Paintings,Gift,6750.929999999999,Q3,1800-1900,1,1899.0
437314,European Paintings,Gift,6787.7699999999995,Q3,1800-1900,1,1899.0
437316,European Paintings,Gift,4440.0,Q3,1800-1900,1,1878.0
437317,European Paintings,Gift,2621.6,Q2,1800-1900,1,1872.0
437319,European Paintings,Bequest,591.3,Q1 (smallest),1800-1900,0,1870.0
437321,European Paintings,Gift,1041.1200000000001,Q1 (smallest),1800-1900,0,1884.0
437322,European Paintings,Bequest,1721.2800000000002,Q2,1400-1600,1,1480.0
437323,European Paintings,Bequest,5575.400000000001,Q3,1600-1800,1,1650.0
437324,European Paintings,Purchase/Fund,1252.92,Q2,1400-1600,0,1564.0
437325,European Paintings,Bequest,6414.84,Q3,1600-1800,1,1606.0
437326,European Paintings,Purchase/Fund,21783.39,Q4 (largest),1600-1800,1,1658.0
437327,European Paintings,Gift,12069.82,Q4 (largest),1600-1800,1,1633.0
437328,European Paintings,Purchase/Fund,7088.25,Q3,1600-1800,1,1627.0
437329,European Paintings,Purchase/Fund,32450.54,Q4 (largest),1600-1800,1,1634.0
437330,European Paintings,Purchase/Fund,20753.07,Q4 (largest),1600-1800,1,1655.0
437331,European Paintings,Bequest,21689.79,Q4 (largest),1600-1800,0,1662.0
437332,European Paintings,Gift,1833.75,Q2,1400-1600,0,1493.0
437333,European Paintings,Bequest,38087.28,Q4 (largest),1600-1800,1,1663.0
437335,European Paintings,Gift,6286.280000000001,Q3,1400-1600,0,1454.0
437336,European Paintings,Gift,36788.079999999994,Q4 (largest),1600-1800,1,1610.0
437337,European Paintings,Bequest,531.8100000000001,Q1 (smallest),1400-1600,0,1498.0
437338,European Paintings,Other,909.0899999999999,Q1 (smallest),1400-1600,1,1495.0
437339,European Paintings,Bequest,22523.05,Q4 (largest),1800-1900,1,1818.0
437340,European Paintings,Gift,30636.210000000003,Q4 (largest),1800-1900,1,1817.0
437342,European Paintings,Gift,50013.92,Q4 (largest),1400-1600,1,1593.0
437343,European Paintings,Bequest,37951.62,Q4 (largest),1800-1900,1,1889.0
437344,European Paintings,Purchase/Fund,11484.550000000001,Q4 (largest),1800-1900,1,1891.0
437346,European Paintings,Gift,4582.11,Q3,1800-1900,0,1892.0
437347,European Paintings,Gift,4472.19,Q3,1800-1900,0,1886.0
437349,European Paintings,Bequest,7038.400000000001,Q3,1800-1900,0,1868.0
437350,European Paintings,Gift,1000.7599999999999,Q1 (smallest),1800-1900,0,1886.0
437351,European Paintings,Gift,3540.39,Q3,1600-1800,0,1628.0
437352,European Paintings,Bequest,1856.25,Q2,1600-1800,0,1636.0
437354,European Paintings,Bequest,36628.200000000004,Q4 (largest),1800-1900,0,1808.0
437355,European Paintings,Gift,35263.62,Q4 (largest),1800-1900,1,1808.0
437356,European Paintings,Gift,4876.8,Q3,1600-1800,0,1800.0
437357,European Paintings,Bequest,6193.400000000001,Q3,1600-1800,0,1800.0
437358,European Paintings,Bequest,6193.400000000001,Q3,1600-1800,0,1800.0
437359,European Paintings,Bequest,12740.64,Q4 (largest),1600-1800,0,1800.0
437360,European Paintings,Gift,12766.400000000001,Q4 (largest),1600-1800,0,1800.0
437361,European Paintings,Gift,12788.16,Q4 (largest),1600-1800,0,1794.0
437363,European Paintings,Gift,4815.84,Q3,1600-1800,0,1800.0
437364,European Paintings,Purchase/Fund,11187.9,Q4 (largest),1800-1900,0,1816.0
437365,European Paintings,Bequest,12532.29,Q4 (largest),1800-1900,0,1805.0
437366,European Paintings,Bequest,4902.389999999999,Q3,1800-1900,0,1899.0
437367,European Paintings,Purchase/Fund,5592.0,Q3,1800-1900,0,1897.0
437368,European Paintings,Bequest,2129.79,Q2,1400-1600,1,1490.0
437371,European Paintings,Purchase/Fund,696.49,Q1 (smallest),1400-1600,1,1504.0
437372,European Paintings,Gift,29721.760000000002,Q4 (largest),1400-1600,1,1504.0
437373,European Paintings,Other,5491.2,Q3,1400-1600,0,1550.0
437374,European Paintings,Gift,3968.23,Q3,1600-1800,0,1635.0
437376,European Paintings,Purchase/Fund,12380.95,Q4 (largest),1600-1800,0,1668.0
437378,European Paintings,Purchase/Fund,3227.0399999999995,Q2,1900-1950,0,1903.0
437380,European Paintings,Gift,5365.8,Q3,1900-1950,0,1910.0
437381,European Paintings,Purchase/Fund,4804.83,Q3,1900-1950,0,1905.0
437382,European Paintings,Bequest,3925.8,Q3,1900-1950,0,1906.0
437383,European Paintings,Bequest,8925.7,Q3,1900-1950,1,1914.0
437384,European Paintings,Gift,16464.0,Q4 (largest),1800-1900,1,1870.0
437385,European Paintings,Bequest,18963.318753575004,Q4 (largest),1600-1800,1,1632.0
437386,European Paintings,Bequest,9939.02,Q4 (largest),1600-1800,1,1632.0
437387,European Paintings,Gift,3938.7599999999998,Q3,1600-1800,1,1632.0
437388,European Paintings,Bequest,9939.02,Q4 (largest),1600-1800,1,1632.0
437389,European Paintings,Bequest,12382.5,Q4 (largest),1600-1800,1,1633.0
437390,European Paintings,Bequest,3408.5800000000004,Q2,1600-1800,1,1633.0
437391,European Paintings,Gift,12695.7,Q4 (largest),1600-1800,1,1633.0
437392,European Paintings,Bequest,4151.04,Q3,1600-1800,1,1640.0
437393,European Paintings,Bequest,4358.64,Q3,1600-1800,1,1643.0
437394,European Paintings,Purchase/Fund,19587.75,Q4 (largest),1600-1800,1,1653.0
437395,European Paintings,Other,16120.470000000003,Q4 (largest),1600-1800,1,1654.0
437396,European Paintings,Gift,5401.760000000001,Q3,1600-1800,1,1655.0
437397,European Paintings,Bequest,5404.19,Q3,1600-1800,1,1660.0
437398,European Paintings,Gift,9180.0,Q4 (largest),1600-1800,0,1654.0
437399,European Paintings,Bequest,6791.02,Q3,1600-1800,1,1662.0
437400,European Paintings,Gift,5385.75,Q3,1600-1800,0,1658.0
437401,European Paintings,Bequest,5424.379999999999,Q3,1600-1800,0,1648.0
437402,European Paintings,Bequest,6870.659999999999,Q3,1600-1800,1,1662.0
437403,European Paintings,Bequest,3105.15,Q2,1600-1800,0,1655.0
437404,European Paintings,Bequest,1754.83,Q2,1600-1800,0,1648.0
437405,European Paintings,Bequest,3368.3500000000004,Q2,1600-1800,1,1648.0
437406,European Paintings,Bequest,9383.04,Q4 (largest),1600-1800,1,1660.0
437407,European Paintings,Other,7871.779999999999,Q3,1600-1800,0,1662.0
437408,European Paintings,Gift,4774.110000000001,Q3,1600-1800,0,1687.0
437409,European Paintings,Bequest,11870.099999999999,Q4 (largest),1600-1800,0,1650.0
437410,European Paintings,Bequest,11935.92,Q4 (largest),1600-1800,0,1650.0
437411,European Paintings,Bequest,7336.54,Q3,1600-1800,0,1650.0
437412,European Paintings,Bequest,12839.400000000001,Q4 (largest),1600-1800,1,1658.0
437413,European Paintings,Other,1194.24,Q2,1600-1800,0,1650.0
437414,European Paintings,Bequest,21743.399999999998,Q4 (largest),1600-1800,0,1680.0
437415,European Paintings,Bequest,7638.179999999999,Q3,1600-1800,0,1654.0
437416,European Paintings,Purchase/Fund,9221.95,Q4 (largest),1600-1800,0,1650.0
437417,European Paintings,Bequest,1054.85,Q2,1600-1800,0,1648.0
437418,European Paintings,Gift,4698.53,Q3,1600-1800,0,1744.0
437419,European Paintings,Bequest,361.34999999999997,Q1 (smallest),1600-1800,0,1650.0
437420,European Paintings,Bequest,4674.8099999999995,Q3,1600-1800,0,1766.0
437421,European Paintings,Bequest,367.5,Q1 (smallest),1600-1800,0,1650.0
437422,European Paintings,Gift,14543.199999999999,Q4 (largest),1600-1800,1,1618.0
437423,European Paintings,Purchase/Fund,49687.200000000004,Q4 (largest),1600-1800,1,1627.0
437424,European Paintings,Gift,4857.82,Q3,1800-1900,1,1871.0
437425,European Paintings,Bequest,1328.3999999999999,Q2,1800-1900,1,1879.0
437426,European Paintings,Bequest,3141.1000000000004,Q2,1800-1900,0,1880.0
437427,European Paintings,Bequest,4853.61,Q3,1800-1900,0,1881.0
437428,European Paintings,Purchase/Fund,3515.3999999999996,Q2,1800-1900,1,1881.0
437429,European Paintings,Bequest,3453.8399999999997,Q2,1800-1900,1,1881.0
437430,European Paintings,Bequest,6668.04,Q3,1800-1900,1,1883.0
437431,European Paintings,Bequest,3008.4,Q2,1800-1900,0,1883.0
437432,European Paintings,Bequest,6787.7699999999995,Q3,1900-1950,1,1914.0
437433,European Paintings,Bequest,3570.8400000000006,Q3,1900-1950,1,1911.0
437434,European Paintings,Bequest,5317.02,Q3,1800-1900,0,1890.0
437436,European Paintings,Bequest,1767.84,Q2,1800-1900,1,1870.0
437437,European Paintings,Bequest,7161.42,Q3,1800-1900,1,1875.0
437438,European Paintings,Gift,1315.44,Q2,1800-1900,0,1891.0
437439,European Paintings,Purchase/Fund,3515.3999999999996,Q2,1800-1900,0,1889.0
437440,European Paintings,Bequest,279.0,Q1 (smallest),1800-1900,0,1870.0
437441,European Paintings,Gift,2522.52,Q2,1800-1900,0,1884.0
437442,European Paintings,Gift,6151.880000000001,Q3,1800-1900,1,1884.0
437443,European Paintings,Gift,30290.4,Q4 (largest),1600-1800,0,1748.0
437444,European Paintings,Gift,15834.580000000002,Q4 (largest),1600-1800,0,1764.0
437445,European Paintings,Gift,26404.64,Q4 (largest),1600-1800,0,1768.0
437446,European Paintings,Purchase/Fund,6548.3099999999995,Q3,1600-1800,0,1768.0
437447,European Paintings,Bequest,34619.74,Q4 (largest),1600-1800,0,1782.0
437448,European Paintings,Bequest,6774.18,Q3,1600-1800,0,1784.0
437449,European Paintings,Gift,76506.54308953532,Q4 (largest),1600-1800,1,1764.0
437450,European Paintings,Bequest,12903.199999999999,Q4 (largest),1600-1800,1,1789.0
437451,European Paintings,Gift,20929.38,Q4 (largest),1600-1800,0,1786.0
437452,European Paintings,Bequest,15772.469999999998,Q4 (largest),1600-1800,1,1787.0
437453,European Paintings,Bequest,4677.4400000000005,Q3,1600-1800,0,1768.0
437454,European Paintings,Gift,6793.2,Q3,1600-1800,0,1787.0
437455,European Paintings,Purchase/Fund,32341.280000000002,Q4 (largest),1600-1800,1,1648.0
437456,European Paintings,Bequest,2561.28,Q2,1800-1900,0,1876.0
437457,European Paintings,Gift,6705.599999999999,Q3,1600-1800,1,1714.0
437458,European Paintings,Gift,14681.199999999999,Q4 (largest),1600-1800,0,1700.0
437460,European Paintings,Bequest,3408.5800000000004,Q2,1800-1900,0,1879.0
437461,European Paintings,Bequest,2507.76,Q2,1800-1900,0,1869.0
437462,European Paintings,Bequest,2360.7000000000003,Q2,1800-1900,0,1871.0
437463,European Paintings,Purchase/Fund,14419.719999999998,Q4 (largest),1600-1800,1,1710.0
437464,European Paintings,Bequest,27579.6,Q4 (largest),1600-1800,1,1720.0
437465,European Paintings,Bequest,5402.04,Q3,1600-1800,0,1693.0
437466,European Paintings,Gift,7619.32,Q3,1400-1600,1,1578.0
437467,European Paintings,Gift,19965.01,Q4 (largest),1800-1900,0,1876.0
437468,European Paintings,Bequest,25145.26,Q4 (largest),1600-1800,1,1773.0
437470,European Paintings,Gift,13863.24,Q4 (largest),1600-1800,1,1784.0
437471,European Paintings,Gift,11220.0,Q4 (largest),1600-1800,0,1780.0
437472,European Paintings,Gift,9133.72,Q4 (largest),1600-1800,0,1780.0
437473,European Paintings,Gift,21615.48,Q4 (largest),1600-1800,1,1778.0
437474,European Paintings,Gift,11178.75,Q4 (largest),1600-1800,0,1780.0
437475,European Paintings,Gift,9069.52,Q4 (largest),1600-1800,0,1780.0
437476,European Paintings,Gift,14808.36,Q4 (largest),1600-1800,1,1778.0
437477,European Paintings,Gift,13819.980000000001,Q4 (largest),1600-1800,1,1778.0
437479,European Paintings,Bequest,25001.69,Q4 (largest),1600-1800,1,1774.0
437480,European Paintings,Gift,15241.86,Q4 (largest),1600-1800,1,1778.0
437481,European Paintings,Gift,21405.96,Q4 (largest),1600-1800,1,1778.0
437487,European Paintings,Bequest,705.96,Q1 (smallest),1400-1600,1,1460.0
437488,European Paintings,Other,549.63,Q1 (smallest),1400-1600,1,1445.0
437489,European Paintings,Bequest,2419.35,Q2,1400-1600,1,1496.0
437490,European Paintings,Gift,21382.89,Q4 (largest),1400-1600,1,1468.0
437491,European Paintings,Bequest,148.2,Q1 (smallest),1400-1600,1,1474.0
437492,European Paintings,Bequest,2777.25,Q2,1400-1600,0,1450.0
437494,European Paintings,Gift,4362.24,Q3,1800-1900,0,1820.0
437495,European Paintings,Gift,4339.2,Q3,1800-1900,0,1820.0
437496,European Paintings,Purchase/Fund,44141.25,Q4 (largest),1600-1800,0,1646.0
437497,European Paintings,Bequest,21726.0,Q4 (largest),1400-1600,1,1540.0
437498,European Paintings,Gift,4777.92,Q3,1600-1800,0,1781.0
437499,European Paintings,Gift,4792.9800000000005,Q3,1600-1800,0,1778.0
437500,European Paintings,Other,12903.199999999999,Q4 (largest),1600-1800,1,1777.0
437501,European Paintings,Purchase/Fund,12738.1,Q4 (largest),1600-1800,0,1789.0
437502,European Paintings,Purchase/Fund,4755.24,Q3,1600-1800,0,1778.0
437503,European Paintings,Bequest,4815.84,Q3,1600-1800,0,1795.0
437504,European Paintings,Bequest,4838.7,Q3,1600-1800,0,1795.0
437505,European Paintings,Gift,4762.5,Q3,1600-1800,0,1778.0
437506,European Paintings,Purchase/Fund,7490.000000000001,Q3,1600-1800,1,1658.0
437507,European Paintings,Purchase/Fund,23765.83,Q4 (largest),1600-1800,1,1662.0
437508,European Paintings,Bequest,7868.54,Q3,1600-1800,0,1647.0
437509,European Paintings,Bequest,4969.839999999999,Q3,1400-1600,1,1482.0
437510,European Paintings,Bequest,1709.3999999999999,Q2,1400-1600,1,1482.0
437512,European Paintings,Gift,2495.2200000000003,Q2,1900-1950,0,1908.0
437513,European Paintings,Purchase/Fund,6723.299999999999,Q3,1800-1900,1,1874.0
437514,European Paintings,Purchase/Fund,9752.0,Q4 (largest),1800-1900,1,1853.0
437515,European Paintings,Bequest,2575.04,Q2,1800-1900,1,1852.0
437516,European Paintings,Purchase/Fund,939.84,Q1 (smallest),1800-1900,0,1850.0
437517,European Paintings,Bequest,2286.0,Q2,1800-1900,1,1850.0
437518,European Paintings,Bequest,2822.0000000000005,Q2,1800-1900,1,1840.0
437519,European Paintings,Bequest,2629.1200000000003,Q2,1800-1900,1,1845.0
437520,European Paintings,Bequest,6352.3099999999995,Q3,1800-1900,1,1862.0
437523,European Paintings,Purchase/Fund,14233.78,Q4 (largest),1600-1800,0,1616.0
437524,European Paintings,Bequest,2021.8799999999999,Q2,1600-1800,1,1632.0
437525,European Paintings,Gift,17690.4,Q4 (largest),1600-1800,1,1615.0
437526,European Paintings,Bequest,5556.320000000001,Q3,1600-1800,1,1635.0
437527,European Paintings,Bequest,3441.4800000000005,Q2,1600-1800,1,1631.0
437528,European Paintings,Gift,36985.64913,Q4 (largest),1600-1800,1,1633.0
437529,European Paintings,Bequest,3392.4,Q2,1600-1800,0,1608.0
437530,European Paintings,Other,315.36,Q1 (smallest),1400-1600,1,1597.0
437531,European Paintings,Gift,4608.0,Q3,1600-1800,1,1626.0
437532,European Paintings,Gift,32220.78,Q4 (largest),1600-1800,1,1635.0
437533,European Paintings,Bequest,3641.7900000000004,Q3,1600-1800,1,1609.0
437534,European Paintings,Purchase/Fund,4133.25,Q3,1600-1800,1,1630.0
437535,European Paintings,Gift,47972.75,Q4 (largest),1600-1800,0,1635.0
437536,European Paintings,Purchase/Fund,76506.54308953532,Q4 (largest),1600-1800,1,1616.0
437539,European Paintings,Gift,2033.65,Q2,1600-1800,0,1750.0
437540,European Paintings,Bequest,3115.2599999999998,Q2,1600-1800,0,1618.0
437542,European Paintings,Gift,3134.49,Q2,1600-1800,1,1618.0
437543,European Paintings,Gift,2992.7999999999997,Q2,1600-1800,0,1618.0
437544,European Paintings,Bequest,7797.200000000001,Q3,1600-1800,0,1618.0
437545,European Paintings,Bequest,8321.04,Q3,1600-1800,0,1646.0
437546,European Paintings,Gift,12881.24,Q4 (largest),1600-1800,0,1660.0
437547,European Paintings,Bequest,2688.4,Q2,1600-1800,0,1666.0
437548,European Paintings,Bequest,2262.6,Q2,1600-1800,0,1674.0
437549,European Paintings,Bequest,13019.999999999998,Q4 (largest),1600-1800,1,1670.0
437552,European Paintings,Gift,838.38,Q1 (smallest),1400-1600,0,1550.0
437554,European Paintings,Gift,871.1999999999999,Q1 (smallest),1400-1600,0,1574.0
437555,European Paintings,Gift,1116.49,Q2,1400-1600,0,1600.0
437556,European Paintings,Gift,4157.16,Q3,1400-1600,0,1600.0
437557,European Paintings,Gift,282.36,Q1 (smallest),1400-1600,0,1550.0
437558,European Paintings,Gift,3473.84,Q2,1400-1600,0,1550.0
437559,European Paintings,Gift,113.21999999999998,Q1 (smallest),1600-1800,1,1650.0
437560,European Paintings,Gift,858.6,Q1 (smallest),1600-1800,0,1650.0
437564,European Paintings,Gift,780.6100000000001,Q1 (smallest),1600-1800,0,1650.0
437566,European Paintings,Gift,808.6,Q1 (smallest),1600-1800,0,1650.0
437567,European Paintings,Gift,816.4,Q1 (smallest),1600-1800,0,1700.0
437568,European Paintings,Gift,799.27,Q1 (smallest),1600-1800,0,1750.0
437569,European Paintings,Gift,822.36,Q1 (smallest),1600-1800,0,1800.0
437578,European Paintings,Gift,8388.800000000001,Q3,1400-1600,0,1484.0
437585,European Paintings,Bequest,2411.64,Q2,1600-1800,0,1637.0
437586,European Paintings,Purchase/Fund,13255.410000000002,Q4 (largest),1600-1800,0,1648.0
437587,European Paintings,Purchase/Fund,1505.1000000000001,Q2,1600-1800,1,1650.0
437588,European Paintings,Purchase/Fund,7939.400000000001,Q3,1600-1800,1,1652.0
437589,European Paintings,Bequest,14193.760000000002,Q4 (largest),1600-1800,0,1646.0
437590,European Paintings,Purchase/Fund,4307.32,Q3,1600-1800,0,1645.0
437591,European Paintings,Purchase/Fund,10709.160000000002,Q4 (largest),1600-1800,0,1646.0
437592,European Paintings,Purchase/Fund,10434.65,Q4 (largest),1600-1800,0,1646.0
437593,European Paintings,Gift,47370.340000000004,Q4 (largest),1600-1800,1,1641.0
437598,European Paintings,Gift,11438.58,Q4 (largest),1400-1600,0,1546.0
437600,European Paintings,Bequest,7094.639999999999,Q3,1400-1600,0,1570.0
437602,European Paintings,Gift,1437.52,Q2,1400-1600,0,1470.0
437603,European Paintings,Bequest,408.8,Q1 (smallest),1400-1600,0,1460.0
437604,European Paintings,Bequest,965.52,Q1 (smallest),1400-1600,0,1470.0
