object_id,object_id,title,artist_name,artist_nationality,artist_begin_date,artist_end_date,object_begin_date,object_end_date,medium,dimensions,department,culture,period,credit_line,accession_year,is_public_domain,is_highlight,height_cm,width_cm,gallery_number,is_on_display,tags
36139,36139,,Gao Xiang,Chinese,1700      ,1730      ,1700,1730,Hanging scroll; ink on paper,"Image: 34 1/2 x 15 5/16 in. (87.6 x 38.9 cm)
Overall with mounting: 80 7/8 x 20 3/4 in. (205.4 x 52.7 cm)
Overall with knobs: 80 7/8 x 23 3/8 in. (205.4 x 59.4 cm)",Asian Art,China,Qing dynasty (1644–1911),"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",1982,True,False,,,,0,Plants
36140,36140,明   佚名  全室宗泐題贊   白衣觀音圖   軸|White-Robed Guanyin,Unidentified, ,          ,          ,1367,1399,Hanging scroll; ink on paper,"Image: 36 x 12 7/8 in. (91.4 x 32.7 cm)
Overall with mounting: 70 x 17 5/8 in. (177.8 x 44.8 cm)
Overall with knobs: 70 x 19 1/2 in. (177.8 x 49.5 cm)",Asian Art,China,Ming dynasty (1368–1644),"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",1982,True,False,11.430023,11.430023,,0,Buddhism|Bodhisattvas
36140,36140,明   佚名  全室宗泐題贊   白衣觀音圖   軸|White-Robed Guanyin,Unidentified, ,          ,          ,1367,1399,Hanging scroll; ink on paper,"Image: 36 x 12 7/8 in. (91.4 x 32.7 cm)
Overall with mounting: 70 x 17 5/8 in. (177.8 x 44.8 cm)
Overall with knobs: 70 x 19 1/2 in. (177.8 x 49.5 cm)",Asian Art,China,Ming dynasty (1368–1644),"Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982",1982,True,False,7.620015,7.620015,,0,Buddhism|Bodhisattvas
36141,36141,南宋  佚名  倣夏珪  冒雨尋莊圖  團扇|Returning Home in a Driving Rain,Xia Gui,Chinese,1195      ,1230      ,1200,1233,Fan mounted as an album leaf; ink and color on silk,10 1/16 x 10 3/8 in. (25.6 x 26.4 cm),Asian Art,China,Southern Song dynasty (1127–1279),"Purchase, The Dillon Fund Gift, 1982",1982,True,False,25.6,26.4,,0,Landscapes|Trees
36141,36141,南宋  佚名  倣夏珪  冒雨尋莊圖  團扇|Returning Home in a Driving Rain,Xia Gui,Chinese,1195      ,1230      ,1200,1233,Fan mounted as an album leaf; ink and color on silk,10 1/16 x 10 3/8 in. (25.6 x 26.4 cm),Asian Art,China,Southern Song dynasty (1127–1279),"Purchase, The Dillon Fund Gift, 1982",1982,True,False,25.6,26.4,,0,Landscapes|Trees
36143,36143,白衣観音図|White-robed Kannon,,,,,1336,1392,Hanging scroll; ink on silk,"Image: 45 3/4 × 20 3/8 in. (116.2 × 51.8 cm)
Overall with mounting: 82 3/4 × 26 1/4 in. (210.2 × 66.7 cm)
Overall with knobs: 82 3/4 × 28 5/8 in. (210.2 × 72.7 cm)",Asian Art,Japan,Nanbokuchō period (1336–92),"Purchase, Bequest of Dorothy Graham Bennett, Herbert J. Coyne Gift, Seymour Fund and Fletcher Fund, by exchange, 1985",1985,True,False,,,,0,Waterfalls|Avalokiteshvara|Bodhisattvas
36143,36143,白衣観音図|White-robed Kannon,,,,,1336,1392,Hanging scroll; ink on silk,"Image: 45 3/4 × 20 3/8 in. (116.2 × 51.8 cm)
Overall with mounting: 82 3/4 × 26 1/4 in. (210.2 × 66.7 cm)
Overall with knobs: 82 3/4 × 28 5/8 in. (210.2 × 72.7 cm)",Asian Art,Japan,Nanbokuchō period (1336–92),"Purchase, Bequest of Dorothy Graham Bennett, Herbert J. Coyne Gift, Seymour Fund and Fletcher Fund, by exchange, 1985",1985,True,False,,,,0,Waterfalls|Avalokiteshvara|Bodhisattvas
36144,36144,,Ren Yi (Ren Bonian),Chinese,1840      ,1896      ,1800,1899,Album of six leaves; ink and color on silk,10 5/8 x 11 7/8 in. (27 x 30.2 cm),Asian Art,China,Qing dynasty (1644–1911),"Bequest of Louisa L. McNeary, 1985",1985,False,False,27.0,30.2,,0,
36144,36144,,Ren Yi (Ren Bonian),Chinese,1840      ,1896      ,1800,1899,Album of six leaves; ink and color on silk,10 5/8 x 11 7/8 in. (27 x 30.2 cm),Asian Art,China,Qing dynasty (1644–1911),"Bequest of Louisa L. McNeary, 1985",1985,False,False,27.0,30.2,,0,
36146,36146,清  汪恭  摹趙孟頫肖像  軸|Copy of a Portrait of Zhao Mengfu,Wang Gong|Unidentified artist,Chinese| ,1800      |          ,1899      |          ,1800,1899,Hanging scroll; ink and color on silk,25 1/8 x 12 1/8 in. (63.8 x 30.8 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,63.8,30.8,,0,Men|Portraits
36146,36146,清  汪恭  摹趙孟頫肖像  軸|Copy of a Portrait of Zhao Mengfu,Wang Gong|Unidentified artist,Chinese| ,1800      |          ,1899      |          ,1800,1899,Hanging scroll; ink and color on silk,25 1/8 x 12 1/8 in. (63.8 x 30.8 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,63.8,30.8,,0,Men|Portraits
36147,36147,清  改琦  插花圖  軸|Girl Arranging Flowers,Gai Qi,Chinese,1773      ,1828      ,1774,1829,Hanging scroll; ink and color on silk,40 7/8 x 13 1/8 in. (103.8 x 33.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,103.8,33.3,,0,Girls
36147,36147,清  改琦  插花圖  軸|Girl Arranging Flowers,Gai Qi,Chinese,1773      ,1828      ,1774,1829,Hanging scroll; ink and color on silk,40 7/8 x 13 1/8 in. (103.8 x 33.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,103.8,33.3,,0,Girls
36148,36148,清  謝蘭生  山水  軸|Landscape,Xie Lansheng,Chinese,1760      ,1831      ,1815,1815,Hanging scroll; ink on silk,50 3/4 x 19 in. (128.9 x 48.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,128.9,48.3,,0,
36148,36148,清  謝蘭生  山水  軸|Landscape,Xie Lansheng,Chinese,1760      ,1831      ,1815,1815,Hanging scroll; ink on silk,50 3/4 x 19 in. (128.9 x 48.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,128.9,48.3,,0,
36149,36149,清   潘思牧   鶴林煙雨   軸|Mist and Rain in Helin,Pan Simu,Chinese,1756      ,1842      ,1841,1841,Hanging scroll; ink on paper,43 1/4 x 12 1/2 in. (109.9 x 31.8 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,109.9,31.8,,0,
36149,36149,清   潘思牧   鶴林煙雨   軸|Mist and Rain in Helin,Pan Simu,Chinese,1756      ,1842      ,1841,1841,Hanging scroll; ink on paper,43 1/4 x 12 1/2 in. (109.9 x 31.8 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,109.9,31.8,,0,
36150,36150,清  黃均  山水  軸|Landscape,Huang Jun,Chinese,1775      ,1850      ,1846,1846,Hanging scroll; ink and color on paper,35 x 14 3/8 in. (88.9 x 36.5 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,88.9,36.5,,0,
36150,36150,清  黃均  山水  軸|Landscape,Huang Jun,Chinese,1775      ,1850      ,1846,1846,Hanging scroll; ink and color on paper,35 x 14 3/8 in. (88.9 x 36.5 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,88.9,36.5,,0,
36151,36151,清  湯貽汾  山水  軸|Landscape,Tang Yifen,Chinese,1778      ,1853      ,1778,1853,Hanging scroll; ink and color on paper,51 3/4 x 12 5/8 in. (131.4 x 32.1 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,131.4,32.1,,0,
36151,36151,清  湯貽汾  山水  軸|Landscape,Tang Yifen,Chinese,1778      ,1853      ,1778,1853,Hanging scroll; ink and color on paper,51 3/4 x 12 5/8 in. (131.4 x 32.1 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,131.4,32.1,,0,
36152,36152,清  李修易  山水  軸|Landscape,Li Xiuyi,Chinese,1811      ,1911      ,1843,1843,Hanging scroll; ink on paper,52 3/4 x 11 3/4 in. (134 x 29.8 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,134.0,29.8,,0,
36152,36152,清  李修易  山水  軸|Landscape,Li Xiuyi,Chinese,1811      ,1911      ,1843,1843,Hanging scroll; ink on paper,52 3/4 x 11 3/4 in. (134 x 29.8 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,134.0,29.8,,0,
36153,36153,清　戴熙　仿古山水四屏　軸|Landscapes after old masters,Dai Xi,Chinese,1801      ,1860      ,1834,1866,Set of four hanging scrolls; ink on gold-flecked paper,52 1/8 x 13 3/8 in. (132.4 x 34 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,132.4,34.0,,0,
36153,36153,清　戴熙　仿古山水四屏　軸|Landscapes after old masters,Dai Xi,Chinese,1801      ,1860      ,1834,1866,Set of four hanging scrolls; ink on gold-flecked paper,52 1/8 x 13 3/8 in. (132.4 x 34 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,132.4,34.0,,0,
36154,36154,清  汪廷儒  山水  扇頁|Landscape,Wang Tingru,Chinese,1804      ,1852      ,1804,1852,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,6 1/8 x 20 5/8 in. (15.6 x 52.4 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,15.6,52.4,,0,Mountains|Landscapes
36154,36154,清  汪廷儒  山水  扇頁|Landscape,Wang Tingru,Chinese,1804      ,1852      ,1804,1852,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,6 1/8 x 20 5/8 in. (15.6 x 52.4 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,15.6,52.4,,0,Mountains|Landscapes
36155,36155,清  程庭鷺  山水  冊頁|Landscape,Cheng Tinglu,Chinese,1796      ,1858      ,1827,1827,Album leaf; ink and color on paper,9 3/4 x 13 1/2 in. (24.8 x 34.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,24.8,34.3,,0,Hills|Landscapes
36155,36155,清  程庭鷺  山水  冊頁|Landscape,Cheng Tinglu,Chinese,1796      ,1858      ,1827,1827,Album leaf; ink and color on paper,9 3/4 x 13 1/2 in. (24.8 x 34.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,24.8,34.3,,0,Hills|Landscapes
36156,36156,清  沈焯  山水  冊頁|Landscape,Shen Zhuo,Chinese,1800      ,1899      ,1827,1827,Album leaf; ink and color on paper,9 3/4 x 13 1/2 in. (24.8 x 34.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,24.8,34.3,,0,Mountains|Landscapes
36156,36156,清  沈焯  山水  冊頁|Landscape,Shen Zhuo,Chinese,1800      ,1899      ,1827,1827,Album leaf; ink and color on paper,9 3/4 x 13 1/2 in. (24.8 x 34.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,24.8,34.3,,0,Mountains|Landscapes
36157,36157,清  劉德六  松鼠葡萄  扇面|Squirrel and Grape,Liu Deliu,Chinese,1806      ,1875      ,1868,1868,Folding fan mounted as an album leaf; ink and color on alum paper,6 15/16 x 20 1/16 in. (17.6 x 51 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,17.6,51.0,,0,Grapes|Squirrels
36157,36157,清  劉德六  松鼠葡萄  扇面|Squirrel and Grape,Liu Deliu,Chinese,1806      ,1875      ,1868,1868,Folding fan mounted as an album leaf; ink and color on alum paper,6 15/16 x 20 1/16 in. (17.6 x 51 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,17.6,51.0,,0,Grapes|Squirrels
36158,36158,"清  吳熙載  水仙紅豆圖  軸|Narcissus, Fungus, and Nandina",Wu Xizai,Chinese,1799      ,1870      ,1852,1852,Hanging scroll; ink and color on paper,41 1/2 x 14 5/8 in. (105.4 x 37.1 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,105.4,37.1,,0,
36158,36158,"清  吳熙載  水仙紅豆圖  軸|Narcissus, Fungus, and Nandina",Wu Xizai,Chinese,1799      ,1870      ,1852,1852,Hanging scroll; ink and color on paper,41 1/2 x 14 5/8 in. (105.4 x 37.1 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,105.4,37.1,,0,
36159,36159,"清  周存伯  花卉對屏  軸|Flowers: (a) Peach-blossom and Spiritual Stone; (b) Camellia, Narcissus and Buddha's Hand",Zhou Cunbo,Chinese,1820      ,1875      ,1870,1870,Pair of hanging scrolls; ink and color on paper,Image (each): 49 1/2 x 12 3/8 in. (125.7 x 31.4 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,,,,0,
36159,36159,"清  周存伯  花卉對屏  軸|Flowers: (a) Peach-blossom and Spiritual Stone; (b) Camellia, Narcissus and Buddha's Hand",Zhou Cunbo,Chinese,1820      ,1875      ,1870,1870,Pair of hanging scrolls; ink and color on paper,Image (each): 49 1/2 x 12 3/8 in. (125.7 x 31.4 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,,,,0,
36160,36160,清　王素　東山報捷圖　軸|Bringing the Message of Victory to Dongshan,Wang Su,Chinese,1794      ,1877      ,1862,1862,Hanging scroll; ink and color on paper,56 1/2 x 31 3/4 in. (143.5 x 80.6 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,143.5,80.6,,0,Men|Women|Horses|Games
36160,36160,清　王素　東山報捷圖　軸|Bringing the Message of Victory to Dongshan,Wang Su,Chinese,1794      ,1877      ,1862,1862,Hanging scroll; ink and color on paper,56 1/2 x 31 3/4 in. (143.5 x 80.6 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,143.5,80.6,,0,Men|Women|Horses|Games
36161,36161,清  趙之謙  芍藥  扇面|Peony,Zhao Zhiqian,Chinese,1829      ,1884      ,1862,1862,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,7 x 20 3/4 in. (17.8 x 52.7 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,17.8,52.7,,0,Peonies
36161,36161,清  趙之謙  芍藥  扇面|Peony,Zhao Zhiqian,Chinese,1829      ,1884      ,1862,1862,Folding fan mounted as an album leaf; ink and color on gold-flecked paper,7 x 20 3/4 in. (17.8 x 52.7 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,17.8,52.7,,0,Peonies
36162,36162,清  趙之謙  牡丹  軸|Peonies,Zhao Zhiqian,Chinese,1829      ,1884      ,1870,1870,Hanging scroll; ink and color on paper,33 1/2 x 16 1/2 in. (85.1 x 41.9 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,85.1,41.9,,0,
36162,36162,清  趙之謙  牡丹  軸|Peonies,Zhao Zhiqian,Chinese,1829      ,1884      ,1870,1870,Hanging scroll; ink and color on paper,33 1/2 x 16 1/2 in. (85.1 x 41.9 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,85.1,41.9,,0,
36163,36163,清  胡遠  山水  軸|Landscape,Hu Yuan,Chinese,1823      ,1886      ,1823,1886,Hanging scroll; ink and color on paper,58 1/2 x 15 1/2 in. (148.6 x 39.4 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,148.6,39.4,,0,
36163,36163,清  胡遠  山水  軸|Landscape,Hu Yuan,Chinese,1823      ,1886      ,1823,1886,Hanging scroll; ink and color on paper,58 1/2 x 15 1/2 in. (148.6 x 39.4 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,148.6,39.4,,0,
36164,36164,清  真然  竹圖  軸|Bamboo,Chen Ran,Chinese,1816      ,1884      ,1816,1884,Hanging scroll; ink on paper,52 3/4 x 12 7/8 in. (134 x 32.7 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,134.0,32.7,,0,
36164,36164,清  真然  竹圖  軸|Bamboo,Chen Ran,Chinese,1816      ,1884      ,1816,1884,Hanging scroll; ink on paper,52 3/4 x 12 7/8 in. (134 x 32.7 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,134.0,32.7,,0,
36165,36165,清  張熊  靈石  軸|Spiritual Stone,Zhang Xiong,Chinese,1803      ,1886      ,1858,1858,Hanging scroll; ink on paper,42 3/4 x 12 in. (108.6 x 30.5 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,108.6,30.5,,0,
36165,36165,清  張熊  靈石  軸|Spiritual Stone,Zhang Xiong,Chinese,1803      ,1886      ,1858,1858,Hanging scroll; ink on paper,42 3/4 x 12 in. (108.6 x 30.5 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,108.6,30.5,,0,
36166,36166,清  張熊  八哥秋葵圖  軸|Flower and Bird,Zhang Xiong,Chinese,1803      ,1886      ,1878,1878,Hanging scroll; ink and color on paper,57 1/4 x 15 9/16 in. (145.4 x 39.5 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,145.4,39.5,,0,
36166,36166,清  張熊  八哥秋葵圖  軸|Flower and Bird,Zhang Xiong,Chinese,1803      ,1886      ,1878,1878,Hanging scroll; ink and color on paper,57 1/4 x 15 9/16 in. (145.4 x 39.5 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,145.4,39.5,,0,
36167,36167,清  居巢  蠶蛾  扇面|Silkworm,Ju Chao,Chinese,1823      ,1889      ,1859,1859,Folding fan mounted as an album leaf; ink and color on alum paper,7 1/4 x 21 in. (18.4 x 53.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,18.4,53.3,,0,Insects
36167,36167,清  居巢  蠶蛾  扇面|Silkworm,Ju Chao,Chinese,1823      ,1889      ,1859,1859,Folding fan mounted as an album leaf; ink and color on alum paper,7 1/4 x 21 in. (18.4 x 53.3 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,18.4,53.3,,0,Insects
36168,36168,清   杜湘   仿古山水   冊|Landscapes after old masters,Du Xiang,Chinese,1850      ,1899      ,1867,1899,Album of seven leaves; ink and color on paper,10 1/8 x 6 3/8 in. (25.7 x 16.2 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,25.7,16.2,,0,Mountains|Landscapes
36168,36168,清   杜湘   仿古山水   冊|Landscapes after old masters,Du Xiang,Chinese,1850      ,1899      ,1867,1899,Album of seven leaves; ink and color on paper,10 1/8 x 6 3/8 in. (25.7 x 16.2 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,25.7,16.2,,0,Mountains|Landscapes
36169,36169,清  任薰  花鳥四條屏  軸|Birds and Flowers,Ren Xun,Chinese,1835      ,1893      ,1835,1893,Set of four hanging scrolls; ink and color on paper,53 1/8 x 14 1/4 in. (134.9 x 36.2 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,134.9,36.2,,0,
36169,36169,清  任薰  花鳥四條屏  軸|Birds and Flowers,Ren Xun,Chinese,1835      ,1893      ,1835,1893,Set of four hanging scrolls; ink and color on paper,53 1/8 x 14 1/4 in. (134.9 x 36.2 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,134.9,36.2,,0,
36170,36170,"清  任頤  動物花鳥  冊頁八開|Animals, Flowers and Birds",Ren Yi (Ren Bonian),Chinese,1840      ,1896      ,1840,1896,Album of eight leaves; ink and color on paper,10 3/16 x 12 3/4 in. (25.9 x 32.4 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,25.9,32.4,,0,Birds
36170,36170,"清  任頤  動物花鳥  冊頁八開|Animals, Flowers and Birds",Ren Yi (Ren Bonian),Chinese,1840      ,1896      ,1840,1896,Album of eight leaves; ink and color on paper,10 3/16 x 12 3/4 in. (25.9 x 32.4 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,25.9,32.4,,0,Birds
36171,36171,清  張之萬  山水  冊頁十二開|Landscapes,Zhang Zhiwan,Chinese,1811      ,1897      ,1875,1875,Album of twelve leaves; ink and color on paper,9 5/16 x 9 13/16 in. (23.7 x 24.9 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,23.7,24.9,,0,Landscapes
36171,36171,清  張之萬  山水  冊頁十二開|Landscapes,Zhang Zhiwan,Chinese,1811      ,1897      ,1875,1875,Album of twelve leaves; ink and color on paper,9 5/16 x 9 13/16 in. (23.7 x 24.9 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,23.7,24.9,,0,Landscapes
36172,36172,清　舒浩　賞蓮圖　 團扇|Zhou Dunyi admiring lotus flowers,Shu Hao,Chinese,1868      ,1899      ,1867,1899,Fan-shaped album leaf; ink and color on silk,Diam.  10 1/4 in. (26 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,,,,0,Men|Lotuses
36172,36172,清　舒浩　賞蓮圖　 團扇|Zhou Dunyi admiring lotus flowers,Shu Hao,Chinese,1868      ,1899      ,1867,1899,Fan-shaped album leaf; ink and color on silk,Diam.  10 1/4 in. (26 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,,,,0,Men|Lotuses
36173,36173,清  顧澐  懷素蕉林午睡圖  扇面|Huaisu in the Banana Grove,Gu Yun, ,1835      ,1896      ,1869,1869,Folding fan mounted as an album leaf; ink and color on alum paper,6 3/4 x 20 1/8 in. (17.1 x 51.1 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,17.1,51.1,,0,Men
36173,36173,清  顧澐  懷素蕉林午睡圖  扇面|Huaisu in the Banana Grove,Gu Yun, ,1835      ,1896      ,1869,1869,Folding fan mounted as an album leaf; ink and color on alum paper,6 3/4 x 20 1/8 in. (17.1 x 51.1 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,True,False,17.1,51.1,,0,Men
36174,36174,清  顧澐  山水  軸|Landscape,Gu Yun, ,1835      ,1896      ,1835,1896,Hanging scroll; ink on paper,53 x 13 in. (134.6 x 33 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,134.6,33.0,,0,
36174,36174,清  顧澐  山水  軸|Landscape,Gu Yun, ,1835      ,1896      ,1835,1896,Hanging scroll; ink on paper,53 x 13 in. (134.6 x 33 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,134.6,33.0,,0,
36175,36175,清  顧澐  漁舟晚泊  軸|Moored at the West Cliff,Gu Yun, ,1835      ,1896      ,1835,1896,Hanging scroll; ink on paper,31 5/8 x 17 in. (80.3 x 43.2 cm),Asian Art,China,Qing dynasty (1644–1911),"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",1986,False,False,80.3,43.2,,0,
